NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
7.8958,16.467,,,10.1944,12.43,,,14.5417,16.166,,,13,19.448,,,14.6783,21.542,,,4.9444,6.8604
7.905,16.467,,,10.2014,12.429,,,14.5437,16.164,,,13.0067,19.445,,,14.6804,21.54,,,4.9514,6.8583
7.9167,16.466,,,10.2083,12.427,,,14.5464,16.162,,,13.0111,19.444,,,14.6827,21.538,,,4.9583,6.8563
7.9236,16.466,,,10.2188,12.437,,,14.5496,16.16,,,13.0156,19.442,,,14.6847,21.536,,,4.9583,6.8563
7.9306,16.465,,,10.2222,12.436,,,14.5539,16.157,,,13.02,19.44,,,14.6875,21.534,,,4.96,6.8558
7.9375,16.465,,,10.2257,12.436,,,14.5582,16.154,,,13.0208,19.44,,,14.691,21.531,,,4.9632,6.8548
7.9479,16.464,,,10.2292,12.435,,,14.5625,16.151,,,13.0278,19.438,,,14.6953,21.528,,,4.9672,6.8536
7.9583,16.464,,,10.23,12.435,,,14.565,16.15,,,13.0324,19.436,,,14.6975,21.526,,,4.9732,6.8518
7.9653,16.464,,,10.235,12.434,,,14.5675,16.148,,,13.0371,19.435,,,14.7002,21.525,,,4.9792,6.85
7.9722,16.463,,,10.24,12.433,,,14.57,16.146,,,13.0417,19.433,,,14.7042,21.522,,,4.9861,6.8478
7.9792,16.463,,,10.25,12.432,,,14.5744,16.144,,,13.0486,19.43,,,14.7083,21.519,,,4.9931,6.8456
7.9896,16.464,,,10.2604,12.43,,,14.5789,16.141,,,13.0533,19.429,,,14.7125,21.516,,,5,6.8434
8,16.464,,,10.2708,12.428,,,14.5833,16.138,,,13.0579,19.427,,,14.7146,21.514,,,5,6.8434
8.0069,16.464,,,10.2812,12.426,,,14.5856,16.136,,,13.0625,19.425,,,14.7172,21.512,,,5.0035,6.842
8.0139,16.464,,,10.2917,12.425,,,14.5887,16.134,,,13.0694,19.423,,,14.7211,21.509,,,5.0078,6.8402
8.0208,16.464,,,10.3125,12.42,,,14.5926,16.131,,,13.0741,19.421,,,14.725,21.505,,,5.0143,6.8376
8.0208,16.464,,,10.3333,12.416,,,14.5946,16.129,,,13.0787,19.419,,,14.7292,21.502,,,5.0208,6.835
8.0313,16.463,,,10.3542,12.412,,,14.597,16.127,,,13.0833,19.418,,,14.7334,21.499,,,5.0208,6.835
8.0417,16.462,,,10.375,12.46,,,14.6006,16.124,,,13.0903,19.415,,,14.7354,21.498,,,5.0278,6.8322
8.0478,16.462,,,10.3783,12.459,,,14.6042,16.121,,,13.0949,19.413,,,14.7378,21.496,,,5.0324,6.8303
8.0539,16.461,,,10.3817,12.459,,,14.6084,16.117,,,13.0996,19.412,,,14.7408,21.494,,,5.0417,6.8265
8.06,16.461,,,10.385,12.458,,,14.6104,16.116,,,13.1042,19.41,,,14.7454,21.492,,,5.0521,6.8223
8.0625,16.461,,,10.3904,12.457,,,14.6128,16.114,,,13.1111,19.408,,,14.75,21.489,,,5.0625,6.818
8.0625,16.461,,,10.3958,12.456,,,14.6158,16.112,,,13.1158,19.406,,,14.752,21.488,,,5.0729,6.8137
8.0729,16.459,,,10.4028,12.455,,,14.6179,16.11,,,13.1204,19.404,,,14.7547,21.486,,,5.0833,6.8094
8.0833,16.459,,,10.4167,12.452,,,14.6202,16.109,,,13.125,19.403,,,14.7579,21.483,,,5.1042,6.8009
8.0938,16.458,,,10.4271,12.459,,,14.6222,16.107,,,13.1319,19.4,,,14.7622,21.481,,,5.115,6.7965
8.0972,16.457,,,10.4306,12.459,,,14.625,16.105,,,13.1366,19.399,,,14.7665,21.478,,,5.125,6.7924
8.1007,16.457,,,10.434,12.458,,,14.6285,16.103,,,13.1412,19.397,,,14.7708,21.475,,,5.1458,6.7838
8.1042,16.457,,,10.4375,12.457,,,14.6328,16.099,,,13.1458,19.396,,,14.7731,21.473,,,5.1667,6.7752
8.1094,16.457,,,10.4417,12.457,,,14.635,16.097,,,13.1528,19.393,,,14.7762,21.471,,,5.1736,6.7723
8.1172,16.456,,,10.4472,12.456,,,14.6377,16.095,,,13.1574,19.392,,,14.7801,21.468,,,5.1806,6.7695
8.125,16.455,,,10.4583,12.453,,,14.6417,16.093,,,13.1621,19.39,,,14.7821,21.466,,,5.1875,6.7666
8.1285,16.455,,,10.4688,12.451,,,14.6458,16.089,,,13.1667,19.389,,,14.7845,21.464,,,5.1875,6.7666
8.1328,16.455,,,10.4792,12.449,,,14.6478,16.088,,,13.175,19.386,,,14.7881,21.462,,,5.191,6.7652
8.1393,16.454,,,10.4891,12.447,,,14.6505,16.085,,,13.1792,19.384,,,14.7917,21.459,,,5.1953,6.7634
8.1458,16.454,,,10.5,12.445,,,14.6537,16.082,,,13.1833,19.383,,,14.7959,21.456,,,5.2018,6.7607
8.1528,16.453,,,10.5104,12.443,,,14.6557,16.08,,,13.1875,19.381,,,14.7979,21.454,,,5.2083,6.758
8.1574,16.453,,,10.5208,12.44,,,14.6585,16.077,,,13.1944,19.379,,,14.8003,21.453,,,5.2083,6.758
8.162,16.452,,,10.54,12.437,,,14.6605,16.076,,,13.2014,19.376,,,14.8033,21.451,,,5.2107,6.757
8.1667,16.452,,,10.5417,12.436,,,14.6636,16.073,,,13.2083,19.374,,,14.8079,21.447,,,5.2137,6.7558
8.1736,16.451,,,10.5625,12.432,,,14.6667,16.07,,,13.2118,19.373,,,14.8125,21.444,,,5.2176,6.7542
8.1782,16.451,,,10.5833,12.427,,,14.6687,16.068,,,13.2161,19.371,,,14.8145,21.443,,,5.2234,6.7518
8.1829,16.45,,,10.6042,12.422,,,14.6714,16.065,,,13.2227,19.369,,,14.8172,21.441,,,5.2292,6.7494
8.1875,16.45,,,10.625,12.417,,,14.6746,16.062,,,13.2292,19.366,,,14.8204,21.439,,,5.2361,6.7466
8.1944,16.449,,,10.6458,12.413,,,14.6766,16.061,,,13.2361,19.364,,,14.8247,21.436,,,5.2431,6.7437
8.1991,16.449,,,10.6667,12.408,,,14.6793,16.058,,,13.2408,19.362,,,14.829,21.434,,,5.25,6.7408
8.2037,16.449,,,10.6875,12.433,,,14.6813,16.056,,,13.2454,19.36,,,14.8333,21.431,,,5.26,6.7366
8.2083,16.448,,,10.69,12.433,,,14.6844,16.054,,,13.25,19.359,,,14.8356,21.429,,,5.27,6.7318
8.2083,16.448,,,10.6925,12.432,,,14.6875,16.051,,,13.2569,19.356,,,14.8387,21.428,,,5.2708,6.7314
8.215,16.447,,,10.695,12.431,,,14.6895,16.049,,,13.2616,19.354,,,14.8426,21.426,,,5.2917,6.7216
8.2221,16.447,,,10.6994,12.441,,,14.6922,16.046,,,13.2662,19.353,,,14.8484,21.422,,,5.3125,6.712
8.2292,16.446,,,10.7014,12.44,,,14.6954,16.044,,,13.2708,19.351,,,14.8504,21.421,,,5.3333,6.702
8.2361,16.445,,,10.7037,12.44,,,14.6974,16.042,,,13.2778,19.348,,,14.8542,21.419,,,5.3542,6.6916
8.2407,16.445,,,10.706,12.439,,,14.7001,16.039,,,13.2824,19.346,,,14.8577,21.417,,,5.375,6.6808
8.2454,16.444,,,10.7083,12.439,,,14.7021,16.038,,,13.2871,19.344,,,14.862,21.414,,,5.3958,6.6694
8.25,16.444,,,10.7109,12.438,,,14.7052,16.035,,,13.2917,19.342,,,14.8642,21.413,,,5.4167,6.6579
8.25,16.444,,,10.7146,12.437,,,14.7083,16.032,,,13.2986,19.339,,,14.8669,21.411,,,5.425,6.6534
8.2569,16.443,,,10.7194,12.436,,,14.7116,16.029,,,13.3033,19.337,,,14.8709,21.409,,,5.4375,6.6462
8.2639,16.443,,,10.7243,12.446,,,14.7136,16.027,,,13.3079,19.336,,,14.875,21.406,,,5.4583,6.6341
8.2708,16.442,,,10.7292,12.444,,,14.7165,16.025,,,13.3125,19.334,,,14.88,21.403,,,5.4792,6.6226
8.2708,16.442,,,10.7334,12.443,,,14.7193,16.023,,,13.3154,19.333,,,14.8853,21.4,,,5.5,6.6119
8.2813,16.442,,,10.7375,12.442,,,14.7213,16.021,,,13.3191,19.331,,,14.8888,21.398,,,5.5208,6.5999
8.2917,16.442,,,10.7438,12.441,,,14.7233,16.019,,,13.3245,19.329,,,14.8923,21.397,,,5.5278,6.596
8.3021,16.441,,,10.75,12.439,,,14.725,16.018,,,13.33,19.327,,,14.8958,21.395,,,5.5347,6.5923
8.3125,16.44,,,10.7569,12.438,,,14.7271,16.016,,,13.3333,19.325,,,14.8978,21.394,,,5.5417,6.5886
8.3229,16.44,,,10.7639,12.436,,,14.7292,16.014,,,13.3403,19.322,,,14.9005,21.392,,,5.5417,6.5886
8.3333,16.438,,,10.7708,12.434,,,14.7327,16.011,,,13.3472,19.319,,,14.9037,21.39,,,5.5451,6.5868
8.3403,16.438,,,10.7812,12.432,,,14.7347,16.01,,,13.3542,19.316,,,14.9081,21.388,,,5.5495,6.5846
8.3472,16.437,,,10.7917,12.429,,,14.7372,16.008,,,13.3577,19.315,,,14.9124,21.385,,,5.556,6.5812
8.3542,16.436,,,10.8125,12.424,,,14.7404,16.006,,,13.362,19.313,,,14.9167,21.383,,,5.5625,6.5779
8.3594,16.436,,,10.8333,12.419,,,14.7424,16.004,,,13.3685,19.31,,,14.919,21.382,,,5.5713,6.5735
8.3647,16.435,,,10.85,12.415,,,14.7449,16.002,,,13.375,19.307,,,14.9221,21.38,,,5.58,6.569
8.37,16.435,,,10.8542,12.414,,,14.7469,16.001,,,13.3819,19.304,,,14.9259,21.378,,,5.5833,6.5673
8.375,16.435,,,10.875,12.41,,,14.75,15.999,,,13.3866,19.302,,,14.9279,21.376,,,5.5938,6.5619
8.3785,16.434,,,10.8958,12.434,,,14.7535,15.996,,,13.3912,19.3,,,14.9303,21.375,,,5.6042,6.5565
8.3828,16.434,,,10.9028,12.432,,,14.7555,15.995,,,13.3958,19.298,,,14.9339,21.373,,,5.6146,6.551
8.3893,16.433,,,10.9097,12.431,,,14.758,15.993,,,13.4028,19.295,,,14.9375,21.371,,,5.625,6.5454
8.3958,16.433,,,10.9167,12.429,,,14.7612,15.99,,,13.4074,19.293,,,14.9417,21.368,,,5.6458,6.5343
8.4028,16.432,,,10.9271,12.427,,,14.7632,15.988,,,13.4121,19.291,,,14.9437,21.367,,,5.6667,6.521
8.4074,16.432,,,10.9375,12.425,,,14.7657,15.986,,,13.4167,19.289,,,14.9461,21.365,,,5.6875,6.5069
8.412,16.431,,,10.9583,12.421,,,14.7677,15.985,,,13.4236,19.286,,,14.9492,21.363,,,5.7083,6.4941
8.4167,16.431,,,10.9792,12.417,,,14.7708,15.982,,,13.4283,19.284,,,14.9512,21.362,,,5.7292,6.4835
8.4167,16.431,,,11,12.413,,,14.7743,15.979,,,13.4329,19.282,,,14.9535,21.36,,,5.735,6.4802
8.4236,16.43,,,11.005,12.423,,,14.7763,15.978,,,13.4375,19.28,,,14.9555,21.359,,,5.75,6.4711
8.4306,16.43,,,11.0103,12.422,,,14.7789,15.977,,,13.4444,19.277,,,14.9583,21.357,,,5.7708,6.4586
8.4375,16.429,,,11.0155,12.421,,,14.7821,15.974,,,13.4491,19.275,,,14.9618,21.354,,,5.7917,6.4476
8.4375,16.429,,,11.0208,12.42,,,14.7841,15.973,,,13.4537,19.273,,,14.9661,21.352,,,5.8125,6.4384
8.4479,16.429,,,11.0278,12.419,,,14.7866,15.972,,,13.4583,19.271,,,14.9683,21.351,,,5.8333,6.4298
8.4583,16.429,,,11.0347,12.418,,,14.7892,15.97,,,13.4653,19.268,,,14.971,21.349,,,5.8542,6.4211
8.4688,16.428,,,11.0417,12.416,,,14.7917,15.968,,,13.4699,19.266,,,14.9751,21.347,,,5.875,6.4131
8.4792,16.427,,,11.0521,12.415,,,14.7937,15.967,,,13.4746,19.264,,,14.9792,21.344,,,5.89,6.4082
8.4896,16.426,,,11.0625,12.413,,,14.7964,15.965,,,13.4792,19.262,,,14.9812,21.343,,,5.8958,6.4063
8.5,16.425,,,11.0833,12.41,,,14.7996,15.963,,,13.485,19.26,,,14.9839,21.341,,,5.8958,6.4063
8.5069,16.424,,,11.1042,12.406,,,14.8016,15.961,,,13.4925,19.256,,,14.9871,21.339,,,5.9028,6.4041
8.5139,16.423,,,11.125,12.403,,,14.8043,15.959,,,13.5,19.253,,,14.9914,21.336,,,5.9097,6.4019
8.5208,16.422,,,11.1458,12.4,,,14.8063,15.958,,,13.5035,19.251,,,14.9957,21.333,,,5.9167,6.3997
8.5208,16.422,,,11.16,12.397,,,14.8094,15.955,,,13.5078,19.249,,,15,21.33,,,5.9271,6.3965
8.525,16.422,,,11.1667,12.396,,,14.8125,15.953,,,13.5143,19.246,,,15.0023,21.329,,,5.9375,6.3933
8.5333,16.421,,,11.1875,12.393,,,14.816,15.951,,,13.5208,19.243,,,15.0054,21.327,,,5.9583,6.3871
8.5417,16.42,,,11.2083,12.39,,,14.8203,15.948,,,13.5278,19.24,,,15.0092,21.325,,,5.9792,6.3808
8.5451,16.419,,,11.2292,12.396,,,14.8225,15.947,,,13.5324,19.238,,,15.0112,21.324,,,6,6.3749
8.5495,16.419,,,11.2361,12.395,,,14.8252,15.945,,,13.5371,19.236,,,15.0136,21.323,,,6.0208,6.369
8.556,16.418,,,11.2431,12.394,,,14.8292,15.943,,,13.5417,19.234,,,15.0172,21.321,,,6.0417,6.3643
8.5625,16.418,,,11.25,12.392,,,14.8333,15.941,,,13.5486,19.231,,,15.0208,21.319,,,6.045,6.3635
8.5694,16.417,,,11.2604,12.391,,,14.8353,15.94,,,13.5533,19.229,,,15.0255,21.317,,,6.0625,6.3594
8.5741,16.416,,,11.2708,12.388,,,14.838,15.938,,,13.5579,19.227,,,15.0303,21.314,,,6.0833,6.3546
8.5787,16.416,,,11.2812,12.386,,,14.8412,15.936,,,13.5625,19.225,,,15.035,21.312,,,6.1042,6.3499
8.5833,16.416,,,11.2917,12.384,,,14.8432,15.935,,,13.5694,19.221,,,15.0372,21.311,,,6.125,6.3453
8.5903,16.415,,,11.3125,12.388,,,14.846,15.933,,,13.5741,19.219,,,15.0395,21.31,,,6.1458,6.3407
8.5949,16.414,,,11.315,12.388,,,14.848,15.931,,,13.5787,19.217,,,15.0417,21.309,,,6.1667,6.336
8.5995,16.414,,,11.3181,12.387,,,14.8511,15.929,,,13.5833,19.215,,,15.0437,21.44,,,6.1875,6.3334
8.6042,16.413,,,11.3219,12.386,,,14.8542,15.927,,,13.5903,19.212,,,15.0457,21.571,,,6.1917,6.3324
8.6042,16.413,,,11.3276,12.385,,,14.8577,15.925,,,13.5949,19.209,,,15.0477,21.702,,,6.1958,6.3314
8.6111,16.413,,,11.3333,12.394,,,14.8597,15.924,,,13.5996,19.207,,,15.0498,21.841,,,6.2,6.3304
8.6181,16.412,,,11.3356,12.394,,,14.8622,15.922,,,13.6042,19.204,,,15.0519,21.98,,,6.2083,6.3284
8.625,16.412,,,11.3379,12.393,,,14.8654,15.919,,,13.6111,19.201,,,15.054,22.118,,,6.2083,6.3284
8.625,16.412,,,11.3403,12.393,,,14.8674,15.917,,,13.6158,19.199,,,15.0562,22.257,,,6.2118,6.3276
8.6354,16.41,,,11.3431,12.392,,,14.8699,15.915,,,13.6204,19.197,,,15.0583,22.396,,,6.2162,6.3266
8.6458,16.409,,,11.3468,12.391,,,14.8719,15.914,,,13.625,19.195,,,15.0604,22.535,,,6.2227,6.3251
8.6493,16.408,,,11.3542,12.389,,,14.875,15.911,,,13.6275,19.194,,,15.0625,22.673,,,6.2292,6.3236
8.6536,16.408,,,11.3611,12.388,,,14.877,15.91,,,13.6306,19.193,,,15.0645,22.675,,,6.2361,6.322
8.6602,16.407,,,11.3681,12.386,,,14.88,15.908,,,13.6353,19.191,,,15.0666,22.676,,,6.25,6.3188
8.6667,16.406,,,11.375,12.384,,,14.8832,15.906,,,13.64,19.189,,,15.0687,22.677,,,6.2604,6.3165
8.6733,16.406,,,11.3854,12.391,,,14.8852,15.904,,,13.6458,19.186,,,15.0708,22.678,,,6.2708,6.3138
8.68,16.405,,,11.3889,12.39,,,14.8878,15.903,,,13.6528,19.183,,,15.0729,22.679,,,6.2917,6.3085
8.6875,16.404,,,11.3923,12.389,,,14.8918,15.9,,,13.6597,19.18,,,15.0755,22.681,,,6.3125,6.3067
8.6875,16.404,,,11.3958,12.389,,,14.8938,15.898,,,13.6667,19.177,,,15.0781,22.682,,,6.3194,6.3046
8.6979,16.402,,,11.4,12.388,,,14.8958,15.897,,,13.6702,19.176,,,15.0807,22.684,,,6.3264,6.3023
8.7014,16.402,,,11.4056,12.386,,,14.8984,15.895,,,13.6745,19.174,,,15.0833,22.685,,,6.3333,6.3002
8.7049,16.402,,,11.4167,12.383,,,14.9004,15.893,,,13.681,19.171,,,15.0875,22.682,,,6.3438,6.297
8.7083,16.402,,,11.4271,12.391,,,14.9031,15.89,,,13.6875,19.168,,,15.0931,22.678,,,6.3542,6.2939
8.7083,16.402,,,11.4306,12.39,,,14.9051,15.888,,,13.6944,19.165,,,15.0986,22.675,,,6.355,6.2936
8.7135,16.401,,,11.434,12.389,,,14.908,15.885,,,13.6991,19.164,,,15.1042,22.671,,,6.375,6.2872
8.7214,16.4,,,11.4375,12.389,,,14.9109,15.882,,,13.7037,19.162,,,15.1146,22.664,,,6.3958,6.2845
8.7292,16.4,,,11.4417,12.388,,,14.9129,15.88,,,13.7083,19.16,,,15.125,22.657,,,6.4028,6.2822
8.7326,16.4,,,11.4472,12.386,,,14.9149,15.878,,,13.7153,19.157,,,15.1354,22.65,,,6.4097,6.2801
8.737,16.4,,,11.4583,12.393,,,14.9167,15.876,,,13.7199,19.155,,,15.1458,22.643,,,6.4167,6.278
8.7435,16.399,,,11.4622,12.392,,,14.9193,15.874,,,13.7246,19.153,,,15.1667,22.628,,,6.4271,6.2749
8.75,16.399,,,11.4661,12.391,,,14.9213,15.871,,,13.7292,19.151,,,15.1875,22.613,,,6.4375,6.2716
8.7569,16.399,,,11.47,12.39,,,14.924,15.868,,,13.7361,19.148,,,15.19,22.612,,,6.4583,6.2654
8.7616,16.399,,,11.4746,12.389,,,14.926,15.865,,,13.7408,19.147,,,15.2083,22.599,,,6.4792,6.2638
8.7662,16.398,,,11.4792,12.388,,,14.928,15.863,,,13.7454,19.145,,,15.2292,22.585,,,6.4861,6.2617
8.7708,16.398,,,11.4861,12.386,,,14.9304,15.86,,,13.75,19.143,,,15.25,22.571,,,6.4931,6.2597
8.7778,16.397,,,11.4931,12.385,,,14.9324,15.857,,,13.756,19.14,,,15.2708,22.558,,,6.5,6.2577
8.7824,16.397,,,11.5,12.383,,,14.9349,15.854,,,13.7634,19.137,,,15.2917,22.543,,,6.51,6.2549
8.787,16.397,,,11.5104,12.38,,,14.9375,15.851,,,13.7708,19.134,,,15.3125,22.528,,,6.5208,6.252
8.7917,16.396,,,11.5208,12.397,,,14.9395,15.848,,,13.7743,19.132,,,15.3333,22.514,,,6.5313,6.2494
8.7986,16.395,,,11.5278,12.395,,,14.9422,15.846,,,13.7786,19.131,,,15.345,22.505,,,6.5417,6.2469
8.8032,16.395,,,11.5347,12.393,,,14.9442,15.844,,,13.7852,19.129,,,15.3542,22.498,,,6.5625,6.2439
8.8079,16.395,,,11.5417,12.391,,,14.947,15.841,,,13.7917,19.126,,,15.375,22.483,,,6.5694,6.2459
8.8125,16.395,,,11.5521,12.388,,,14.949,15.839,,,13.795,19.125,,,15.3958,22.467,,,6.5718,6.2452
8.8125,16.395,,,11.5625,12.384,,,14.9513,15.836,,,13.7979,19.124,,,15.4167,22.451,,,6.5747,6.2443
8.8194,16.393,,,11.5729,12.381,,,14.9533,15.834,,,13.8016,19.123,,,15.4375,22.436,,,6.579,6.243
8.8241,16.392,,,11.5833,12.378,,,14.9558,15.831,,,13.807,19.121,,,15.4583,22.419,,,6.5833,6.2417
8.8287,16.391,,,11.6042,12.379,,,14.9583,15.829,,,13.8125,19.119,,,15.4792,22.402,,,6.5833,6.2417
8.8333,16.39,,,11.6111,12.376,,,14.9618,15.825,,,13.8194,19.117,,,15.5,22.385,,,6.5885,6.2403
8.8333,16.39,,,11.6181,12.374,,,14.9638,15.823,,,13.8264,19.114,,,15.5208,22.367,,,6.5964,6.2381
8.835,16.39,,,11.625,12.372,,,14.9664,15.821,,,13.8333,19.112,,,15.5417,22.347,,,6.6042,6.2359
8.8446,16.389,,,11.6354,12.369,,,14.9696,15.819,,,13.8368,19.111,,,15.5625,22.328,,,6.6042,6.2359
8.8542,16.387,,,11.6458,12.376,,,14.9716,15.818,,,13.8411,19.11,,,15.5833,22.31,,,6.6076,6.235
8.8576,16.387,,,11.6493,12.375,,,14.9741,15.816,,,13.8477,19.107,,,15.6042,22.29,,,6.612,6.2338
8.862,16.386,,,11.6528,12.374,,,14.9767,15.814,,,13.8542,19.105,,,15.625,22.27,,,6.6185,6.232
8.8685,16.385,,,11.6563,12.373,,,14.9792,15.812,,,13.8611,19.103,,,15.6458,22.248,,,6.625,6.2303
8.875,16.384,,,11.6615,12.371,,,14.9826,15.809,,,13.8658,19.102,,,15.655,22.237,,,6.6319,6.2285
8.875,16.384,,,11.6667,12.379,,,14.9869,15.806,,,13.8704,19.1,,,15.6667,22.225,,,6.6458,6.2251
8.8819,16.383,,,11.6687,12.379,,,14.9891,15.804,,,13.875,19.099,,,15.6875,22.204,,,6.665,6.2244
8.8889,16.383,,,11.6708,12.378,,,14.9918,15.801,,,13.8819,19.097,,,15.7083,22.179,,,6.6667,6.2239
8.8958,16.382,,,11.6729,12.378,,,14.9959,15.798,,,13.8866,19.095,,,15.7292,22.154,,,6.6701,6.2229
8.8958,16.382,,,11.6753,12.377,,,15,15.794,,,13.8912,19.094,,,15.75,22.132,,,6.6745,6.2218
8.8993,16.382,,,11.6784,12.376,,,15.002,15.792,,,13.8958,19.092,,,15.7708,22.108,,,6.681,6.2201
8.9037,16.381,,,11.6829,12.385,,,15.0047,15.79,,,13.9028,19.09,,,15.7917,22.084,,,6.6875,6.2185
8.9102,16.381,,,11.6849,12.384,,,15.0067,15.788,,,13.9074,19.089,,,15.81,22.068,,,6.6944,6.2168
8.9167,16.38,,,11.6875,12.384,,,15.0095,15.786,,,13.9121,19.087,,,15.8125,22.066,,,6.7083,6.2133
8.9236,16.379,,,11.6896,12.383,,,15.0115,15.784,,,13.9167,19.086,,,15.8333,22.051,,,6.7188,6.2127
8.9282,16.379,,,11.6923,12.382,,,15.0138,15.782,,,13.9236,19.084,,,15.8542,22.035,,,6.7222,6.2117
8.9329,16.378,,,11.6955,12.381,,,15.0158,15.78,,,13.9283,19.082,,,15.875,22.02,,,6.7257,6.2107
8.9375,16.378,,,11.6997,12.38,,,15.0183,15.778,,,13.9329,19.081,,,15.8958,22.004,,,6.7292,6.2097
8.9444,16.377,,,11.7083,12.378,,,15.0208,15.776,,,13.9375,19.08,,,15.9167,21.984,,,6.7292,6.2097
8.9491,16.377,,,11.7153,12.376,,,15.0228,15.865,,,13.9438,19.078,,,15.9375,21.964,,,6.7312,6.2092
8.9537,16.376,,,11.7292,12.372,,,15.0248,15.954,,,13.95,19.076,,,15.9583,21.948,,,6.7339,6.2085
8.9583,16.375,,,11.7396,12.369,,,15.0268,16.046,,,13.9583,19.073,,,15.965,21.942,,,6.7371,6.2077
8.9653,16.374,,,11.75,12.367,,,15.0289,16.137,,,13.9618,19.071,,,15.9792,21.929,,,6.7414,6.2067
8.9699,16.374,,,11.7708,12.361,,,15.0309,16.228,,,13.9661,19.07,,,16,21.91,,,6.7457,6.2056
8.9745,16.373,,,11.78,12.369,,,15.033,16.32,,,13.9727,19.068,,,16.0208,21.894,,,6.75,6.2046
8.9792,16.373,,,11.7839,12.368,,,15.035,16.411,,,13.9792,19.066,,,16.0417,21.88,,,6.75,6.2046
8.9828,16.372,,,11.7878,12.392,,,15.0372,16.511,,,13.9861,19.063,,,16.0625,21.865,,,6.7569,6.2031
8.9864,16.372,,,11.7917,12.391,,,15.0395,16.611,,,13.9908,19.062,,,16.0833,21.85,,,6.7639,6.2034
8.99,16.371,,,11.7943,12.391,,,15.0417,16.711,,,13.9954,19.06,,,16.1042,21.834,,,6.7662,6.2028
8.995,16.371,,,11.7979,12.39,,,15.0438,16.709,,,14,19.059,,,16.12,21.822,,,6.7685,6.2023
9,16.37,,,11.8028,12.389,,,15.0459,16.707,,,14.0023,19.058,,,16.125,21.819,,,6.7708,6.2017
9.0069,16.369,,,11.8076,12.388,,,15.0479,16.705,,,14.0054,19.057,,,16.1458,21.806,,,6.7708,6.2017
9.0116,16.368,,,11.8125,12.397,,,15.05,16.704,,,14.0092,19.055,,,16.1667,21.792,,,6.7728,6.2013
9.0162,16.368,,,11.8194,12.396,,,15.0521,16.702,,,14.015,19.052,,,16.1875,21.778,,,6.7755,6.2007
9.0208,16.367,,,11.8241,12.395,,,15.0542,16.7,,,14.0208,19.048,,,16.2083,21.764,,,6.7788,6.1999
9.0208,16.367,,,11.8287,12.394,,,15.057,16.697,,,14.0231,19.047,,,16.2292,21.75,,,6.7831,6.1989
9.0278,16.366,,,11.8333,12.393,,,15.0597,16.694,,,14.0262,19.046,,,16.25,21.736,,,6.7874,6.198
9.0324,16.365,,,11.8403,12.391,,,15.0625,16.692,,,14.0301,19.044,,,16.2708,21.721,,,6.7917,6.197
9.037,16.364,,,11.8472,12.39,,,15.066,16.689,,,14.0359,19.041,,,16.275,21.719,,,6.7986,6.1955
9.0417,16.363,,,11.8542,12.388,,,15.0703,16.685,,,14.0417,19.038,,,16.2917,21.707,,,6.8125,6.1934
9.0486,16.362,,,11.8646,12.386,,,15.0746,16.682,,,14.044,19.037,,,16.3125,21.693,,,6.82,6.1923
9.0532,16.361,,,11.875,12.384,,,15.079,16.679,,,14.0471,19.036,,,16.3333,21.679,,,6.8333,6.1923
9.0579,16.361,,,11.8958,12.38,,,15.0833,16.675,,,14.0509,19.034,,,16.3542,21.665,,,6.8403,6.1912
9.0625,16.36,,,11.9167,12.375,,,15.0903,16.67,,,14.0567,19.031,,,16.375,21.65,,,6.8472,6.1901
9.0625,16.36,,,11.935,12.371,,,15.1042,16.658,,,14.0625,19.029,,,16.3958,21.635,,,6.8542,6.1891
9.0694,16.36,,,11.9375,12.371,,,15.1146,16.649,,,14.0648,19.027,,,16.4167,21.618,,,6.8542,6.1891
9.0764,16.359,,,11.9583,12.366,,,15.125,16.641,,,14.0679,19.026,,,16.43,21.609,,,6.8576,6.1886
9.0833,16.359,,,11.9792,12.363,,,15.1354,16.633,,,14.0717,19.024,,,16.4375,21.604,,,6.862,6.1879
9.0833,16.359,,,12,12.369,,,15.1458,16.626,,,14.0775,19.021,,,16.4583,21.59,,,6.8685,6.187
9.0938,16.357,,,12.0069,12.419,,,15.1667,16.61,,,14.0833,19.018,,,16.4792,21.575,,,6.875,6.1861
9.0972,16.356,,,12.0092,12.418,,,15.1875,16.592,,,14.0856,19.017,,,16.5,21.56,,,6.875,6.1861
9.1007,16.356,,,12.0121,12.418,,,15.19,16.59,,,14.0887,19.015,,,16.5208,21.545,,,6.8773,6.1857
9.1042,16.355,,,12.0165,12.417,,,15.2083,16.574,,,14.0926,19.014,,,16.5417,21.53,,,6.8804,6.1853
9.1094,16.355,,,12.0208,12.416,,,15.2292,16.557,,,14.0984,19.011,,,16.5625,21.514,,,6.8843,6.1848
9.1172,16.353,,,12.026,12.415,,,15.25,16.54,,,14.1042,19.009,,,16.5833,21.498,,,6.89,6.184
9.125,16.352,,,12.0339,12.413,,,15.2708,16.524,,,14.105,19.009,,,16.585,21.496,,,6.8958,6.185
9.1283,16.351,,,12.0417,12.411,,,15.2917,16.508,,,14.1117,19.006,,,16.6042,21.482,,,6.8981,6.1846
