timestamp,time_elapsed_days,Humidity (%),Wind Speed (m/s),Wind Direction (Degrees from True North),Rain Accumulation (cm),Unnamed: 6,time difference between steps,Unnamed: 8,Wind Speed (km/day)
2025-05-11 00:30:01,10.02084162,48.4,2.1,21,45.689,,,,181.44
2025-05-11 01:00:01,10.0416728,47.4,3.9,345,45.689,,,,336.96
2025-05-11 01:30:01,10.06250574,46.2,2.3,23,45.689,,,,198.72
2025-05-11 02:00:01,10.08333791,57.8,3,31,45.689,,,,259.2
2025-05-11 02:30:01,10.10417204,59.4,1.9,17,45.689,,,,164.16
2025-05-11 03:00:00,10.12500294,60.8,1.2,6,45.689,,,,103.68
2025-05-11 03:30:00,10.1458343,60.4,1.8,10,45.689,,,,155.52
2025-05-11 04:00:00,10.16666629,63.2,1.1,30,45.689,,,,95.04
2025-05-11 04:00:01,10.16667575,63.2,1.2,28,45.689,,,,103.68
2025-05-11 04:30:01,10.18750711,64.4,2.3,15,45.689,,,,198.72
2025-05-11 05:00:01,10.20833923,66.7,2.9,3,45.689,,,,250.56
2025-05-11 05:30:00,10.22917038,68.4,3,26,45.689,,,,259.2
2025-05-11 06:00:00,10.25000245,69.6,2.9,12,45.689,,,,250.56
2025-05-11 06:30:00,10.27083571,70.7,2.1,19,45.689,,,,181.44
2025-05-11 07:00:00,10.29166762,71.6,4.4,14,45.689,,,,380.16
2025-05-11 07:30:00,10.31250003,72.9,1.4,9,45.689,,,,120.96
2025-05-11 07:30:01,10.31250968,72.9,1.6,8,45.689,,,,138.24
2025-05-11 08:00:01,10.33334164,74.2,1.1,10,45.689,,,,95.04
2025-05-11 08:30:01,10.35417526,76.1,1.5,7,45.689,,,,129.6
2025-05-11 09:00:01,10.37500671,77.6,1.6,27,45.689,,,,138.24
2025-05-11 09:30:01,10.39583905,79.5,1.9,21,45.689,,,,164.16
2025-05-11 10:00:00,10.41666995,81.3,1.7,7,45.689,,,,146.88
2025-05-11 10:30:00,10.43750096,81,1.8,27,45.689,,,,155.52
2025-05-11 11:00:00,10.45833225,79.6,1.6,27,45.689,,,,138.24
2025-05-11 11:00:01,10.45834188,79.6,1.5,28,45.689,,,,129.6
2025-05-11 11:30:01,10.47917374,76.1,0.5,25,45.689,,,,43.2
2025-05-11 12:00:01,10.50000507,71.3,1.5,63,45.689,,,,129.6
2025-05-11 12:30:00,10.52083619,68.1,1,53,45.689,,,,86.4
2025-05-11 13:00:00,10.54166753,68.7,2.8,45,45.689,,,,241.92
2025-05-11 13:30:00,10.56249948,65.1,1.3,65,45.689,,,,112.32
2025-05-11 13:30:01,10.56250983,65.1,1.3,67,45.689,,,,112.32
2025-05-11 14:00:01,10.5833414,61,0.7,31,45.689,,,,60.48
2025-05-11 14:30:01,10.6041725,59.1,3.6,49,45.689,,,,311.04
2025-05-11 15:00:00,10.62500435,55.4,0.7,62,45.689,,,,60.48
2025-05-11 15:30:00,10.64583564,54.7,2.9,108,45.689,,,,250.56
2025-05-11 16:00:00,10.66666687,54,1.7,59,45.689,,,,146.88
2025-05-11 16:00:01,10.6666766,54,1.7,59,45.689,,,,146.88
2025-05-11 16:30:01,10.68750749,53.5,3,42,45.689,,,,259.2
2025-05-11 17:00:01,10.70833831,52.5,2.4,47,45.689,,,,207.36
2025-05-11 17:30:00,10.72917059,50.4,2.7,58,45.689,,,,233.28
2025-05-11 18:00:00,10.75000211,48.8,1.4,70,45.689,,,,120.96
2025-05-11 18:30:00,10.77083325,48,2.8,50,45.689,,,,241.92
2025-05-11 19:00:00,10.79166626,46.4,3.1,40,45.689,,,,267.84
2025-05-11 19:00:01,10.79167589,46.4,3.1,40,45.689,,,,267.84
2025-05-11 19:30:01,10.81250791,44.6,2.9,63,45.689,,,,250.56
2025-05-11 20:00:01,10.83333902,43.5,3.7,20,45.689,,,,319.68
2025-05-11 20:30:00,10.85417034,42.2,2.6,55,45.689,,,,224.64
2025-05-11 21:00:00,10.87500259,39.2,2.6,351,45.689,,,,224.64
2025-05-11 21:30:00,10.89583324,39.3,2.5,36,45.689,,,,216
2025-05-11 21:30:01,10.89584265,39.3,2.5,36,45.689,,,,216
2025-05-11 22:00:01,10.91667326,39.7,2.1,40,45.689,,,,181.44
2025-05-11 22:30:00,10.93750369,39.7,1.9,44,45.689,,,,164.16
2025-05-11 23:00:00,10.95833473,39.4,2.4,41,45.689,,,,207.36
2025-05-11 23:30:00,10.97916599,39.6,3.6,3,45.689,,,,311.04
2025-05-11 23:30:01,10.97917581,39.6,3.6,3,45.689,,,,311.04
2025-05-12 00:00:01,11.00000705,41.2,2.7,41,45.689,,,,233.28
2025-05-12 00:30:01,11.02083852,44.9,1,7,45.689,,,,86.4
2025-05-12 01:00:00,11.04166985,47.9,0.5,59,45.689,,,,43.2
2025-05-12 01:30:00,11.06250117,49.7,0.9,0,45.689,,,,77.76
2025-05-12 02:00:00,11.08333212,50.8,0.7,30,45.689,,,,60.48
2025-05-12 02:00:01,11.08334138,50.8,0.7,30,45.689,,,,60.48
2025-05-12 02:30:01,11.10417321,49.9,0.9,61,45.689,,,,77.76
2025-05-12 03:00:01,11.12500491,50.1,0.7,65,45.689,,,,60.48
2025-05-12 03:30:00,11.14583645,53.4,1.6,45,45.689,,,,138.24
2025-05-12 04:00:00,11.16666759,57.7,0.8,64,45.689,,,,69.12
2025-05-12 04:30:00,11.18749921,60.3,1,51,45.689,,,,86.4
2025-05-12 04:30:01,11.18750867,60.3,1,51,45.689,,,,86.4
2025-05-12 05:00:01,11.20834018,62.4,1.2,37,45.689,,,,103.68
2025-05-12 05:30:01,11.22917326,65.9,1.2,40,45.689,,,,103.68
2025-05-12 06:00:00,11.25000435,68.8,0.8,27,45.689,,,,69.12
2025-05-12 06:30:00,11.27083563,71.3,0.8,80,45.689,,,,69.12
2025-05-12 07:00:00,11.29166754,72.6,0.6,101,45.689,,,,51.84
2025-05-12 07:00:01,11.29167695,72.6,0.6,101,45.689,,,,51.84
2025-05-12 07:30:01,11.31250737,74,1.3,45,45.689,,,,112.32
2025-05-12 08:00:01,11.33333832,73.3,1,31,45.689,,,,86.4
2025-05-12 08:30:00,11.35416966,76.1,0.5,66,45.689,,,,43.2
2025-05-12 09:00:00,11.37500074,74.4,0.8,54,45.689,,,,69.12
2025-05-12 09:00:01,11.37501002,74.4,0.8,54,45.689,,,,69.12
2025-05-12 09:30:01,11.39584263,74.8,0.8,67,45.689,,,,69.12
2025-05-12 10:00:01,11.41667334,72.2,2,44,45.689,,,,172.8
2025-05-12 10:30:01,11.43750504,74.5,0.6,51,45.689,,,,51.84
2025-05-12 11:00:00,11.45833762,71.1,0.7,70,45.689,,,,60.48
2025-05-12 11:30:00,11.47916838,69.7,0.9,49,45.689,,,,77.76
2025-05-12 12:00:00,11.50000009,61.7,1.2,62,45.689,,,,103.68
2025-05-12 12:00:01,11.50000959,61.7,1.2,62,45.689,,,,103.68
2025-05-12 13:00:00,11.54166634,55.7,2.2,26,45.689,,,,190.08
2025-05-12 13:00:01,11.54167592,55.7,2.2,26,45.689,,,,190.08
2025-05-12 13:30:01,11.56250807,51.8,2.3,47,45.689,,,,198.72
2025-05-12 14:00:01,11.58333961,46.1,1.5,49,45.689,,,,129.6
2025-05-12 14:30:00,11.60417037,44.2,0.5,138,45.689,,,,43.2
2025-05-12 15:00:00,11.62500266,42.9,2.3,43,45.689,,,,198.72
2025-05-12 15:30:00,11.64583365,41.4,1.7,51,45.689,,,,146.88
2025-05-12 15:30:01,11.6458431,41.4,1.7,51,45.689,,,,146.88
2025-05-12 16:00:01,11.66667452,44.6,2.1,75,45.689,,,,181.44
2025-05-12 16:30:01,11.68750606,45,3.2,45,45.689,,,,276.48
2025-05-12 17:00:00,11.70833699,44.3,5.3,49,45.689,,,,457.92
2025-05-12 17:30:00,11.72916926,45.1,1.9,82,45.689,,,,164.16
2025-05-12 18:00:00,11.75000023,41.7,1.1,78,45.689,,,,95.04
2025-05-12 18:00:01,11.75000969,41.7,1.1,78,45.689,,,,95.04
2025-05-12 19:00:00,11.7916661,41.3,2,55,45.689,,,,172.8
2025-05-12 19:00:01,11.79167647,41.3,2,55,45.689,,,,172.8
2025-05-12 19:30:01,11.81250767,40.8,2.8,6,45.689,,,,241.92
2025-05-12 20:00:01,11.83333919,41.5,2.1,41,45.689,,,,181.44
2025-05-12 20:30:00,11.85417017,40.6,3.4,27,45.689,,,,293.76
2025-05-12 21:00:00,11.87500152,39.9,2.9,21,45.689,,,,250.56
2025-05-12 21:30:00,11.89583307,39.5,1.3,14,45.689,,,,112.32
2025-05-12 21:30:01,11.89584365,39.5,1.3,14,45.689,,,,112.32
2025-05-12 22:00:01,11.91667406,42,3.4,29,45.689,,,,293.76
2025-05-12 22:30:01,11.93750563,43.7,0.8,9,45.689,,,,69.12
2025-05-12 23:00:00,11.95833662,45.3,0.6,51,45.689,,,,51.84
2025-05-12 23:30:00,11.97916809,48.8,1.7,49,45.689,,,,146.88
2025-05-13 00:00:00,11.99999893,50.9,2.4,15,45.689,,,,207.36
2025-05-13 00:00:01,12.00000836,50.9,2.4,15,45.689,,,,207.36
2025-05-13 00:30:01,12.02083975,53.3,1.2,50,45.689,,,,103.68
2025-05-13 01:00:01,12.04167162,57.7,1.3,2,45.689,,,,112.32
2025-05-13 01:30:00,12.06250295,61.5,0.9,35,45.689,,,,77.76
2025-05-13 02:00:00,12.08333409,62,1.2,8,45.689,,,,103.68
2025-05-13 02:30:00,12.10416617,62.5,0.8,16,45.689,,,,69.12
2025-05-13 02:30:01,12.10417598,62.5,0.8,16,45.689,,,,69.12
2025-05-13 03:00:01,12.12500692,62.2,0.8,20,45.689,,,,69.12
2025-05-13 03:30:01,12.14583808,64.7,0.6,50,45.689,,,,51.84
2025-05-13 04:00:00,12.16666998,70.8,1.4,96,45.689,,,,120.96
2025-05-13 04:30:00,12.18750171,77.1,1,31,45.694,,,,86.4
2025-05-13 05:00:00,12.20833249,80.8,0.9,84,45.695,,,,77.76
2025-05-13 05:00:01,12.20834194,80.8,0.9,84,45.695,,,,77.76
2025-05-13 05:30:01,12.22917319,80.9,0.6,104,45.695,,,,51.84
2025-05-13 06:00:00,12.25000425,79.8,1,152,45.695,,,,86.4
2025-05-13 06:30:00,12.2708354,81.4,1.4,102,45.695,,,,120.96
2025-05-13 07:00:00,12.29166675,81.9,1.2,65,45.695,,,,103.68
2025-05-13 07:00:01,12.29167637,81.9,1.1,57,45.695,,,,95.04
2025-05-13 07:30:01,12.31250754,84.6,1.1,144,45.695,,,,95.04
2025-05-13 08:00:01,12.33333794,85,1.6,169,45.695,,,,138.24
2025-05-13 08:30:00,12.35416965,83.5,2.8,145,45.695,,,,241.92
2025-05-13 09:00:00,12.37500084,84.4,1.9,147,45.695,,,,164.16
2025-05-13 09:30:00,12.3958329,86,0.3,198,45.695,,,,25.92
2025-05-13 09:30:01,12.39584254,86,0.3,194,45.695,,,,25.92
2025-05-13 10:00:01,12.41667406,87.4,0.3,57,45.695,,,,25.92
2025-05-13 10:30:01,12.43750485,89.8,0.7,53,45.695,,,,60.48
2025-05-13 11:00:00,12.45833603,90.4,0.9,48,45.695,,,,77.76
2025-05-13 11:30:00,12.47916829,88.8,1,47,45.695,,,,86.4
2025-05-13 12:00:00,12.49999944,87.2,0.4,50,45.695,,,,34.56
2025-05-13 12:00:01,12.5000089,87.2,0.4,52,45.695,,,,34.56
2025-05-13 12:30:01,12.52084129,90.1,1.3,38,45.695,,,,112.32
2025-05-13 13:00:01,12.5416722,89,2.1,119,45.695,,,,181.44
2025-05-13 13:30:00,12.56250349,85.4,1.5,51,45.695,,,,129.6
2025-05-13 14:00:00,12.58333532,85,2,60,45.695,,,,172.8
2025-05-13 14:30:00,12.60416915,84.8,0.9,35,45.695,,,,77.76
2025-05-13 15:00:00,12.62500163,80.4,1,24,45.695,,,,86.4
2025-05-13 15:30:00,12.64583394,78.6,1.9,52,45.695,,,,164.16
2025-05-13 16:00:00,12.6666671,78.7,2.1,60,45.695,,,,181.44
2025-05-13 16:30:00,12.68749922,74.2,2.9,45,45.695,,,,250.56
2025-05-13 16:30:01,12.68750906,74.2,2.5,48,45.695,,,,216
2025-05-13 17:00:01,12.70834076,74.1,1.7,79,45.695,,,,146.88
2025-05-13 17:30:01,12.72917289,71.4,1.3,74,45.695,,,,112.32
2025-05-13 18:00:00,12.75000425,66.7,1.8,53,45.695,,,,155.52
2025-05-13 18:30:00,12.7708355,66.7,1.6,75,45.695,,,,138.24
2025-05-13 19:00:00,12.7916664,64.1,3.8,47,45.695,,,,328.32
2025-05-13 19:00:01,12.79167639,64.1,3.7,45,45.695,,,,319.68
2025-05-13 19:30:01,12.81250862,63.7,2.4,10,45.695,,,,207.36
2025-05-13 20:30:00,12.85416568,66.5,3.1,49,45.695,,,,267.84
2025-05-13 20:30:01,12.8541755,66.5,2.7,54,45.695,,,,233.28
2025-05-13 21:00:01,12.87500762,68.8,2.6,57,45.695,,,,224.64
2025-05-13 21:30:01,12.89584165,70.8,2.6,39,45.695,,,,224.64
2025-05-13 22:00:01,12.91667308,72.9,0.9,42,45.695,,,,77.76
2025-05-13 22:30:00,12.93750388,75.2,2.5,45,45.695,,,,216
2025-05-13 23:00:00,12.95833598,76.9,4.3,40,45.695,,,,371.52
2025-05-13 23:30:00,12.97916826,82.6,3.3,26,45.695,,,,285.12
2025-05-14 00:00:00,12.99999939,80.7,1.2,109,45.695,,,,103.68
2025-05-14 00:00:01,13.00000909,80.7,1.1,109,45.695,,,,95.04
2025-05-14 00:30:01,13.02084022,80.4,2.6,40,45.695,,,,224.64
2025-05-14 01:00:01,13.04167136,84.9,1.6,23,45.695,,,,138.24
2025-05-14 01:30:00,13.0625025,86.1,0.8,54,45.695,,,,69.12
2025-05-14 02:00:00,13.08333364,87.4,0.6,20,45.695,,,,51.84
2025-05-14 02:00:01,13.08334346,87.4,0.6,21,45.695,,,,51.84
2025-05-14 02:30:01,13.10417442,88.1,1.2,41,45.695,,,,103.68
2025-05-14 03:00:01,13.12500651,90.2,1.8,36,45.695,,,,155.52
2025-05-14 03:30:01,13.14583861,90.9,2.3,18,45.695,,,,198.72
2025-05-14 04:00:00,13.16666959,92.5,1.8,52,45.695,,,,155.52
2025-05-14 04:30:00,13.18750096,93,1.9,24,45.695,,,,164.16
2025-05-14 05:00:00,13.20833295,91.4,0.8,340,45.695,,,,69.12
2025-05-14 05:00:01,13.20834258,91.4,0.9,339,45.695,,,,77.76
2025-05-14 05:30:01,13.22917378,92.8,0.8,18,45.695,,,,69.12
2025-05-14 06:00:01,13.25000595,93.6,1.2,354,45.695,,,,103.68
2025-05-14 06:30:00,13.27083721,96.6,0.7,348,45.695,,,,60.48
2025-05-14 07:00:00,13.29166926,98.3,0.3,341,45.695,,,,25.92
2025-05-14 07:30:00,13.31250018,97.1,1.3,14,45.695,,,,112.32
2025-05-14 08:00:00,13.33333244,97.1,1.6,22,45.695,,,,138.24
2025-05-14 08:00:01,13.33334301,97.1,1.8,21,45.695,,,,155.52
2025-05-14 08:30:01,13.35417507,96.5,0.4,21,45.695,,,,34.56
2025-05-14 09:00:01,13.37500636,95.5,0.2,35,45.695,,,,17.28
2025-05-14 09:30:00,13.39583755,94.1,0.8,28,45.695,,,,69.12
2025-05-14 10:00:00,13.41666854,92.8,0.6,52,45.695,,,,51.84
2025-05-14 10:30:00,13.43750206,92.9,0.7,6,45.695,,,,60.48
2025-05-14 11:00:00,13.45833376,91.6,1,24,45.695,,,,86.4
2025-05-14 11:00:01,13.45834341,91.6,0.9,23,45.695,,,,77.76
2025-05-14 11:30:01,13.47917457,90.3,1.1,1,45.695,,,,95.04
2025-05-14 12:00:01,13.50000571,89.2,0.7,30,45.695,,,,60.48
2025-05-14 12:30:01,13.52083855,86.4,1.5,42,45.695,,,,129.6
2025-05-14 13:00:01,13.5416729,86.6,1,8,45.695,,,,86.4
2025-05-14 13:30:01,13.5625049,82.8,1.4,25,45.695,,,,120.96
2025-05-14 14:00:00,13.58333605,79.7,1.3,61,45.695,,,,112.32
2025-05-14 14:30:00,13.60416934,79.1,2.7,42,45.695,,,,233.28
2025-05-14 15:00:00,13.62500417,77,1,89,45.695,,,,86.4
2025-05-14 15:30:01,13.64584027,75.4,0.5,73,45.695,,,,43.2
2025-05-14 16:00:01,13.66667338,72.6,1.6,51,45.695,,,,138.24
2025-05-14 16:30:01,13.68750552,73.9,1.4,54,45.695,,,,120.96
2025-05-14 17:00:00,13.70833666,70.3,0.5,174,45.695,,,,43.2
2025-05-14 17:30:00,13.72916879,73,0.7,324,45.695,,,,60.48
2025-05-14 18:00:00,13.74999991,70,2.6,69,45.695,,,,224.64
2025-05-14 18:00:01,13.75000954,70,2.3,74,45.695,,,,198.72
2025-05-14 18:30:01,13.77084165,68.1,2.4,89,45.696,,,,207.36
2025-05-14 19:00:01,13.79167283,69.1,3.2,40,45.696,,,,276.48
2025-05-14 19:30:00,13.812504,68.3,1.7,65,45.696,,,,146.88
2025-05-14 20:00:00,13.83333523,66.6,1.5,29,45.696,,,,129.6
2025-05-14 20:30:00,13.8541671,68.2,1.8,87,45.696,,,,155.52
2025-05-14 21:00:00,13.8749994,68.2,1.5,85,45.696,,,,129.6
2025-05-14 21:00:01,13.87500924,68.2,1.4,77,45.696,,,,120.96
2025-05-14 21:30:01,13.89584036,71.2,2.2,70,45.696,,,,190.08
2025-05-14 22:00:01,13.9166722,74.2,1.4,57,45.696,,,,120.96
2025-05-14 22:30:01,13.93750469,74.2,0.9,68,45.696,,,,77.76
2025-05-14 23:00:00,13.9583367,76.8,1.6,71,45.696,,,,138.24
2025-05-14 23:30:00,13.97916781,76.8,1.7,48,45.696,,,,146.88
2025-05-15 00:00:00,13.99999896,79.6,2.1,49,45.696,,,,181.44
2025-05-15 00:00:01,14.00000882,79.6,2.4,46,45.696,,,,207.36
2025-05-15 00:30:01,14.02084074,80.9,2.1,43,45.696,,,,181.44
2025-05-15 01:00:01,14.04167222,89.3,0.9,53,45.696,,,,77.76
2025-05-15 01:30:00,14.06250399,94.4,1.2,61,45.696,,,,103.68
2025-05-15 02:00:00,14.08333516,97.4,2.1,39,45.696,,,,181.44
2025-05-15 02:30:00,14.10416726,98.5,0.3,101,45.696,,,,25.92
2025-05-15 03:00:00,14.12500042,98.4,0.4,47,45.696,,,,34.56
2025-05-15 03:00:01,14.12501004,98.4,0.5,48,45.696,,,,43.2
2025-05-15 03:30:01,14.14584116,96.2,0.5,73,45.696,,,,43.2
2025-05-15 04:00:01,14.16667232,91.9,0.8,62,45.696,,,,69.12
2025-05-15 04:30:00,14.18750439,91.2,1,89,45.696,,,,86.4
2025-05-15 05:00:00,14.20833556,90.8,0.5,70,45.696,,,,43.2
2025-05-15 05:30:00,14.22916669,92.9,0.9,34,45.696,,,,77.76
2025-05-15 05:30:01,14.22917632,92.9,0.9,33,45.696,,,,77.76
2025-05-15 06:00:01,14.25000858,92.8,0.6,21,45.696,,,,51.84
2025-05-15 06:30:01,14.27084101,91.8,0.7,97,45.696,,,,60.48
2025-05-15 07:00:01,14.29167284,92.4,1.1,44,45.696,,,,95.04
2025-05-15 07:30:00,14.31250417,91.1,0.9,54,45.696,,,,77.76
2025-05-15 08:00:00,14.33333588,89.9,0.2,47,45.696,,,,17.28
2025-05-15 08:30:00,14.35416797,90.8,0.9,21,45.696,,,,77.76
2025-05-15 09:00:00,14.37499925,90.4,0.9,43,45.696,,,,77.76
2025-05-15 09:00:01,14.37500895,90.4,1,44,45.696,,,,86.4
2025-05-15 09:30:01,14.39584008,90.4,0.7,17,45.696,,,,60.48
2025-05-15 10:00:01,14.41667316,91.2,0.8,49,45.696,,,,69.12
2025-05-15 10:30:00,14.43750435,90.8,0.7,72,45.696,,,,60.48
2025-05-15 11:00:00,14.45833531,88.9,0.9,62,45.696,,,,77.76
2025-05-15 11:30:00,14.47916758,87.9,0.8,76,45.696,,,,69.12
2025-05-15 12:00:00,14.49999964,84.5,0.9,57,45.696,,,,77.76
2025-05-15 12:00:01,14.5000093,84.5,0.9,52,45.696,,,,77.76
2025-05-15 12:30:01,14.5208403,79.7,2,41,45.696,,,,172.8
2025-05-15 13:00:01,14.54167363,76.9,1.6,97,45.696,,,,138.24
2025-05-15 13:30:01,14.56250556,73.9,0.4,63,45.696,,,,34.56
2025-05-15 14:00:00,14.58333767,68.5,0.6,100,45.696,,,,51.84
2025-05-15 14:30:00,14.60416885,66.8,2.7,125,45.696,,,,233.28
2025-05-15 15:00:00,14.62500099,62.2,1.1,185,45.696,,,,95.04
2025-05-15 15:30:00,14.64583233,60.3,1.1,260,45.696,,,,95.04
2025-05-15 15:30:01,14.64584179,60.3,0.8,248,45.696,,,,69.12
2025-05-15 16:00:01,14.66667435,60.5,3,183,45.696,,,,259.2
2025-05-15 16:30:01,14.68750664,59.5,2.4,67,45.696,,,,207.36
2025-05-15 17:00:01,14.70833828,58.6,3.1,104,45.696,,,,267.84
2025-05-15 17:30:00,14.72916977,56.1,2.5,133,45.696,,,,216
2025-05-15 18:00:00,14.75000157,56.4,1.4,188,45.696,,,,120.96
2025-05-15 18:30:00,14.77083391,52.4,2.4,123,45.696,,,,207.36
2025-05-15 18:30:01,14.77084365,52.4,2.6,131,45.696,,,,224.64
2025-05-15 19:00:01,14.79167486,53.1,0.9,58,45.696,,,,77.76
2025-05-15 19:30:01,14.81250586,52.2,1.8,63,45.696,,,,155.52
2025-05-15 20:00:00,14.83333701,47.4,1.2,88,45.696,,,,103.68
2025-05-15 20:30:00,14.85416946,43.9,2.5,138,45.696,,,,216
2025-05-15 21:00:00,14.87500154,43.5,4.1,167,45.696,,,,354.24
2025-05-15 21:30:00,14.89583252,43.6,1.7,195,45.696,,,,146.88
2025-05-15 21:30:01,14.89584253,43.6,1.8,203,45.696,,,,155.52
2025-05-15 22:00:01,14.91667354,40.1,6.4,167,45.696,,,,552.96
2025-05-15 22:30:01,14.93750561,38.8,11.9,172,45.696,,,,1028.16
2025-05-15 23:00:00,14.95833759,41,7.1,188,45.696,,,,613.44
2025-05-15 23:30:01,14.97917201,45.8,2.5,166,45.696,,,,216
2025-05-16 00:00:00,15.00000368,48.9,4.4,204,45.7,,,,380.16
2025-05-16 00:30:00,15.02083519,50.8,8,191,45.7,,,,691.2
2025-05-16 01:00:00,15.04166653,75.7,2.6,234,46.651,,,,224.64
2025-05-16 01:00:01,15.04167619,75.7,2.6,239,46.651,,,,224.64
2025-05-16 01:30:01,15.06250829,66.4,3.6,230,46.651,,,,311.04
2025-05-16 02:00:01,15.08333939,57.3,2.3,264,46.651,,,,198.72
2025-05-16 02:30:00,15.10417055,46,4.8,274,46.651,,,,414.72
2025-05-16 03:00:00,15.1250017,38.3,3,232,46.651,,,,259.2
2025-05-16 03:30:00,15.14583314,38.1,2.5,275,46.651,,,,216
2025-05-16 03:30:01,15.14584233,38.1,2.2,268,46.651,,,,190.08
2025-05-16 04:00:01,15.16667388,39.6,3.4,240,46.651,,,,293.76
2025-05-16 04:30:01,15.18750486,39.9,4.6,248,46.651,,,,397.44
2025-05-16 05:00:00,15.20833603,40.6,3,237,46.651,,,,259.2
2025-05-16 05:30:00,15.22916814,43,2.9,258,46.651,,,,250.56
2025-05-16 06:00:00,15.25000042,45.2,1.7,254,46.651,,,,146.88
2025-05-16 06:00:01,15.25001003,45.2,1.6,245,46.651,,,,138.24
2025-05-16 07:00:01,15.29167313,50,1.2,186,46.651,,,,103.68
2025-05-16 07:30:01,15.31250526,54.2,0.6,163,46.651,,,,51.84
2025-05-16 08:00:00,15.33333653,57.2,0.8,160,46.651,,,,69.12
2025-05-16 08:30:00,15.35416862,57.4,0.8,182,46.651,,,,69.12
2025-05-16 09:00:00,15.37499981,57.1,1.8,169,46.651,,,,155.52
2025-05-16 09:00:01,15.37501,57.1,1.8,169,46.651,,,,155.52
2025-05-16 09:30:01,15.39584225,57.8,1.6,206,46.651,,,,138.24
2025-05-16 10:00:01,15.41667374,56.4,1.8,176,46.651,,,,155.52
2025-05-16 10:30:01,15.43750455,57.4,1.3,146,46.651,,,,112.32
2025-05-16 11:00:00,15.45833534,56.7,1.6,175,46.651,,,,138.24
2025-05-16 11:30:00,15.47916729,56,2.4,171,46.651,,,,207.36
2025-05-16 12:00:00,15.50000123,54.3,2.2,153,46.651,,,,190.08
2025-05-16 12:30:00,15.52083281,50.6,3.5,185,46.651,,,,302.4
2025-05-16 13:00:00,15.54167021,49.1,5,223,46.651,,,,432
2025-05-16 13:30:00,15.56250285,46.1,5.2,209,46.651,,,,449.28
2025-05-16 14:00:00,15.58333441,42.3,2.5,196,46.651,,,,216
2025-05-16 14:30:00,15.60416576,40.2,3.7,199,46.651,,,,319.68
2025-05-16 14:30:01,15.60417661,40.2,3.7,199,46.651,,,,319.68
2025-05-16 15:00:01,15.62500859,38.5,4.5,170,46.651,,,,388.8
2025-05-16 16:00:00,15.66667079,31.3,8.2,175,46.651,,,,708.48
2025-05-16 16:30:00,15.68750204,29.2,4.3,195,46.651,,,,371.52
2025-05-16 17:00:00,15.70833369,26.3,5.1,197,46.651,,,,440.64
2025-05-16 17:30:00,15.72916751,26.4,9.4,198,46.652,,,,812.16
2025-05-16 18:00:00,15.74999941,25.4,4.6,219,46.652,,,,397.44
2025-05-16 18:00:01,15.75000905,25.4,4.6,219,46.652,,,,397.44
2025-05-16 18:30:01,15.77084081,24.1,5.8,201,46.652,,,,501.12
2025-05-16 19:30:00,15.81249959,24,8.5,162,46.652,,,,734.4
2025-05-16 20:00:00,15.83333279,23.8,2.2,245,46.652,,,,190.08
2025-05-16 20:00:01,15.83334224,23.8,2.2,245,46.652,,,,190.08
2025-05-16 20:30:01,15.8541751,21.1,9.2,160,46.652,,,,794.88
2025-05-16 21:00:01,15.87500867,20.9,6.5,180,46.652,,,,561.6
2025-05-16 21:30:01,15.89584079,20.1,3.6,167,46.652,,,,311.04
2025-05-16 22:00:01,15.91667293,18.9,7.9,207,46.652,,,,682.56
2025-05-16 22:30:01,15.93750671,19.1,8.2,189,46.652,,,,708.48
2025-05-16 23:00:01,15.95833817,21.7,4.4,169,46.652,,,,380.16
2025-05-16 23:30:00,15.97916917,25.1,8.4,201,46.652,,,,725.76
2025-05-17 00:00:00,16.00000056,32,2.7,172,46.654,,,,233.28
2025-05-17 00:30:00,16.0208325,43.1,5.4,185,46.656,,,,466.56
2025-05-17 00:30:01,16.02084199,43.1,5.4,185,46.656,,,,466.56
2025-05-17 01:00:01,16.04167356,49.4,6.4,209,46.658,,,,552.96
2025-05-17 01:30:00,16.06250449,51.7,6.4,245,46.658,,,,552.96
2025-05-17 02:00:00,16.0833365,28.7,1.9,231,46.658,,,,164.16
2025-05-17 02:30:00,16.10416787,27.9,5.7,259,46.658,,,,492.48
2025-05-17 03:00:00,16.12499902,31.5,1.7,284,46.658,,,,146.88
2025-05-17 03:00:01,16.12500828,31.5,1.7,284,46.658,,,,146.88
2025-05-17 03:30:01,16.14583966,34.9,4.2,272,46.658,,,,362.88
2025-05-17 04:00:00,16.16667041,35,5.8,258,46.658,,,,501.12
2025-05-17 04:30:00,16.18750219,38.8,3.4,234,46.658,,,,293.76
2025-05-17 05:00:00,16.20833353,42.9,5.5,271,46.658,,,,475.2
2025-05-17 05:00:01,16.20834353,42.9,5.5,271,46.658,,,,475.2
2025-05-17 05:30:01,16.2291747,46,6.3,254,46.658,,,,544.32
2025-05-17 06:00:01,16.25000529,50,4.9,269,46.658,,,,423.36
2025-05-17 06:30:00,16.27083626,50.3,4.4,248,46.658,,,,380.16
2025-05-17 07:00:00,16.29166773,51.1,6.1,229,46.658,,,,527.04
2025-05-17 07:30:00,16.31249966,56.2,6.1,239,46.658,,,,527.04
2025-05-17 07:30:01,16.31250894,56.2,6.1,239,46.658,,,,527.04
