site,sage_id,node_id,location,campus_site,hf,timestamp_corr,time_elapsed_days,gw_cond,gw_depth,gw_temp,temp_15,temp_30,temp_45,temp_60,vwc_15,vwc_30,vwc_45,vwc_60,air_temp,bp,rel_humid,vp_deficit_kpa,in_long,in_short,out_long,out_short,solar_voltage,timestamp,sunlight,sunlight_hours
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.469,2025-05-01 00:00:00,0,4665,1565,9.3,14.03,13.97,12.94,11.63,29.244,35.607,71.745,76.155,12.04,993.31,85.26,0.207,373.2,-0.2,377.7,0.1,0,2025-05-01 00:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.144,2025-05-01 00:30:00,0.020833333,4664,1565,9.3,13.97,13.97,12.94,11.63,29.26,35.584,71.647,75.999,12.31,993.09,82.54,0.249,374.5,-0.6,378.1,0.1,0,2025-05-01 00:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-3.819,2025-05-01 01:00:00,0.041666667,4666,1565,9.3,13.94,13.94,12.94,11.63,29.26,35.652,71.696,76.051,12.47,992.75,83.81,0.234,376.4,-0.5,378.4,0,0,2025-05-01 01:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-3.536,2025-05-01 01:30:00,0.0625,4665,1565,9.3,13.91,13.91,12.94,11.63,29.327,35.675,71.745,76.155,11.93,992.03,86.44,0.189,372.6,-0.4,375.9,0.1,0,2025-05-01 01:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-3.452,2025-05-01 02:00:00,0.083333333,4662,1565,9.3,13.88,13.91,12.94,11.63,29.344,35.584,71.795,76.155,11.43,991.91,88.01,0.162,370.1,0,373.7,0.2,0,2025-05-01 02:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.195,2025-05-01 02:30:00,0.104166667,4657,1567,9.3,13.84,13.88,12.94,11.66,36.041,36.11,71.696,76.312,10.8,990.94,93.61,0.083,369.5,0,371.8,0.1,0,2025-05-01 02:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.87,2025-05-01 03:00:00,0.125,4660,1567,9.3,13.78,13.88,12.94,11.66,34.198,37.169,71.893,76.468,11,990.38,94.68,0.07,371.1,-0.1,373.9,0.1,0,2025-05-01 03:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.424,2025-05-01 03:30:00,0.145833333,4663,1572,9.3,13.72,13.84,12.94,11.66,33.296,37.266,72.042,76.468,11.39,989.78,94.7,0.071,372.9,-0.1,375.6,0.2,0,2025-05-01 03:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.691,2025-05-01 04:00:00,0.166666667,4662,1579,9.3,13.69,13.84,12.94,11.66,32.849,37.193,72.042,76.416,11.28,988.94,94.77,0.07,371.7,-0.1,374.3,0.1,0,2025-05-01 04:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.097,2025-05-01 04:30:00,0.1875,4672,1584,9.3,13.62,13.81,12.94,11.69,32.449,37.121,72.19,76.468,10.79,988.47,93.63,0.082,368.6,-0.1,372.3,0.2,0,2025-05-01 04:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.93,2025-05-01 05:00:00,0.208333333,4676,1589,9.3,13.59,13.78,12.94,11.69,32.174,37.026,72.289,76.573,10.51,987.72,93.65,0.081,367.6,0,370.9,0.1,0,2025-05-01 05:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.94,2025-05-01 05:30:00,0.229166667,4673,1595,9.3,13.56,13.78,12.94,11.69,32.019,36.907,72.24,76.835,10.41,988.28,94.45,0.07,368.2,0.2,371.7,0.1,0,2025-05-01 05:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.004,2025-05-01 06:00:00,0.25,4681,1600,9.3,13.53,13.75,12.94,11.69,31.98,36.859,72.24,76.783,10.63,987.03,95.06,0.063,369.2,3.9,373,0.8,0,2025-05-01 06:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.902,2025-05-01 06:30:00,0.270833333,4682,1604,9.3,13.5,13.72,12.94,11.72,32.077,36.93,72.24,76.888,11.1,986.5,95.67,0.057,372.9,11.1,375.6,2,7.978,2025-05-01 06:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.443,2025-05-01 07:00:00,0.291666667,4690,1609,9.3,13.47,13.69,12.94,11.72,32.155,36.954,72.339,76.888,13.11,986.16,96.38,0.055,382.9,4.5,383.9,0.8,0,2025-05-01 07:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.469,2025-05-01 07:30:00,0.3125,4692,1611,9.3,13.44,13.69,12.94,11.72,31.999,36.93,72.339,76.678,14.2,986.06,95.58,0.071,389.4,42.9,390.7,8,0,2025-05-01 07:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-2.733,2025-05-01 08:00:00,0.333333333,4694,1613,9.3,13.41,13.66,12.94,11.72,31.845,36.859,72.24,76.835,15.54,985.69,94.74,0.093,395.7,44,398,8.6,0,2025-05-01 08:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-0.26,2025-05-01 08:30:00,0.354166667,4695,1617,9.3,13.41,13.62,12.94,11.72,31.711,36.859,72.24,76.835,16.83,985.5,92.93,0.135,402.3,68.4,403.1,13.4,11.854,2025-05-01 08:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,2.478,2025-05-01 09:00:00,0.375,4696,1618,9.3,13.41,13.59,12.94,11.72,31.578,36.812,72.389,76.888,18.08,985.19,91.34,0.179,410.4,73,409.7,13.7,0.008,2025-05-01 09:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,5.596,2025-05-01 09:30:00,0.395833333,4693,1621,9.3,13.44,13.59,12.91,11.72,31.502,36.788,72.439,76.783,18.55,985.34,89.74,0.219,411.2,40.7,409.6,7.5,0.008,2025-05-01 09:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,7.578,2025-05-01 10:00:00,0.416666667,4692,1623,9.3,13.47,13.56,12.91,11.75,31.427,36.788,72.24,76.73,18.34,985.34,89.45,0.222,407.9,29.8,407.6,4.8,0,2025-05-01 10:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,8.691,2025-05-01 10:30:00,0.4375,1584,461,9.5,13.53,13.56,12.91,11.75,31.389,36.717,72.389,76.835,18.08,985.25,90.32,0.2,405.8,46,407,8.1,0.008,2025-05-01 10:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,9.796,2025-05-01 11:00:00,0.458333333,4695,1625,9.3,13.59,13.53,12.91,11.72,31.277,36.623,72.289,76.94,19.13,985.25,90.45,0.211,417.3,315.8,428,61.6,6.736,2025-05-01 11:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,13.053,2025-05-01 11:30:00,0.479166667,4696,1627,9.3,13.66,13.53,12.91,11.75,31.258,36.693,72.389,76.835,20.55,984.69,84.25,0.38,417.6,278.4,438.8,52.4,0,2025-05-01 11:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,18.273,2025-05-01 12:00:00,0.5,4695,1627,9.3,13.72,13.53,12.88,11.75,31.165,36.646,72.488,76.783,21.89,984.41,74.24,0.675,418,156.4,429.7,29.6,0.016,2025-05-01 12:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,,2025-05-01 12:30:00,0.520833333,,,,,,,,,,,,,,,,,,,,0.016,2025-05-01 12:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,25.243,2025-05-01 13:00:00,0.541666667,4701,1629,9.3,13.94,13.53,12.88,11.75,31.054,36.646,72.339,76.888,20.31,984.19,80.33,0.468,404,187.1,422.1,34.7,0,2025-05-01 13:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,25.647,2025-05-01 13:30:00,0.5625,4701,1630,9.3,14.06,13.53,12.84,11.75,30.98,36.623,72.389,76.835,20.33,984.63,78.08,0.522,419,157.8,421.9,30.9,2.465,2025-05-01 13:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,24.463,2025-05-01 14:00:00,0.583333333,4703,1630,9.3,14.22,13.56,12.84,11.75,30.907,36.552,72.389,76.835,20.16,984.5,78.59,0.505,417.2,49.9,415.3,10.5,0.008,2025-05-01 14:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,51.399,2025-05-01 14:30:00,0.604166667,1587,455,9.6,,,,,,,,,20.32,983.38,78.48,0.512,406.1,163.2,428.4,25.6,0.008,2025-05-01 14:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,22.77,2025-05-01 15:00:00,0.625,4702,1631,9.3,14.44,13.59,12.81,11.75,30.815,36.505,72.389,76.783,21.02,984.75,69.62,0.755,423.6,163.2,423.3,33.8,0.008,2025-05-01 15:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,24.259,2025-05-01 15:30:00,0.645833333,4703,1632,9.3,14.53,13.66,12.81,11.75,30.743,36.529,72.389,76.888,20.17,984.97,71.64,0.669,413.7,296.5,424.1,62.8,0,2025-05-01 15:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,25.224,2025-05-01 16:00:00,0.666666667,4702,1631,9.3,14.66,13.69,12.81,11.72,30.706,36.529,72.19,76.835,19.15,985.53,73.07,0.596,407,230.2,420.7,49.1,0.008,2025-05-01 16:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,25.494,2025-05-01 16:30:00,0.6875,4704,1630,9.3,14.75,13.72,12.81,11.75,30.616,36.435,72.091,76.835,18.63,985.91,73.66,0.564,402.8,295.2,420.6,85.8,0,2025-05-01 16:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,24.375,2025-05-01 17:00:00,0.708333333,4701,1630,9.3,14.84,13.75,12.81,11.75,30.562,36.412,72.389,76.94,18.42,986,74.53,0.539,398.4,112.6,412.4,24.3,0,2025-05-01 17:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,22.932,2025-05-01 17:30:00,0.729166667,4702,1629,9.3,14.97,13.78,12.81,11.75,30.544,36.412,72.289,76.993,17.96,986.25,75.63,0.5,405,66.3,408,13.4,0.016,2025-05-01 17:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,20.134,2025-05-01 18:00:00,0.75,4704,1630,9.3,15.06,13.84,12.81,11.72,30.472,36.412,72.289,76.888,18.39,986.47,75.8,0.511,403.2,95.1,411.7,20.4,0,2025-05-01 18:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,17.605,2025-05-01 18:30:00,0.770833333,4704,1630,9.3,15.13,13.88,12.81,11.72,30.436,36.388,72.389,76.783,18.12,986.31,77.31,0.471,404.4,29,407.4,5.9,0,2025-05-01 18:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,15.285,2025-05-01 19:00:00,0.791666667,4699,1628,9.3,15.16,13.94,12.81,11.72,30.418,36.388,72.24,76.783,17.87,986.63,79.19,0.425,401.9,9.9,405.4,1.8,0,2025-05-01 19:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,13.062,2025-05-01 19:30:00,0.8125,4700,1627,9.3,15.19,13.97,12.81,11.72,30.401,36.318,72.289,76.783,17.28,987.03,79.45,0.404,396.7,4,401.5,0.7,0,2025-05-01 19:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,10.844,2025-05-01 20:00:00,0.833333333,4702,1628,9.3,15.22,14.03,12.81,11.72,30.365,36.342,72.289,76.835,16.97,987.38,77.46,0.435,396.8,-0.1,400.3,-0.1,0,2025-05-01 20:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,8.872,2025-05-01 20:30:00,0.854166667,4698,1627,9.3,15.22,14.06,12.84,11.75,30.365,36.318,72.19,76.783,16.57,987.81,77.32,0.427,386.8,-0.3,397.2,-0.1,0,2025-05-01 20:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,7.192,2025-05-01 21:00:00,0.875,4695,1627,9.3,15.22,14.13,12.84,11.72,30.365,36.342,72.19,76.835,16.56,987.94,75.27,0.465,391.9,-0.1,397,0,0,2025-05-01 21:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,5.805,2025-05-01 21:30:00,0.895833333,4697,1626,9.3,15.22,14.16,12.84,11.72,30.329,36.295,72.19,76.835,16.46,988.75,75.51,0.458,393.8,-0.1,397.2,0,0,2025-05-01 21:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,4.65,2025-05-01 22:00:00,0.916666667,4692,1627,9.3,15.19,14.19,12.84,11.72,30.312,36.272,72.24,76.888,16.22,988.81,78.18,0.401,392.7,-0.1,395.5,-0.1,0,2025-05-01 22:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,3.889,2025-05-01 22:30:00,0.9375,4693,1627,9.3,15.16,14.22,12.88,11.72,30.276,36.295,72.289,76.835,16.02,988.53,79.57,0.371,391.5,-0.1,395.1,0,0,2025-05-01 22:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,3.322,2025-05-01 23:00:00,0.958333333,4695,1627,9.3,15.13,14.25,12.88,11.72,30.259,36.249,72.289,77.045,15.85,988.44,80.99,0.342,370.3,-0.4,391.4,0,0,2025-05-01 23:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,2.719,2025-05-01 23:30:00,0.979166667,4691,1625,9.3,15.09,14.25,12.88,11.72,30.241,36.249,72.24,76.678,15.13,988.78,83.97,0.275,363.6,-0.4,384.8,0.1,0,2025-05-01 23:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,1.615,2025-05-02 00:00:00,1,4695,1625,9.3,15.06,14.28,12.91,11.75,30.259,36.249,72.339,76.835,15.29,989.13,84.59,0.267,387.1,-0.2,391.1,-0.1,0,2025-05-02 00:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,1.03,2025-05-02 00:30:00,1.020833333,4687,1627,9.3,15.03,14.28,12.91,11.75,30.241,36.249,72.141,76.73,15.05,988.81,84.74,0.261,366.2,-0.6,386.3,-0.1,0,2025-05-02 00:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,0.483,2025-05-02 01:00:00,1.041666667,4697,1625,9.3,15,14.31,12.94,11.72,30.259,36.225,72.141,76.993,14.85,988.63,84.81,0.256,367.5,-0.3,386.1,0,0,2025-05-02 01:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-0.158,2025-05-02 01:30:00,1.0625,4697,1626,9.3,14.94,14.31,12.94,11.72,30.241,36.225,72.19,76.783,14.29,988.56,86.37,0.222,361.9,-0.4,377.9,-0.1,0,2025-05-02 01:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-0.979,2025-05-02 02:00:00,1.083333333,4697,1626,9.3,14.91,14.31,12.94,11.72,30.188,36.202,72.091,76.835,13.84,988.63,88.67,0.179,378.4,0,382.2,0,0,2025-05-02 02:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-1.624,2025-05-02 02:30:00,1.104166667,4697,1625,9.3,14.84,14.31,12.97,11.75,30.223,36.225,72.091,76.783,14.2,989.03,88.32,0.189,382.2,0,385.8,0,0,2025-05-02 02:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-1.573,2025-05-02 03:00:00,1.125,4693,1624,9.3,14.81,14.31,12.97,11.75,30.259,36.202,72.19,76.783,14.27,989.06,86.23,0.224,381.2,-0.1,385.6,-0.1,0,2025-05-02 03:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-1.471,2025-05-02 03:30:00,1.145833333,4692,1625,9.3,14.78,14.31,12.97,11.75,30.205,36.202,72.339,76.783,14.08,988.88,85.81,0.228,362.4,-0.4,381.4,0,0,2025-05-02 03:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-1.466,2025-05-02 04:00:00,1.166666667,4696,1623,9.3,14.72,14.31,13,11.75,30.223,36.179,72.389,76.94,13.16,988.94,88.46,0.174,363.6,-0.3,377,-0.1,0,2025-05-02 04:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-2.093,2025-05-02 04:30:00,1.1875,4692,1624,9.3,14.69,14.31,13,11.75,30.17,36.179,72.091,76.888,12.83,989.16,88.14,0.175,378.5,0,380.1,0,0,2025-05-02 04:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-2.64,2025-05-02 05:00:00,1.208333333,4693,1621,9.3,14.66,14.31,13,11.75,30.205,36.179,72.289,76.835,10.19,989.38,90.27,0.121,366.8,-0.1,370.3,0.1,0,2025-05-02 05:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-3.151,2025-05-02 05:30:00,1.229166667,4692,1623,9.3,14.62,14.28,13.03,11.75,30.223,36.179,72.289,76.783,8.84,989.72,91.17,0.1,359.4,0.2,364.5,0.1,0,2025-05-02 05:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.199,2025-05-02 06:00:00,1.25,4688,1621,9.3,14.56,14.28,13.03,11.75,30.188,36.179,72.042,76.835,7.78,989.94,92.78,0.076,355.4,3.9,361.2,1,0,2025-05-02 06:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.503,2025-05-02 06:30:00,1.270833333,4686,1622,9.3,14.53,14.28,13.03,11.78,30.188,36.202,72.141,76.625,7.76,990.25,93.8,0.065,354.9,8,362.1,1.6,0,2025-05-02 06:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.52,2025-05-02 07:00:00,1.291666667,4684,1620,9.3,14.47,14.25,13.06,11.78,30.205,36.156,72.19,76.783,7.9,990.44,94.05,0.063,355.1,10.3,363,2,0.008,2025-05-02 07:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.053,2025-05-02 07:30:00,1.3125,4691,1620,9.3,14.41,14.25,13.06,11.78,30.153,36.156,72.091,76.73,7.87,990.53,93.73,0.067,354.6,20,363.1,4.2,0,2025-05-02 07:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.29,2025-05-02 08:00:00,1.333333333,4685,1619,9.3,14.34,14.22,13.06,11.78,30.17,36.156,72.091,76.573,7.7,991.03,93.58,0.067,355,17.8,362.4,3.5,0,2025-05-02 08:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.369,2025-05-02 08:30:00,1.354166667,4686,1617,9.3,14.28,14.22,13.06,11.78,30.205,36.156,72.141,76.678,7.49,991.63,93.03,0.072,354.1,64.3,363.6,13.7,11.789,2025-05-02 08:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.243,2025-05-02 09:00:00,1.375,4687,1618,9.3,14.22,14.19,13.06,11.78,30.17,36.087,72.141,76.678,7.43,992.09,92.59,0.076,355.9,90.5,363.8,18.8,0,2025-05-02 09:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.714,2025-05-02 09:30:00,1.395833333,4685,1617,9.3,14.16,14.19,13.06,11.78,30.223,36.133,71.992,76.625,7.5,992.47,91.14,0.092,356.6,93.2,365.3,19.6,0,2025-05-02 09:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-5.847,2025-05-02 10:00:00,1.416666667,4683,1617,9.3,14.09,14.16,13.06,11.81,30.205,36.133,72.19,76.783,7.9,992.63,89.9,0.107,361.4,138.4,370.5,29.4,0,2025-05-02 10:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.691,2025-05-02 10:30:00,1.4375,4683,1616,9.3,14.06,14.13,13.06,11.81,30.188,36.11,72.289,76.783,8.31,993.13,87.28,0.139,368.1,170.7,377.2,36.7,0,2025-05-02 10:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,0.98,2025-05-02 11:00:00,1.458333333,1591,390,9.7,,,,,,,,,8.84,992.16,84.92,0.171,374.7,280.8,390,48.4,0,2025-05-02 11:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-0.636,2025-05-02 11:30:00,1.479166667,4684,1615,9.3,14,14.06,13.06,11.81,30.17,36.087,72.141,76.573,8.83,993.78,81.95,0.204,366.9,186.4,376,40.3,0,2025-05-02 11:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,1.002,2025-05-02 12:00:00,1.5,4681,1614,9.3,14,14.06,13.09,11.81,30.205,36.156,72.091,76.573,9.03,993.53,81.32,0.215,369.2,238.1,380.6,52.2,0,2025-05-02 12:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,2.64,2025-05-02 12:30:00,1.520833333,4683,1615,9.3,14,14.03,13.06,11.81,30.117,36.133,72.19,76.573,9.32,993.63,80.41,0.229,371.9,180.9,380.1,39.3,0,2025-05-02 12:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,19.589,2025-05-02 13:00:00,1.541666667,4678,1613,9.3,14,14,13.09,11.81,30.188,36.11,72.091,76.625,9.8,992.63,78.21,0.264,358.5,489.5,410.4,87.4,0,2025-05-02 13:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,7.392,2025-05-02 13:30:00,1.5625,4678,1613,9.3,14.03,13.97,13.06,11.84,30.135,36.133,72.141,76.625,10.62,994,78.33,0.277,380.2,317.9,399.4,69.9,0,2025-05-02 13:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,10.997,2025-05-02 14:00:00,1.583333333,4680,1613,9.3,14.06,13.97,13.06,11.84,30.117,36.064,72.141,76.678,10.82,994.03,73.66,0.341,369.1,435.9,397.1,87.5,0.016,2025-05-02 14:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,13.833,2025-05-02 14:30:00,1.604166667,4677,1612,9.3,14.13,13.97,13.06,11.84,30.117,36.041,71.992,76.835,10.6,994.22,74.25,0.329,358.7,332.7,393.7,85.2,0,2025-05-02 14:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,14.357,2025-05-02 15:00:00,1.625,4680,1611,9.3,14.19,13.94,13.06,11.84,30.082,36.11,72.19,76.73,10.82,993.91,72.71,0.353,369.7,435.8,394.8,84.9,0,2025-05-02 15:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,14.338,2025-05-02 15:30:00,1.645833333,4676,1611,9.3,14.25,13.94,13.06,11.84,30.012,36.064,72.141,76.73,10.79,993.34,72.64,0.354,353.3,236.6,385.5,52.7,0,2025-05-02 15:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,14.385,2025-05-02 16:00:00,1.666666667,4678,1610,9.3,14.34,13.94,13.06,11.84,29.995,36.087,71.992,76.625,10.27,993.19,74.81,0.314,354.5,188.8,384.1,42.9,0,2025-05-02 16:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,12.983,2025-05-02 16:30:00,1.6875,4677,1611,9.3,14.41,13.94,13.06,11.84,30.012,36.018,72.042,76.573,9.41,993.03,76.58,0.276,349.4,132.6,373.4,30.2,0,2025-05-02 16:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,10.348,2025-05-02 17:00:00,1.708333333,4676,1611,9.3,14.44,13.94,13.03,11.84,29.977,36.064,71.992,76.625,9.57,993.22,76.12,0.285,352.1,151.4,375.9,34.7,0,2025-05-02 17:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,8.325,2025-05-02 17:30:00,1.729166667,4682,1611,9.3,14.47,13.94,13.03,11.84,29.96,36.041,72.091,76.783,9.1,993.09,77.35,0.261,350.7,102.7,371.5,23.9,0,2025-05-02 17:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,6.014,2025-05-02 18:00:00,1.75,4677,1608,9.3,14.5,13.97,13.03,11.84,29.943,36.041,71.943,76.678,8.76,993.28,78.74,0.24,348.8,59.6,367,13.5,0,2025-05-02 18:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,3.253,2025-05-02 18:30:00,1.770833333,4678,1608,9.3,14.5,13.97,13.03,11.84,29.96,36.041,72.091,76.678,8.4,993.66,78.75,0.234,346.8,30,363.2,6.8,0.008,2025-05-02 18:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,0.418,2025-05-02 19:00:00,1.791666667,4676,1606,9.3,14.47,14,13.03,11.84,29.908,35.995,71.992,76.521,8.12,994,79.39,0.223,345.3,15.3,360.2,3.5,0.008,2025-05-02 19:00:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-2.167,2025-05-02 19:30:00,1.8125,4675,1606,9.3,14.44,14,13.03,11.88,29.943,36.018,71.943,76.468,7.97,993.78,79.72,0.217,341.6,6.1,358.9,1.6,0,2025-05-02 19:30:00,TRUE,0.5
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-4.302,2025-05-02 20:00:00,1.833333333,4675,1606,9.3,14.38,14,13.03,11.88,29.96,35.995,71.844,76.678,7.73,993.72,81.48,0.195,340.7,-0.1,357.3,0.1,0,2025-05-02 20:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-6.102,2025-05-02 20:30:00,1.854166667,4675,1605,9.3,14.34,14,13.03,11.88,29.977,36.041,71.992,76.364,7.9,994,80.82,0.204,348,-0.2,359,0,0,2025-05-02 20:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-7.406,2025-05-02 21:00:00,1.875,4679,1604,9.3,14.25,14.03,13.03,11.88,29.96,35.972,72.042,76.678,7.97,994.31,80.99,0.203,352.9,-0.1,359.9,0,0,2025-05-02 21:00:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-8.255,2025-05-02 21:30:00,1.895833333,4674,1603,9.3,14.19,14,13.03,11.88,29.96,36.018,71.992,76.468,7.81,994.78,80.42,0.207,352.4,-0.5,358.4,0.1,0,2025-05-02 21:30:00,FALSE,0
"CSU, campus_site",W08E,MNLA4O102,Turf,CSU,-8.919,2025-05-02 22:00:00,1.916666667,4673,1603,9.3,14.09,14,13.03,11.88,29.96,35.972,72.091,76.521,7.81,994.88,80.03,0.211,351.9,0,358.5,0,0,2025-05-02 22:00:00,FALSE,0
