site,sage_id,node_id,location,campus_site,hf,timestamp_corr,time_elapsed_days,gw_cond,gw_depth,gw_temp,temp_15,temp_30,temp_45,temp_60,vwc_15,vwc_30,vwc_45,vwc_60,air_temp,bp,rel_humid,vp_deficit_kpa,in_long,in_short,out_long,out_short,solar_voltage,timestamp,sunlight,sunlight_hours
"NU, Grove",W099,MNLA4O104,Grove,NU,-7.906,2025-05-01 00:00:00,0,1166,1116,9.5,13.97,13.59,13,12.41,29.044,25.668,24.242,22.001,10.36,994.78,82.31,0.222,359,-0.2,372.8,0.2,0,2025-05-01 00:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.487,2025-05-01 00:30:00,0.020833333,1166,1117,9.5,13.94,13.59,13,12.41,29.028,25.655,24.242,22.02,10.33,994.22,83.03,0.213,364.2,-0.5,372.1,0.1,0,2025-05-01 00:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.747,2025-05-01 01:00:00,0.041666667,1166,1116,9.5,13.91,13.59,13,12.41,29.094,25.629,24.23,21.974,10.22,994.06,83.47,0.206,365.6,-0.6,371.6,0.3,0,2025-05-01 01:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.917,2025-05-01 01:30:00,0.0625,1166,1117,9.5,13.84,13.59,12.97,12.41,29.061,25.642,24.23,21.992,10.15,993.66,85.47,0.18,364.6,-0.4,371.4,0.3,0,2025-05-01 01:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.988,2025-05-01 02:00:00,0.083333333,1166,1118,9.5,13.78,13.56,13,12.41,29.077,25.629,24.23,21.992,9.81,992.97,88.94,0.134,363.7,-0.3,370.4,0.2,0,2025-05-01 02:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.12,2025-05-01 02:30:00,0.104166667,1167,1116,9.5,13.75,13.56,12.97,12.41,29.044,25.642,24.219,21.974,9.78,992.38,88.95,0.134,363.8,-0.4,370.2,0.3,0,2025-05-01 02:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.271,2025-05-01 03:00:00,0.125,1167,1118,9.5,13.69,13.53,12.97,12.41,29.094,25.629,24.207,21.983,9.72,991.5,90.48,0.115,364.3,-0.2,370.2,0.2,0,2025-05-01 03:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.489,2025-05-01 03:30:00,0.145833333,1168,1121,9.5,13.66,13.53,12.97,12.41,29.11,25.616,24.219,21.983,9.53,990.72,92.9,0.084,364.5,0,369.6,0.2,0,2025-05-01 03:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.895,2025-05-01 04:00:00,0.166666667,1167,1121,9.5,13.59,13.5,12.97,12.41,29.144,25.629,24.23,22.047,9.43,990.19,94.93,0.06,365,0,369.6,0.2,0,2025-05-01 04:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.566,2025-05-01 04:30:00,0.1875,1169,1121,9.5,13.53,13.47,12.97,12.41,29.16,25.603,24.23,22.02,9.22,989.66,95.75,0.049,364.4,0,369.6,0.2,0,2025-05-01 04:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.547,2025-05-01 05:00:00,0.208333333,1168,1123,9.5,13.5,13.47,12.97,12.41,29.21,25.603,24.23,22.01,9.26,988.66,96.13,0.045,364.1,-0.1,369.2,0.2,0,2025-05-01 05:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.311,2025-05-01 05:30:00,0.229166667,1167,1124,9.5,13.44,13.44,12.94,12.41,29.26,25.629,24.242,22.01,9.26,988.13,96.39,0.042,364.3,0.2,369.3,0.2,0,2025-05-01 05:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.311,2025-05-01 06:00:00,0.25,1168,1120,9.5,13.37,13.41,12.94,12.41,29.344,25.642,24.219,22.01,8.95,988.59,95.93,0.047,363,3.3,368.8,0.6,0,2025-05-01 06:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.169,2025-05-01 06:30:00,0.270833333,1169,1121,9.5,13.34,13.41,12.94,12.41,29.445,25.629,24.184,22.001,8.65,988.19,96.05,0.044,361.6,10.3,367.9,1.5,0,2025-05-01 06:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.103,2025-05-01 07:00:00,0.291666667,1170,1123,9.5,13.28,13.37,12.94,12.41,29.462,25.668,24.207,22.02,8.54,987,96.4,0.04,361.6,6,367.6,0.8,0,2025-05-01 07:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.325,2025-05-01 07:30:00,0.3125,1169,1123,9.5,13.25,13.34,12.94,12.41,29.581,25.655,24.219,22.029,8.8,986.72,97.11,0.033,362.8,5.6,368.1,0.7,0,2025-05-01 07:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.746,2025-05-01 08:00:00,0.333333333,1169,1123,9.5,13.19,13.34,12.91,12.41,29.718,25.694,24.219,22.038,9.48,986.47,97.63,0.028,366.6,15.8,370.8,2.1,0,2025-05-01 08:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.193,2025-05-01 08:30:00,0.354166667,1168,1122,9.5,13.16,13.31,12.91,12.41,29.908,25.734,24.184,22.02,10.44,985.94,98.09,0.024,374.3,51.4,378.5,7.3,0,2025-05-01 08:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.435,2025-05-01 09:00:00,0.375,1168,1121,9.5,13.09,13.28,12.91,12.37,30.03,25.786,24.207,22.001,11.36,985.75,97.73,0.03,379.4,76.1,383.4,10.8,0,2025-05-01 09:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-5.236,2025-05-01 09:30:00,0.395833333,1169,1122,9.5,13.03,13.25,12.91,12.37,30.188,25.852,24.196,22.01,12.02,985.25,97.67,0.033,385.1,138.6,391.1,20.8,0,2025-05-01 09:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-1.441,2025-05-01 10:00:00,0.416666667,1170,1121,9.5,13,13.22,12.88,12.37,30.259,25.906,24.207,21.992,13.48,985.03,97.6,0.037,397.8,177.4,402.7,27.4,0.008,2025-05-01 10:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,3.818,2025-05-01 10:30:00,0.4375,1171,1122,9.5,13,13.19,12.88,12.37,30.329,25.986,24.184,21.983,15.27,984.66,95.22,0.083,407.8,203.7,412.3,30.7,5.399,2025-05-01 10:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,10.032,2025-05-01 11:00:00,0.458333333,1170,1121,9.5,13,13.19,12.84,12.37,30.365,26.039,24.15,22.001,13.59,984.84,94.43,0.087,393,42.9,396.6,5.6,0,2025-05-01 11:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,11.724,2025-05-01 11:30:00,0.479166667,1169,1121,9.5,13,13.16,12.84,12.37,30.401,26.107,24.207,21.974,16.45,984.28,97.86,0.04,422.8,400.2,432.4,57.9,14.432,2025-05-01 11:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,21.477,2025-05-01 12:30:00,0.520833333,1172,1121,9.5,13.09,13.09,12.81,12.37,30.418,26.216,24.23,21.965,20.23,983.59,86.57,0.318,401.5,370.3,436.5,55,14.432,2025-05-01 12:30:00,TRUE,1
"NU, Grove",W099,MNLA4O104,Grove,NU,27.143,2025-05-01 13:00:00,0.541666667,1171,1120,9.5,13.16,13.09,12.81,12.37,30.49,26.257,24.242,21.992,19.51,983.63,91.42,0.194,426.2,301.9,437.4,44.2,14.424,2025-05-01 13:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,34.359,2025-05-01 13:30:00,0.5625,1172,1119,9.5,13.25,13.06,12.78,12.37,30.598,26.325,24.23,21.965,20.43,983.63,80.44,0.468,398.7,182.3,432,27.6,14.481,2025-05-01 13:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,38.711,2025-05-01 14:00:00,0.583333333,1171,1119,9.5,13.37,13.06,12.78,12.37,30.688,26.38,24.242,21.965,20.51,984.13,75.02,0.602,403.2,1075.2,452.9,164.4,14.392,2025-05-01 14:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,42.151,2025-05-01 14:30:00,0.604166667,1171,1118,9.5,13.5,13.06,12.78,12.34,30.725,26.45,24.253,21.965,19.54,984.38,76.73,0.528,406.3,214.9,429.7,33.6,0.008,2025-05-01 14:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,41.371,2025-05-01 15:00:00,0.625,1170,1117,9.5,13.66,13.06,12.75,12.34,30.743,26.505,24.265,21.965,18.32,984.69,77.2,0.479,402.7,164.9,419.1,25.7,14.489,2025-05-01 15:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,,2025-05-01 15:30:00,0.645833333,,,,,,,,,,,,,,,,,,,,0,2025-05-01 15:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,34.113,2025-05-01 16:00:00,0.666666667,1172,1116,9.5,13.97,13.09,12.75,12.34,30.725,26.603,24.276,21.956,17.35,985.41,78.88,0.418,400.2,115.3,414.8,18.4,0,2025-05-01 16:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,29.038,2025-05-01 16:30:00,0.6875,1171,1116,9.5,14.13,13.09,12.72,12.34,30.652,26.617,24.288,21.965,17.79,985.56,76.92,0.469,398.7,125.2,415.4,20.5,0,2025-05-01 16:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,25.924,2025-05-01 17:00:00,0.708333333,1171,1116,9.5,14.25,13.13,12.72,12.34,30.688,26.66,24.334,21.947,17.15,985.84,79.05,0.409,396.3,94.9,410.3,15.1,0,2025-05-01 17:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,22.432,2025-05-01 17:30:00,0.729166667,1171,1114,9.5,14.41,13.16,12.72,12.31,30.652,26.702,24.358,21.938,17.04,986.03,79.58,0.396,382.9,77.1,408.9,12,0,2025-05-01 17:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,19.2,2025-05-01 18:00:00,0.75,1172,1113,9.5,14.5,13.22,12.72,12.31,30.616,26.702,24.369,21.929,16.85,986.34,80.51,0.373,396.5,7.9,403.7,1,0,2025-05-01 18:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,15.693,2025-05-01 18:30:00,0.770833333,1172,1114,9.5,14.59,13.25,12.72,12.31,30.598,26.73,24.393,21.938,16.33,986.38,84.11,0.295,394.6,21.5,401.9,3.4,0,2025-05-01 18:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,12.57,2025-05-01 19:00:00,0.791666667,1172,1113,9.5,14.66,13.28,12.72,12.31,30.616,26.744,24.393,21.938,16.01,986.69,86.88,0.238,392.1,7.7,400.2,1.3,0,2025-05-01 19:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,10.188,2025-05-01 19:30:00,0.8125,1172,1113,9.5,14.72,13.34,12.72,12.31,30.58,26.744,24.405,21.92,15.44,986.94,89.81,0.178,380.6,3.4,397.2,0.9,0,2025-05-01 19:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,8.128,2025-05-01 20:00:00,0.833333333,1172,1112,9.5,14.75,13.37,12.72,12.31,30.544,26.744,24.405,21.947,15.67,987.53,86.69,0.236,389.8,-0.7,396.8,0.1,0,2025-05-01 20:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,6.327,2025-05-01 20:30:00,0.854166667,1172,1113,9.5,14.78,13.44,12.75,12.31,30.562,26.759,24.44,21.947,15.47,987.69,85.8,0.249,387,-0.5,395.4,0.1,0,2025-05-01 20:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,4.801,2025-05-01 21:00:00,0.875,1172,1112,9.5,14.78,13.47,12.75,12.31,30.526,26.759,24.428,21.92,15.34,988.09,84.87,0.263,385.8,-0.2,394.5,0,0,2025-05-01 21:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,3.473,2025-05-01 21:30:00,0.895833333,1173,1111,9.5,14.78,13.5,12.75,12.31,30.508,26.744,24.451,21.911,15.19,988.41,84.38,0.269,385,-0.2,393.6,0.1,0,2025-05-01 21:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,2.349,2025-05-01 22:00:00,0.916666667,1172,1111,9.5,14.78,13.53,12.78,12.31,30.508,26.759,24.463,21.902,15.13,988.63,84.03,0.274,379.1,-0.3,392.5,0.1,0,2025-05-01 22:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,1.361,2025-05-01 22:30:00,0.9375,1173,1111,9.5,14.78,13.59,12.78,12.31,30.544,26.773,24.487,21.929,15.02,988.69,83.91,0.274,383.1,-0.2,392.1,0.1,0,2025-05-01 22:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,0.586,2025-05-01 23:00:00,0.958333333,1173,1111,9.5,14.75,13.59,12.81,12.31,30.526,26.787,24.451,21.938,14.79,988.56,84.25,0.265,380.2,-0.2,391.3,0.1,0,2025-05-01 23:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-0.17,2025-05-01 23:30:00,0.979166667,1172,1112,9.5,14.75,13.62,12.81,12.31,30.526,26.787,24.487,21.938,14.33,988.78,83.93,0.262,332.6,-0.6,384.1,0.2,0,2025-05-01 23:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-1.73,2025-05-02 00:00:00,1,1173,1109,9.5,14.72,13.66,12.81,12.31,30.49,26.787,24.499,21.902,13.92,989.16,85.68,0.227,332.5,-0.7,382.1,0.1,0,2025-05-02 00:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-3.327,2025-05-02 00:30:00,1.020833333,1171,1111,9.5,14.69,13.69,12.84,12.31,30.49,26.801,24.499,21.929,13.62,989.03,86.19,0.215,350.2,-0.5,382.7,0.2,0,2025-05-02 00:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-4.418,2025-05-02 01:00:00,1.041666667,1172,1112,9.5,14.66,13.69,12.84,12.31,30.508,26.773,24.534,21.929,13.58,988.84,86.38,0.212,363.1,-0.2,384.1,0.1,0,2025-05-02 01:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-4.768,2025-05-02 01:30:00,1.0625,1172,1112,9.5,14.62,13.72,12.88,12.31,30.508,26.801,24.534,21.92,13.28,988.59,86.53,0.205,330.6,-0.7,379.9,0.1,0,2025-05-02 01:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-5.448,2025-05-02 02:00:00,1.083333333,1173,1110,9.5,14.56,13.72,12.88,12.31,30.508,26.787,24.558,21.929,12.87,988.84,87.76,0.182,355.7,-0.3,379.7,0.1,0,2025-05-02 02:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-6.271,2025-05-02 02:30:00,1.104166667,1172,1109,9.5,14.53,13.75,12.91,12.34,30.508,26.773,24.546,21.911,10.4,989.5,92.78,0.091,365.5,-0.2,374.7,0.2,0,2025-05-02 02:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-6.961,2025-05-02 03:00:00,1.125,1173,1109,9.5,,,,,,,,,8.13,989.53,94.84,0.056,358.7,-0.1,368.4,0.3,0,2025-05-02 03:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.09,2025-05-02 03:30:00,1.145833333,1172,1110,9.5,14.44,13.75,12.94,12.34,30.508,26.787,24.558,21.929,7.8,989.72,96.19,0.04,357.1,-0.1,367,0.3,0,2025-05-02 03:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.432,2025-05-02 04:00:00,1.166666667,1172,1109,9.5,14.38,13.75,12.94,12.34,30.49,26.801,24.546,21.911,7.79,990.13,96.94,0.032,356.7,-0.1,367,0.3,0,2025-05-02 04:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.415,2025-05-02 04:30:00,1.1875,1172,1109,9.5,14.34,13.75,12.94,12.34,30.49,26.759,24.57,21.92,7.2,990.22,97.13,0.029,353.4,-0.3,364.1,0.2,0,2025-05-02 04:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-11.469,2025-05-02 05:00:00,1.208333333,1173,1110,9.5,14.28,13.75,12.97,12.37,30.508,26.787,24.534,21.92,6.9,990.25,97.44,0.025,352.2,-0.1,362.4,0.2,0,2025-05-02 05:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-12.404,2025-05-02 05:30:00,1.229166667,1174,1109,9.5,14.22,13.75,12.97,12.37,30.49,26.787,24.57,21.911,6.86,990.31,97.69,0.023,351.6,0.1,363.3,0.3,0,2025-05-02 05:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-13.094,2025-05-02 06:00:00,1.25,1173,1110,9.5,14.16,13.72,12.97,12.37,30.508,26.801,24.558,21.911,6.7,990.53,97.38,0.026,351.2,6.2,362.6,1.4,0,2025-05-02 06:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-13.619,2025-05-02 06:30:00,1.270833333,1172,1106,9.5,14.06,13.72,13,12.37,30.526,26.787,24.558,21.911,6.59,991.34,96.9,0.03,350.4,9.6,361.1,1.7,0,2025-05-02 06:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-14.03,2025-05-02 07:00:00,1.291666667,1172,1108,9.5,14,13.72,13,12.37,30.526,26.816,24.594,21.938,6.78,991.34,96.58,0.034,351.1,17.4,362.6,2.8,0,2025-05-02 07:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-14.205,2025-05-02 07:30:00,1.3125,1173,1107,9.5,13.94,13.69,13,12.41,30.526,26.801,24.582,21.92,6.69,991.44,95.88,0.04,352.1,31.4,362.5,5,0,2025-05-02 07:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-14.285,2025-05-02 08:00:00,1.333333333,1171,1109,9.5,13.88,13.69,13,12.41,30.508,26.773,24.582,21.92,6.8,991.81,95.52,0.044,353.5,56.6,364.2,8.9,0,2025-05-02 08:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-14.02,2025-05-02 08:30:00,1.354166667,1173,1103,9.5,13.81,13.66,13,12.41,30.508,26.773,24.582,21.938,6.75,992.88,93.81,0.061,354.1,55.3,365.5,8.4,0,2025-05-02 08:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-13.17,2025-05-02 09:00:00,1.375,1173,1105,9.5,13.72,13.62,13,12.41,30.526,26.801,24.63,21.929,7.13,992.66,91.94,0.081,360.2,109.2,372.4,17,15.005,2025-05-02 09:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-11.185,2025-05-02 09:30:00,1.395833333,1173,1105,9.5,13.66,13.62,13,12.41,30.526,26.773,24.582,21.92,7.3,993,91.38,0.088,362.7,140.8,374.7,22.2,0,2025-05-02 09:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-9.092,2025-05-02 10:00:00,1.416666667,1173,1104,9.5,13.59,13.59,13,12.44,30.508,26.801,24.594,21.938,7.42,993.22,89.15,0.112,358.8,105.7,373.2,16.4,15.456,2025-05-02 10:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-7.017,2025-05-02 10:30:00,1.4375,1174,1104,9.5,13.56,13.56,13,12.44,30.98,26.787,24.606,21.938,7.64,993.56,87.59,0.13,354.3,187,377.3,29.2,15.303,2025-05-02 10:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-4.508,2025-05-02 11:00:00,1.458333333,1173,1104,9.5,13.5,13.53,13,12.44,31.296,26.816,24.63,21.947,7.35,993.94,87.76,0.126,356.8,219.7,377.5,34.5,0,2025-05-02 11:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-2.604,2025-05-02 11:30:00,1.479166667,1175,1104,9.5,13.47,13.5,13,12.44,30.562,26.801,24.594,21.947,7.72,994.38,89.29,0.113,358.1,243.2,383.5,39.1,0,2025-05-02 11:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-0.364,2025-05-02 12:00:00,1.5,1173,1103,9.5,13.44,13.5,13,12.44,30.526,26.816,24.618,21.965,7.68,994.38,85.63,0.151,358.9,273.2,385,44.2,0.008,2025-05-02 12:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,2.174,2025-05-02 12:30:00,1.520833333,1172,1104,9.5,,,,,,,,,7.92,994.5,83.61,0.175,360.4,222,388.2,35.4,14.497,2025-05-02 12:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,4.513,2025-05-02 13:00:00,1.541666667,1174,1103,9.5,,,,,,,,,7.65,994.47,85.88,0.148,358.5,214.5,381.9,34.9,0,2025-05-02 13:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,4.896,2025-05-02 13:30:00,1.5625,1174,1105,9.5,13.44,13.41,12.97,12.44,30.508,26.83,24.618,21.938,8.93,994.16,82.87,0.195,358.9,427.6,398.7,70.4,0,2025-05-02 13:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,8.435,2025-05-02 14:00:00,1.583333333,1173,1103,9.5,13.47,13.37,12.97,12.44,30.508,26.773,24.618,21.956,8.61,994.81,83.82,0.181,360.6,239.8,392.1,40.2,0,2025-05-02 14:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,11.407,2025-05-02 14:30:00,1.604166667,1173,1102,9.5,13.5,13.37,12.94,12.44,30.526,26.816,24.642,21.974,9.16,994.94,80.17,0.23,360.7,354.9,397.2,59.9,0,2025-05-02 14:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,13.68,2025-05-02 15:00:00,1.625,1173,1103,9.5,13.53,13.34,12.94,12.44,30.49,26.801,24.63,21.956,8.98,995.03,82.84,0.196,354.2,214.8,394.1,36.3,3.835,2025-05-02 15:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,14.342,2025-05-02 15:30:00,1.645833333,1173,1105,9.5,13.59,13.34,12.94,12.44,30.472,26.816,24.642,21.965,9.62,994.53,81.23,0.224,324.7,442.4,411.1,76.9,0,2025-05-02 15:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,15.982,2025-05-02 16:00:00,1.666666667,1173,1105,9.5,13.66,13.31,12.94,12.44,30.472,26.801,24.642,21.974,9.27,994.19,80.24,0.231,324.5,238.2,396.4,41.7,0,2025-05-02 16:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,16.454,2025-05-02 16:30:00,1.6875,1172,1106,9.5,13.69,13.31,12.91,12.44,30.472,26.816,24.642,21.965,9,993.88,81.61,0.211,324.8,300.4,395,55.5,14.505,2025-05-02 16:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,15.561,2025-05-02 17:00:00,1.708333333,1173,1104,9.5,13.78,13.31,12.91,12.44,30.401,26.787,24.642,21.956,9.38,993.91,79.26,0.244,316.2,423.3,399.4,76.9,15.464,2025-05-02 17:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,16.449,2025-05-02 17:30:00,1.729166667,1174,1105,9.5,13.88,13.31,12.91,12.44,30.436,26.787,24.606,21.965,9.48,993.84,79.48,0.243,325,93.3,385.8,16.8,6.309,2025-05-02 17:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,15.197,2025-05-02 18:00:00,1.75,1175,1104,9.5,13.94,13.31,12.91,12.44,30.383,26.816,24.654,21.956,8.78,993.94,81.59,0.208,329.5,81.1,381,14.7,0,2025-05-02 18:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,11.681,2025-05-02 18:30:00,1.770833333,1174,1102,9.5,14,13.34,12.91,12.44,30.347,26.801,24.63,21.947,8.2,994.47,82.16,0.194,331,49.9,375,9.2,0,2025-05-02 18:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,6.89,2025-05-02 19:00:00,1.791666667,1173,1102,9.5,14.06,13.34,12.88,12.44,30.365,26.773,24.642,21.956,7.78,994.88,83.21,0.177,338.4,14.2,369.3,2.9,0,2025-05-02 19:00:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,2.278,2025-05-02 19:30:00,1.8125,1174,1102,9.5,14.09,13.34,12.88,12.44,30.347,26.759,24.63,21.983,7.54,994.88,84.07,0.165,334,10.4,366.6,2.6,0,2025-05-02 19:30:00,TRUE,0.5
"NU, Grove",W099,MNLA4O104,Grove,NU,-1.63,2025-05-02 20:00:00,1.833333333,1174,1103,9.5,14.13,13.37,12.88,12.44,30.347,26.759,24.606,21.956,7.41,994.91,85.61,0.148,346.1,-0.2,366,0.3,0,2025-05-02 20:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-4.697,2025-05-02 20:30:00,1.854166667,1174,1103,9.5,14.13,13.37,12.88,12.44,30.312,26.759,24.63,21.956,7.27,994.94,87.19,0.131,345.9,-0.2,363.8,0.3,0.008,2025-05-02 20:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-7.027,2025-05-02 21:00:00,1.875,1173,1102,9.5,14.13,13.41,12.88,12.44,30.294,26.744,24.618,21.965,7.18,995.28,89.05,0.111,346.2,-0.2,363.9,0.3,0,2025-05-02 21:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-8.931,2025-05-02 21:30:00,1.895833333,1175,1101,9.5,14.09,13.41,12.88,12.44,30.329,26.73,24.63,21.965,7.24,995.84,87.54,0.127,346.7,-0.2,362.8,0.3,0,2025-05-02 21:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-10.405,2025-05-02 22:00:00,1.916666667,1173,1101,9.5,14.06,13.44,12.88,12.44,30.312,26.744,24.618,21.956,7.47,995.91,83.48,0.171,347.8,-0.2,362.5,0.3,0,2025-05-02 22:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-11.53,2025-05-02 22:30:00,1.9375,1174,1102,9.5,14,13.44,12.88,12.41,30.294,26.744,24.642,21.947,7.41,995.5,82.52,0.18,348.5,-0.2,362.9,0.3,0,2025-05-02 22:30:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-12.291,2025-05-02 23:00:00,1.958333333,1173,1102,9.5,13.94,13.44,12.88,12.44,30.294,26.716,24.654,21.956,7.39,995.63,84.31,0.161,353.1,-0.3,362,0.3,0,2025-05-02 23:00:00,FALSE,0
"NU, Grove",W099,MNLA4O104,Grove,NU,-12.806,2025-05-02 23:30:00,1.979166667,1174,1103,9.5,13.88,13.44,12.88,12.44,30.329,26.716,24.618,21.965,7.49,995.16,83.42,0.172,353.2,-0.3,361.6,0.3,0,2025-05-02 23:30:00,FALSE,0
