site,sage_id,node_id,location,campus_site,hf,timestamp_corr,time_elapsed_days,temp_15,temp_30,temp_45,temp_60,vwc_15,vwc_30,vwc_45,vwc_60,air_temp,bp,rel_humid,vp_deficit_kpa,in_long,in_short,out_long,out_short,solar_voltage,timestamp,sunlight,sunlight_hours
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.26,2025-05-01 00:00:00,0,14.62,14.13,13.28,12.47,34.007,34.761,39.209,38.072,12.34,992.8,67.8,0.461,363.7,-0.1,379.2,-0.1,0,2025-05-01 00:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.59,2025-05-01 00:30:00,0.020833333,14.56,14.09,13.28,12.47,34.007,34.739,39.235,38.122,12.03,992.24,71.71,0.397,372.3,-0.5,379.4,0,0,2025-05-01 00:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.5,2025-05-01 01:00:00,0.041666667,14.5,14.09,13.25,12.5,34.049,34.739,39.209,38.047,11.73,992.26,74.74,0.348,369.9,-0.4,377.2,0.1,0,2025-05-01 01:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.13,2025-05-01 01:30:00,0.0625,14.47,14.06,13.25,12.47,34.007,34.739,39.235,38.072,11.18,991.85,78.82,0.281,368.8,-0.2,375.8,0.1,0,2025-05-01 01:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.18,2025-05-01 02:00:00,0.083333333,14.41,14.06,13.25,12.5,33.985,34.761,39.209,38.072,10.63,991.32,86.13,0.177,364.3,-0.1,373.1,0.2,0,2025-05-01 02:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.2,2025-05-01 02:30:00,0.104166667,14.38,14.03,13.25,12.5,33.985,34.695,39.261,38.097,10.66,990.98,85.41,0.187,365,-0.1,373.5,0.1,0,2025-05-01 02:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.03,2025-05-01 03:00:00,0.125,14.31,14,13.25,12.5,34.028,34.739,39.261,38.097,10.52,990.07,89.05,0.139,364.6,0,373.1,0.2,0.008,2025-05-01 03:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.03,2025-05-01 03:30:00,0.145833333,14.28,14,13.25,12.5,34.007,34.761,39.184,38.097,10.31,989.32,91.04,0.112,365.3,0,373.1,0.1,0,2025-05-01 03:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.1,2025-05-01 04:00:00,0.166666667,14.22,13.97,13.25,12.5,33.964,34.804,39.235,38.122,10.28,988,94.49,0.069,366,0,373.4,0.1,0,2025-05-01 04:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.09,2025-05-01 04:30:00,0.1875,14.16,13.97,13.25,12.5,34.049,34.761,39.235,38.147,10.46,988.18,95.42,0.058,367.4,0.1,374.3,0.1,0,2025-05-01 04:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.03,2025-05-01 05:00:00,0.208333333,14.13,13.94,13.25,12.5,34.049,34.761,39.261,38.172,9.91,987.81,95.49,0.055,,,,,0,2025-05-01 05:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.05,2025-05-01 05:30:00,0.229166667,14.06,13.91,13.22,12.5,34.028,34.761,39.261,38.172,9.77,986.86,95.5,0.054,362.6,0,370.4,0,0.008,2025-05-01 05:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,1.33,2025-05-01 06:00:00,0.25,14,13.88,13.22,12.5,33.964,34.804,39.235,38.172,9.92,987.16,94.65,0.065,364.6,0.2,372.3,0.1,0,2025-05-01 06:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.68,2025-05-01 06:30:00,0.270833333,12.44,12.25,11.56,10.87,32.529,28.192,38.446,36.435,9.68,986.37,94.5,0.066,363.8,2.3,371.7,0.5,0,2025-05-01 06:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,11.48,2025-05-01 07:00:00,0.291666667,13.91,13.84,13.22,12.5,33.985,34.739,39.209,38.122,9.47,985.77,95.36,0.055,362.4,7.6,370.9,1.1,7.8,2025-05-01 07:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 07:30:00,0.3125,,,,,,,,,,,,,361.7,4.7,369.4,0.5,,2025-05-01 07:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 08:30:00,0.354166667,13.78,13.78,13.19,12.5,34.028,34.804,39.235,38.172,,,,,,,,,,2025-05-01 08:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 09:00:00,0.375,13.72,13.75,13.19,12.5,34.049,34.761,39.235,38.172,,,,,,,,,,2025-05-01 09:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,67.85,2025-05-01 09:30:00,0.395833333,13.69,13.72,13.19,12.5,34.07,34.804,39.209,38.221,11.93,984.21,97.32,0.037,,,,,,2025-05-01 09:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-1.206,2025-05-01 10:00:00,0.416666667,12.22,12.12,11.53,10.91,33.67,41.093,38.446,36.412,12.51,982.66,97.87,0.031,385.4,112.7,394.1,17.1,0,2025-05-01 10:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 10:30:00,0.4375,,,,,,,,,14.66,982.5,97.75,0.038,394.4,116.7,402.5,17.8,0.016,2025-05-01 10:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.337,2025-05-01 11:00:00,0.458333333,12.22,12.09,11.53,10.91,33.586,41.093,38.472,36.435,17.71,983.5,93.31,0.135,406.4,57.2,411.6,8.4,0.008,2025-05-01 11:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 11:30:00,0.479166667,,,,,,,,,19.21,983.26,91.23,0.195,414,181.4,419.6,28.8,,2025-05-01 11:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.161,2025-05-01 12:00:00,0.5,12.28,12.06,11.53,10.91,33.524,41.093,38.421,36.458,,,,,,,,,,2025-05-01 12:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 13:00:00,0.541666667,,,,,,,,,20.72,981.75,86.39,0.332,,,,,,2025-05-01 13:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,16.434,2025-05-01 13:30:00,0.5625,12.53,12.03,11.5,10.91,34.028,41.203,38.446,36.482,20.32,981.69,80.44,0.466,,,,,,2025-05-01 13:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,19.669,2025-05-01 14:30:00,0.604166667,14.13,13.53,13.06,12.5,34.07,34.717,39.235,38.196,,,,,,,,,,2025-05-01 14:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 15:00:00,0.625,,,,,,,,,,,,,419.9,146,418.9,26.3,,2025-05-01 15:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,161.02,2025-05-01 15:30:00,0.645833333,,,,,,,,,,,,,,,,,,2025-05-01 15:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 16:00:00,0.666666667,14.62,13.53,13.06,12.5,34.028,34.761,39.184,38.172,17.55,983.22,77.97,0.441,,,,,,2025-05-01 16:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 16:30:00,0.6875,,,,,,,,,17.13,983.41,79.33,0.403,,,,,,2025-05-01 16:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 17:00:00,0.708333333,,,,,,,,,17.09,984.75,78.1,0.426,,,,,0.008,2025-05-01 17:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,101.36,2025-05-01 17:30:00,0.729166667,15,13.59,13.03,12.5,34.028,34.695,39.209,38.172,,,,,,,,,,2025-05-01 17:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,42.79,2025-05-01 18:00:00,0.75,15.09,13.62,13.03,12.5,34.007,34.695,39.209,38.221,16.91,985.17,79.54,0.394,,,,,0,2025-05-01 18:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-01 18:30:00,0.770833333,15.13,13.66,13.03,12.5,34.007,34.717,39.132,38.172,16.6,985.25,82.61,0.328,395.3,20.4,404.4,3.6,7.824,2025-05-01 18:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,10.11,2025-05-01 19:00:00,0.791666667,,,,,,,,,,,,,,,,,,2025-05-01 19:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.32,2025-05-01 20:00:00,0.833333333,15.22,13.75,13.03,12.47,34.028,34.717,39.261,38.147,16.05,986.18,82.57,0.317,,,,,0,2025-05-01 20:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.02,2025-05-01 20:30:00,0.854166667,15.22,13.81,13.03,12.47,34.028,34.695,39.209,38.172,16.18,986.4,77.64,0.41,,,,,,2025-05-01 20:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.03,2025-05-01 21:00:00,0.875,15.22,13.81,13.03,12.47,34.091,34.695,39.209,38.147,15.97,986.72,80.11,0.36,,,,,0,2025-05-01 21:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.08,2025-05-01 21:30:00,0.895833333,15.22,13.84,13.03,12.47,34.091,34.717,39.235,38.196,15.6,987.01,81.18,0.333,388.4,0,397.2,-0.1,0,2025-05-01 21:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.07,2025-05-01 22:00:00,0.916666667,15.19,13.88,13.03,12.47,34.028,34.739,39.184,38.221,15.34,987.27,81.97,0.314,,,,,0,2025-05-01 22:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.08,2025-05-01 22:30:00,0.9375,15.16,13.91,13.03,12.47,34.091,34.695,39.235,38.196,15.26,987.25,82.25,0.307,386.4,-0.1,395.5,0,0.008,2025-05-01 22:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.15,2025-05-01 23:00:00,0.958333333,15.13,13.91,13.06,12.47,34.113,34.695,39.209,38.172,15.1,987.41,83.04,0.291,385.8,-0.1,394.7,-0.1,0.008,2025-05-01 23:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.4,2025-05-01 23:30:00,0.979166667,15.09,13.94,13.06,12.47,34.113,34.673,39.235,38.196,14.54,987.39,84.06,0.263,355.6,-0.4,388.5,0,0,2025-05-01 23:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.4,2025-05-02 00:00:00,1,15.06,13.94,13.06,12.47,34.113,34.695,39.235,38.172,14.44,987.83,83.96,0.263,358.9,-0.3,389.3,-0.1,0,2025-05-02 00:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0,2025-05-02 00:30:00,1.020833333,15.03,13.97,13.06,12.47,34.134,34.695,39.184,38.147,14.31,987.86,84.73,0.249,366.1,-0.3,388.9,-0.1,0,2025-05-02 00:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.15,2025-05-02 01:00:00,1.041666667,15,13.97,13.06,12.47,34.113,34.717,39.184,38.172,14.11,987.54,82.8,0.277,375.1,-0.1,389.2,0,0,2025-05-02 01:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.51,2025-05-02 01:30:00,1.0625,14.97,13.97,13.09,12.47,34.091,34.739,39.235,38.196,13.74,987.42,82.85,0.269,361.4,-0.2,386.7,-0.1,0,2025-05-02 01:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.33,2025-05-02 02:00:00,1.083333333,14.91,13.97,13.09,12.47,34.091,34.717,39.235,38.172,13.12,987.35,84.53,0.233,347.6,-0.3,382.3,0,0,2025-05-02 02:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.38,2025-05-02 02:30:00,1.104166667,14.87,14,13.09,12.47,34.134,34.695,39.184,38.172,12.71,987.88,85.9,0.207,343.8,-0.4,379.5,0,0.008,2025-05-02 02:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.24,2025-05-02 03:00:00,1.125,14.84,14,13.09,12.47,34.155,34.673,39.184,38.172,12.3,987.83,87.27,0.182,345,-0.3,376.9,0.1,0,2025-05-02 03:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.2,2025-05-02 03:30:00,1.145833333,14.78,14,13.13,12.47,34.134,34.717,39.158,38.172,10.01,987.76,91.39,0.106,338.9,-0.4,375.4,-0.1,0,2025-05-02 03:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.04,2025-05-02 04:00:00,1.166666667,14.75,13.97,13.13,12.47,34.134,34.717,39.184,38.172,8.98,988.02,93.91,0.07,356.3,-0.1,369.8,0,0,2025-05-02 04:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.626,2025-05-02 04:30:00,1.1875,14.69,14,13.13,12.5,34.155,34.717,39.209,38.172,8.69,987.34,94.33,0.064,357.9,0.1,368,0.2,0,2025-05-02 04:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.1,2025-05-02 05:00:00,1.208333333,14.66,13.97,13.13,12.5,34.155,34.739,39.209,38.147,7.97,988.4,95.04,0.053,355.6,0,366.1,0.1,0,2025-05-02 05:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.05,2025-05-02 05:30:00,1.229166667,14.59,13.97,13.13,12.5,34.177,34.717,39.184,38.196,7.45,988.92,95.59,0.046,352.8,-0.1,363.5,0,0,2025-05-02 05:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.05,2025-05-02 06:00:00,1.25,14.53,13.97,13.13,12.5,34.155,34.695,39.209,38.147,7.46,988.87,95.23,0.049,351.9,0.4,362.8,0.1,0.008,2025-05-02 06:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,5.5,2025-05-02 06:30:00,1.270833333,14.47,13.97,13.13,12.5,34.155,34.673,39.158,38.122,7.36,989.47,95.04,0.051,350.8,2.5,361.6,0.4,0,2025-05-02 06:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.426,2025-05-02 07:00:00,1.291666667,14.38,13.94,13.16,12.5,34.22,34.717,39.209,38.172,7.08,989.6,94.76,0.053,350.1,6,361.2,1.2,0,2025-05-02 07:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.445,2025-05-02 08:00:00,1.333333333,,,,,,,,,7.02,989.25,95.24,0.048,349.7,17.8,361.5,3.2,10.024,2025-05-02 08:00:00,TRUE,1
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.73,2025-05-02 08:30:00,1.354166667,12.84,12.5,11.63,10.97,31.54,36.365,38.522,36.458,6.92,990.98,94.12,0.059,,,,,5.076,2025-05-02 08:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 09:30:00,1.395833333,12.72,12.47,11.66,10.97,31.483,35.381,38.497,36.435,,,,,,,,,,2025-05-02 09:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.464,2025-05-02 10:00:00,1.416666667,,,,,,,,,,,,,358.2,96.6,371,18.4,,2025-05-02 10:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 10:30:00,1.4375,12.63,12.44,11.66,10.97,31.37,34.262,38.497,36.529,8.11,990.47,87.34,0.137,,,,,,2025-05-02 10:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,110.37,2025-05-02 11:00:00,1.458333333,13.91,13.81,13.16,12.53,34.241,34.651,39.184,38.172,8.08,992.29,84.02,0.172,,,,,0.016,2025-05-02 11:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 11:30:00,1.479166667,13.84,13.78,13.16,12.53,34.241,34.673,39.235,38.196,,,,,,,,,0,2025-05-02 11:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,156.4,2025-05-02 12:00:00,1.5,,,,,,,,,,,,,,,,,,2025-05-02 12:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-2.678,2025-05-02 12:30:00,1.520833333,12.53,12.34,11.66,11,31.352,32.829,38.497,36.458,9.02,991.66,78.9,0.242,,,,,,2025-05-02 12:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,120.59,2025-05-02 13:00:00,1.541666667,13.78,13.72,13.13,12.53,34.22,34.673,39.209,38.147,9.43,991.84,76.79,0.274,360.4,106.1,379.7,19.8,,2025-05-02 13:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 13:30:00,1.5625,,,,,,,,,,,,,,,,,0,2025-05-02 13:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.421,2025-05-02 14:00:00,1.583333333,12.5,12.28,11.66,11,31.314,30.365,38.472,36.458,10.13,991.81,74.55,0.315,367.1,270.3,393.4,53.7,0,2025-05-02 14:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,279.47,2025-05-02 14:30:00,1.604166667,,,,,,,,,,,,,,,,,0,2025-05-02 14:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,1.641,2025-05-02 15:00:00,1.625,,,,,,,,,10.08,993.23,72.64,0.337,362.5,201.6,392.3,40.3,0,2025-05-02 15:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 15:30:00,1.645833333,,,,,,,,,,,,,354.8,398.7,406.7,81.1,,2025-05-02 15:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.744,2025-05-02 16:00:00,1.666666667,12.63,12.25,11.63,11,31.277,29.701,38.472,36.482,10.99,991.38,69.91,0.394,,,,,,2025-05-02 16:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 16:30:00,1.6875,,,,,,,,,10.04,991.09,73.33,0.328,,,,,,2025-05-02 16:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,61.37,2025-05-02 17:30:00,1.729166667,,,,,,,,,,,,,,,,,0,2025-05-02 17:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,64.32,2025-05-02 18:00:00,1.75,14.09,13.56,13.09,12.53,34.241,34.63,39.209,38.172,9.5,992.01,74.16,0.306,344.3,68.7,380.3,13.7,0,2025-05-02 18:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-02 19:00:00,1.791666667,,,,,,,,,8.69,991.84,76.54,0.263,,,,,0,2025-05-02 19:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.1,2025-05-02 19:30:00,1.8125,14.16,13.56,13.06,12.53,34.22,34.608,39.158,38.172,8.08,993.19,78.86,0.228,348.7,6.1,365.5,1.2,0,2025-05-02 19:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.33,2025-05-02 20:00:00,1.833333333,14.13,13.56,13.06,12.56,34.155,34.651,39.184,38.122,7.96,992.98,78.36,0.231,352.5,0.9,365,0.3,0,2025-05-02 20:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.08,2025-05-02 21:00:00,1.875,14.06,13.56,13.03,12.53,34.198,34.63,39.132,38.172,7.66,993.47,81.29,0.196,,,,,0,2025-05-02 21:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.09,2025-05-02 21:30:00,1.895833333,14,13.56,13.06,12.53,34.198,34.63,39.158,38.122,7.58,993.78,82.38,0.183,347.5,-0.1,361.5,0.1,0,2025-05-02 21:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.15,2025-05-02 22:00:00,1.916666667,13.97,13.59,13.03,12.53,34.22,34.651,39.209,38.196,7.89,993.98,77.66,0.237,348.8,-0.1,362.4,0.1,0,2025-05-02 22:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.28,2025-05-02 22:30:00,1.9375,13.91,13.56,13.03,12.53,34.177,34.63,39.158,38.172,7.9,993.8,78.56,0.228,350,-0.1,362.2,0.1,0.008,2025-05-02 22:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-6.174,2025-05-02 23:00:00,1.958333333,13.84,13.56,13.03,12.53,34.198,34.63,39.132,38.147,7.58,992.94,81.75,0.19,348.9,-0.6,360.4,0.2,0,2025-05-02 23:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.21,2025-05-02 23:30:00,1.979166667,13.78,13.56,13.03,12.53,34.241,34.651,39.107,38.172,7.68,993.54,79.71,0.213,349.8,-0.8,360.9,0,0,2025-05-02 23:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.21,2025-05-03 00:00:00,2,13.72,13.53,13.03,12.53,34.155,34.63,39.158,38.147,7.65,993.21,80.78,0.201,349.8,-0.6,360.7,0.1,0,2025-05-03 00:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.19,2025-05-03 00:30:00,2.020833333,13.66,13.53,13.03,12.53,34.241,34.63,39.158,38.196,7.49,993.56,83.22,0.174,337.2,-0.4,357.5,0.1,0,2025-05-03 00:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.17,2025-05-03 01:00:00,2.041666667,13.59,13.53,13.03,12.53,34.241,34.63,39.132,38.147,7.25,993.32,83.06,0.172,334.6,-0.4,356.2,0.1,0,2025-05-03 01:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.11,2025-05-03 01:30:00,2.0625,13.53,13.5,13.03,12.53,34.262,34.63,39.132,38.172,7.69,992.33,79.73,0.213,338.5,-0.4,357.2,0,0,2025-05-03 01:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.11,2025-05-03 02:00:00,2.083333333,13.47,13.47,13,12.53,34.198,34.608,39.158,38.122,7.61,992.77,79.17,0.217,341.7,-0.2,357.8,0,0,2025-05-03 02:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.18,2025-05-03 02:30:00,2.104166667,13.41,13.47,13,12.53,34.241,34.608,39.184,38.097,7,992.42,82.32,0.177,335.2,-0.1,355.4,0.1,0,2025-05-03 02:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.18,2025-05-03 03:00:00,2.125,13.34,13.44,13,12.53,34.262,34.564,39.132,38.097,6.98,992.81,81.94,0.18,340,-0.1,356,0.1,0,2025-05-03 03:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.23,2025-05-03 03:30:00,2.145833333,13.28,13.44,13,12.53,34.241,34.651,39.184,38.147,6.81,993.06,84.35,0.155,332.5,-0.2,354.6,0,0,2025-05-03 03:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.31,2025-05-03 04:00:00,2.166666667,13.22,13.41,13,12.53,34.262,34.63,39.184,38.122,6.47,993.17,86.59,0.129,322.5,-0.3,352.4,0.1,0,2025-05-03 04:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.11,2025-05-03 04:30:00,2.1875,13.16,13.37,13,12.53,34.262,34.673,39.132,38.172,6.33,993.51,88.13,0.113,,,,,0,2025-05-03 04:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.32,2025-05-03 05:00:00,2.208333333,13.09,13.34,13,12.53,34.262,34.63,39.158,38.172,6.32,993.35,88.44,0.11,326,-0.2,352.8,0,0,2025-05-03 05:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-8.773,2025-05-03 05:30:00,2.229166667,13.03,13.34,12.97,12.53,34.284,34.63,39.158,38.147,6.22,993.62,89.58,0.099,310.5,-0.3,350.5,0.1,0,2025-05-03 05:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.39,2025-05-03 06:00:00,2.25,12.97,13.31,12.97,12.53,34.262,34.608,39.158,38.172,6.51,994.33,89.14,0.105,343.6,1.9,354.7,0.4,0,2025-05-03 06:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,14.24,2025-05-03 06:30:00,2.270833333,,,,,,,,,6.66,994.24,88.53,0.112,311.7,10.5,353,1.8,0,2025-05-03 06:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,60.06,2025-05-03 07:00:00,2.291666667,12.84,13.25,12.94,12.53,34.262,34.63,39.132,38.147,7.04,994.8,87.02,0.13,317,38.7,357.1,8.4,0,2025-05-03 07:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-03 08:30:00,2.354166667,11.44,11.84,11.53,11.03,31.054,28.02,38.421,36.412,8.59,995.33,78.94,0.235,,,,,,2025-05-03 08:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,570.89,2025-05-03 09:00:00,2.375,,,,,,,,,,,,,,,,,14.344,2025-05-03 09:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,657.98,2025-05-03 09:30:00,2.395833333,12.66,13.09,12.91,12.5,34.262,34.586,39.184,38.147,8.71,995.44,77.72,0.25,,,,,,2025-05-03 09:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-03 10:00:00,2.416666667,12.66,13.06,12.91,12.5,34.241,34.608,39.158,38.122,9.15,995.43,77.09,0.265,327.6,595.7,385.5,54.5,,2025-05-03 10:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,,2025-05-03 10:30:00,2.4375,11.38,11.72,11.47,11.03,31.054,27.989,38.472,36.435,,,,,,,,,,2025-05-03 10:30:00,FALSE,0
