site,sage_id,node_id,location,campus_site,hf,timestamp_corr,time_elapsed_days,temp_15,temp_30,temp_45,temp_60,vwc_15,vwc_30,vwc_45,vwc_60,air_temp,bp,rel_humid,vp_deficit_kpa,in_long,in_short,out_long,out_short,solar_voltage,timestamp,sunlight,sunlight_hours
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-12.116,2025-05-11 07:30:00,10.3125,12.5,13,12.75,12.41,29.077,33.774,38.8,37.801,11.11,1006.37,70.4,0.391,341.5,372.7,387,90.1,0,2025-05-11 07:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-9.522,2025-05-11 08:00:00,10.33333333,12.47,12.97,12.72,12.41,29.011,33.774,38.8,37.825,11.81,1006.56,67.77,0.446,346,475.9,398.3,129.6,0,2025-05-11 08:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-3.571,2025-05-11 08:30:00,10.35416667,12.44,12.94,12.72,12.41,28.913,33.753,38.8,37.801,12.67,1006.96,65.77,0.501,350.8,573.9,411,147.3,14.642,2025-05-11 08:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.687,2025-05-11 09:00:00,10.375,12.44,12.91,12.72,12.41,28.896,33.753,38.8,37.85,13.28,1006.78,62.44,0.572,354.6,665.3,416.7,155.8,0,2025-05-11 09:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,11.428,2025-05-11 09:30:00,10.39583333,11.75,12.03,11.66,11.22,30.117,27.458,38.246,36.435,13.8,1006.5,61.99,0.599,358.6,749.3,420.3,149.9,0.008,2025-05-11 09:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,16.598,2025-05-11 10:00:00,10.41666667,11.78,12,11.66,11.25,30.047,27.443,38.221,36.435,13.97,1006.23,62.63,0.595,355.8,818.4,421.4,135.4,0,2025-05-11 10:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,1.552,2025-05-11 10:30:00,10.4375,11.81,12,11.66,11.25,30.117,27.443,38.147,36.388,15.11,1005.19,57.24,0.733,362.1,226.7,413.7,56,0,2025-05-11 10:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.066,2025-05-11 11:00:00,10.45833333,11.91,11.97,11.66,11.25,30.047,27.443,38.147,36.412,15.07,1004.94,55.31,0.764,355.4,115.5,407.8,46.7,0,2025-05-11 11:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.931,2025-05-11 11:30:00,10.47916667,11.97,11.94,11.66,11.25,30.082,27.458,38.196,36.412,16.43,1005,53.13,0.874,378.3,921.7,428.8,85.4,3.634,2025-05-11 11:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,5.254,2025-05-11 12:00:00,10.5,12.03,11.91,11.63,11.25,30.065,27.443,38.122,36.412,16.57,1004.78,53.39,0.877,360.7,296.2,417.3,94.5,14.247,2025-05-11 12:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.852,2025-05-11 12:30:00,10.52083333,12.12,11.91,11.63,11.25,30.03,27.458,38.147,36.388,17.34,1004.5,50.6,0.976,369.5,485.1,445.6,113.6,0.008,2025-05-11 12:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,11.246,2025-05-11 13:00:00,10.54166667,12.22,11.91,11.63,11.25,30.03,27.428,38.097,36.435,17.1,1004.16,52.22,0.93,381.4,888.4,449.9,104.9,0,2025-05-11 13:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,14.349,2025-05-11 13:30:00,10.5625,12.34,11.91,11.63,11.25,30.03,27.443,38.122,36.388,17.82,1004.03,48.22,1.055,372,111.5,445,97.1,0.008,2025-05-11 13:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.668,2025-05-11 14:00:00,10.58333333,12.5,11.91,11.59,11.25,30.03,27.443,38.047,36.388,18.29,1003.78,47.96,1.092,378.1,618.6,456.1,103.7,14.255,2025-05-11 14:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,16.299,2025-05-11 14:30:00,10.60416667,12.66,11.91,11.59,11.25,30.03,27.428,38.047,36.435,18.38,1003.25,45.74,1.144,383.9,637.8,462.4,120.2,0.008,2025-05-11 14:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,17.748,2025-05-11 15:00:00,10.625,12.84,11.94,11.59,11.25,29.995,27.443,38.072,36.388,18.46,1003.03,43.76,1.192,380.3,815,463.7,125.8,0,2025-05-11 15:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,18.855,2025-05-11 15:30:00,10.64583333,13.03,11.94,11.59,11.25,30.012,27.398,38.047,36.365,18.6,1002.47,41.97,1.241,375.6,110.6,450.4,100.1,14.287,2025-05-11 15:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,18.075,2025-05-11 16:00:00,10.66666667,13.25,11.97,11.59,11.25,29.96,27.413,38.023,36.365,18.54,1002.31,40.96,1.258,389.1,433,452.4,102,14.312,2025-05-11 16:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,17.332,2025-05-11 16:30:00,10.6875,13.47,12.03,11.59,11.25,29.96,27.413,37.973,36.412,18.6,1001.88,39.77,1.288,387.2,614.5,450.1,94.6,0.016,2025-05-11 16:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,16.757,2025-05-11 17:00:00,10.70833333,13.62,12.06,11.59,11.22,29.943,27.398,37.973,36.435,18.59,1001.66,39.89,1.284,386.1,520.4,443.7,82.2,0.008,2025-05-11 17:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,16.528,2025-05-11 17:30:00,10.72916667,13.78,12.09,11.59,11.25,29.908,27.428,37.949,36.342,18.22,1001.25,40.25,1.248,381.7,403.3,428.5,47.6,0.008,2025-05-11 17:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.27,2025-05-11 18:00:00,10.75,13.91,12.16,11.56,11.25,29.925,27.368,37.973,36.365,17.98,1000.88,40.93,1.215,375,146.9,424.2,44.9,0,2025-05-11 18:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,13.709,2025-05-11 18:30:00,10.77083333,14,12.19,11.56,11.25,29.891,27.398,37.973,36.388,17.92,1000.59,40.91,1.211,372.5,228.5,419,37.9,0,2025-05-11 18:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,12.097,2025-05-11 19:00:00,10.79166667,14.09,12.25,11.59,11.25,29.891,27.368,37.924,36.365,16.99,1000.28,43.88,1.085,367.8,36.1,405.6,8.6,0.008,2025-05-11 19:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,10.297,2025-05-11 19:30:00,10.8125,14.13,12.31,11.59,11.25,29.908,27.383,37.973,36.365,16.28,1000.03,45.36,1.01,363.1,18.1,399,4.2,11.177,2025-05-11 19:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,8.404,2025-05-11 20:00:00,10.83333333,14.13,12.37,11.59,11.22,29.891,27.383,37.949,36.412,15.35,1000.06,49.68,0.876,358,4.4,391.9,1.1,0,2025-05-11 20:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,6.684,2025-05-11 20:30:00,10.85416667,14.13,12.41,11.59,11.25,29.925,27.368,37.85,36.435,13.7,1000.16,55.42,0.698,352.2,-0.3,384.5,0,0,2025-05-11 20:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,5.029,2025-05-11 21:00:00,10.875,14.09,12.47,11.59,11.22,29.891,27.368,37.899,36.412,12.98,1000.47,57.56,0.634,350.1,-0.3,382,0,0,2025-05-11 21:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.552,2025-05-11 21:30:00,10.89583333,14.06,12.5,11.63,11.25,29.891,27.383,37.85,36.365,12.61,1000.28,55.45,0.649,349.5,-0.2,379.8,0,0,2025-05-11 21:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.258,2025-05-11 22:00:00,10.91666667,14,12.53,11.63,11.25,29.891,27.383,37.875,36.342,13.06,1000.56,53.53,0.698,347.9,-0.3,379.2,0,0,2025-05-11 22:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,1.164,2025-05-11 22:30:00,10.9375,13.94,12.59,11.63,11.25,29.891,27.354,37.85,36.365,12.43,1000.63,57.26,0.615,345.5,-0.3,377.8,-0.1,0,2025-05-11 22:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,0.229,2025-05-11 23:00:00,10.95833333,13.88,12.59,11.66,11.25,29.839,27.339,37.801,36.388,11.84,1000.56,60.97,0.54,343,-0.3,375.5,0,0,2025-05-11 23:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-0.626,2025-05-11 23:30:00,10.97916667,13.81,12.63,11.66,11.25,29.856,27.354,37.85,36.388,11.35,1000.5,64.76,0.473,340.9,-0.4,373.5,0,0.008,2025-05-11 23:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-1.388,2025-05-12 00:00:00,11,13.72,12.66,11.66,11.25,29.839,27.339,37.825,36.365,10.85,1000.16,68.15,0.413,339,-0.3,371.4,0,0,2025-05-12 00:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-2.061,2025-05-12 00:30:00,11.02083333,13.66,12.66,11.69,11.25,29.821,27.354,37.85,36.365,10.55,999.94,70.55,0.375,336.9,-0.3,369.2,0,0,2025-05-12 00:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-2.65,2025-05-12 01:00:00,11.04166667,13.59,12.66,11.69,11.25,29.821,27.368,37.801,36.342,10.36,999.63,73.25,0.336,336.1,-0.3,368.1,0,0,2025-05-12 01:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-3.244,2025-05-12 01:30:00,11.0625,13.5,12.69,11.72,11.25,29.821,27.339,37.776,36.318,9.88,999.5,77.23,0.277,335.8,-0.2,367.5,0.1,0,2025-05-12 01:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-3.702,2025-05-12 02:00:00,11.08333333,13.44,12.69,11.72,11.25,29.856,27.354,37.801,36.365,9.51,999.28,80.72,0.229,335.5,-0.1,366.1,0.2,0,2025-05-12 02:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.113,2025-05-12 02:30:00,11.10416667,13.34,12.69,11.72,11.25,29.839,27.324,37.801,36.388,9.14,999.13,82.82,0.199,334.3,-0.3,365,0.1,0,2025-05-12 02:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.473,2025-05-12 03:00:00,11.125,13.28,12.69,11.75,11.25,29.821,27.324,37.727,36.342,8.62,998.94,84.85,0.169,333.5,-0.3,363,0.1,0,2025-05-12 03:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.8,2025-05-12 03:30:00,11.14583333,13.22,12.66,11.75,11.25,29.821,27.324,37.801,36.342,8.28,998.81,86.62,0.146,332.2,-0.2,362,0,0,2025-05-12 03:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.095,2025-05-12 04:00:00,11.16666667,13.16,12.66,11.75,11.25,29.821,27.309,37.752,36.342,8.18,998.41,88.42,0.126,333.5,-0.2,361.8,0.1,0,2025-05-12 04:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.371,2025-05-12 04:30:00,11.1875,13.09,12.66,11.78,11.28,29.804,27.339,37.752,36.412,9.15,999.38,87.39,0.146,334.8,-0.3,362.2,0.1,0,2025-05-12 04:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.572,2025-05-12 05:00:00,11.20833333,13,12.63,11.78,11.28,29.821,27.324,37.727,36.365,8.53,998.38,90.65,0.104,338.9,-0.1,363.6,0.1,0,2025-05-12 05:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.674,2025-05-12 05:30:00,11.22916667,12.94,12.63,11.78,11.28,29.804,27.309,37.654,36.388,10.2,998.16,83.76,0.202,341,1,367.6,0.4,0,2025-05-12 05:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.604,2025-05-12 06:00:00,11.25,12.88,12.59,11.81,11.28,29.804,27.324,37.678,36.388,10.62,998.13,80.57,0.248,342.9,9.4,370.4,2.3,0,2025-05-12 06:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-5.389,2025-05-12 06:30:00,11.27083333,12.81,12.59,11.81,11.28,29.804,27.309,37.629,36.365,11.3,998.25,77.76,0.297,345.8,18.2,374.3,4.3,0,2025-05-12 06:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.978,2025-05-12 07:00:00,11.29166667,12.75,12.56,11.81,11.31,29.804,27.309,37.581,36.365,12.47,998.38,73,0.39,353,34.6,381.4,8,0,2025-05-12 07:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-4.23,2025-05-12 07:30:00,11.3125,12.69,12.56,11.81,11.28,29.787,27.339,37.629,36.365,13.88,998.25,66.3,0.534,359.9,44.9,388.2,11.5,0,2025-05-12 07:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-3.225,2025-05-12 08:00:00,11.33333333,12.66,12.53,11.81,11.31,29.718,27.324,37.556,36.388,15.15,998.53,57.1,0.737,365.4,240.6,401.2,45.7,6.865,2025-05-12 08:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,-1.239,2025-05-12 08:30:00,11.35416667,12.63,12.5,11.81,11.31,29.752,27.324,37.556,36.412,16.23,998,52.23,0.88,371.2,158.6,412.7,53.4,0,2025-05-12 08:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,1.57,2025-05-12 09:00:00,11.375,12.63,12.47,11.84,11.31,29.77,27.309,37.556,36.365,17.63,997.84,51.06,0.985,383.8,378.3,425.3,66.9,0,2025-05-12 09:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.076,2025-05-12 09:30:00,11.39583333,12.63,12.47,11.81,11.31,29.735,27.309,37.483,36.388,19.11,997.44,49.72,1.11,391.1,382.5,438.5,68.3,0.008,2025-05-12 09:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,5.464,2025-05-12 10:00:00,11.41666667,12.66,12.44,11.84,11.31,29.735,27.324,37.483,36.388,19.91,997.09,45.26,1.27,394.9,494,435.7,54.8,0,2025-05-12 10:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,6.305,2025-05-12 10:30:00,11.4375,13.69,13.28,12.88,12.5,26.688,33.462,38.775,37.752,19.57,996.84,44.62,1.259,391.4,119.7,435.8,51.9,0,2025-05-12 10:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.002,2025-05-12 11:00:00,11.45833333,12.78,12.41,11.81,11.34,29.735,27.309,37.483,36.412,19.18,996.31,45.64,1.205,390.2,355.3,429.6,49.7,0,2025-05-12 11:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.81,2025-05-12 11:30:00,11.47916667,12.88,12.41,11.84,11.31,29.684,27.294,37.508,36.388,19.91,996,45.19,1.272,398.6,619.6,439.8,66.1,14.295,2025-05-12 11:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,9.437,2025-05-12 12:00:00,11.5,12.97,12.41,11.84,11.34,29.701,27.294,37.435,36.388,19.12,995.81,45.72,1.199,397.9,328.5,445,90.8,0,2025-05-12 12:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,10.989,2025-05-12 12:30:00,11.52083333,13.06,12.41,11.84,11.34,29.684,27.294,37.459,36.365,19.55,995.25,46.17,1.221,405.1,956.9,459.3,115.6,0.008,2025-05-12 12:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,13.321,2025-05-12 13:00:00,11.54166667,13.16,12.41,11.81,11.34,29.684,27.28,37.435,36.365,20.39,994.63,42.78,1.368,403.6,388.2,450.3,73,14.255,2025-05-12 13:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.121,2025-05-12 13:30:00,11.5625,13.25,12.41,11.84,11.34,29.615,27.28,37.411,36.388,19.48,994.19,43.97,1.266,401.7,164.7,431.2,35.4,0,2025-05-12 13:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.261,2025-05-12 14:00:00,11.58333333,13.41,12.41,11.81,11.34,29.632,27.25,37.362,36.435,19.24,993.97,44.39,1.238,410.1,368.8,448.1,88.9,0,2025-05-12 14:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.009,2025-05-12 14:30:00,11.60416667,13.53,12.44,11.81,11.34,29.632,27.265,37.362,36.412,21,993.44,43.2,1.41,416.9,271.5,449.4,61.3,0.016,2025-05-12 14:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.027,2025-05-12 15:00:00,11.625,13.66,12.47,11.81,11.34,29.632,27.28,37.386,36.342,21.52,992.78,44.25,1.429,423.4,260.5,450.9,54.8,0.008,2025-05-12 15:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.065,2025-05-12 15:30:00,11.64583333,13.75,12.47,11.81,11.34,29.564,27.25,37.362,36.412,22.06,992.44,42.72,1.517,410,173.8,447,36.2,0.008,2025-05-12 15:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.396,2025-05-12 16:00:00,11.66666667,14.84,13.47,12.88,12.53,26.148,33.358,38.699,37.727,21.68,991.91,41.43,1.515,409.9,227.5,445.5,44.7,0.008,2025-05-12 16:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.934,2025-05-12 16:30:00,11.6875,13.97,12.53,11.81,11.38,29.581,27.294,37.362,36.412,23.26,991.53,39.9,1.712,427.1,287.5,463.3,51.4,0.008,2025-05-12 16:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,17.065,2025-05-12 17:00:00,11.70833333,14.03,12.56,11.84,11.38,29.496,27.265,37.362,36.388,22.24,991.06,41.86,1.557,410.6,112.4,442.4,23.1,0.008,2025-05-12 17:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,17.177,2025-05-12 17:30:00,11.72916667,14.16,12.59,11.84,11.38,29.547,27.265,37.386,36.412,21.06,990.97,43.74,1.401,412.1,308.8,440.5,52.7,0,2025-05-12 17:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,15.995,2025-05-12 18:00:00,11.75,15.09,13.59,12.91,12.53,26.053,33.296,38.699,37.727,19.14,990.69,48.61,1.137,399.2,54.1,421.9,11.5,0.008,2025-05-12 18:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,14.27,2025-05-12 18:30:00,11.77083333,14.31,12.69,11.84,11.38,29.496,27.265,37.338,36.388,18.22,990.44,50.64,1.031,396.3,89.3,420.9,18.2,0,2025-05-12 18:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,12.714,2025-05-12 19:00:00,11.79166667,15.16,13.66,12.94,12.56,26.039,33.338,38.699,37.727,17.7,990.41,52.1,0.968,396.5,20.7,400.5,5.3,5.487,2025-05-12 19:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,11.064,2025-05-12 19:30:00,11.8125,14.44,12.75,11.84,11.38,29.496,27.206,37.314,36.365,16.64,990.5,55.96,0.832,389.1,8.7,405.5,1.8,0,2025-05-12 19:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,9.329,2025-05-12 20:00:00,11.83333333,14.44,12.81,11.84,11.38,29.496,27.206,37.338,36.388,15.86,990.53,60.3,0.714,384,2.3,401.1,0.4,0,2025-05-12 20:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,7.75,2025-05-12 20:30:00,11.85416667,14.44,12.84,11.88,11.38,29.445,27.235,37.314,36.388,15.25,990.53,63,0.64,387.1,-0.1,398.1,0,0,2025-05-12 20:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,6.366,2025-05-12 21:00:00,11.875,14.41,12.88,11.88,11.38,29.479,27.206,37.266,36.365,15.4,990.63,66,0.594,393,0,394.1,0,0,2025-05-12 21:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,5.394,2025-05-12 21:30:00,11.89583333,14.41,12.91,11.88,11.38,29.462,27.206,37.314,36.342,15.76,990.91,65.56,0.616,388.2,-0.1,399.2,-0.1,0,2025-05-12 21:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.716,2025-05-12 22:00:00,11.91666667,14.34,12.94,11.91,11.38,29.428,27.206,37.242,36.388,15.96,991,67.25,0.593,390.1,-0.1,400.3,0,0.008,2025-05-12 22:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.239,2025-05-12 22:30:00,11.9375,14.31,12.97,11.91,11.38,29.395,27.206,37.266,36.388,16.41,991.19,68.71,0.583,394,0,401.7,0,0,2025-05-12 22:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.968,2025-05-12 23:00:00,11.95833333,14.28,12.97,11.91,11.41,29.412,27.206,37.29,36.318,16.54,991.38,73.73,0.493,393.5,-0.1,401.5,0,0.008,2025-05-12 23:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.851,2025-05-12 23:30:00,11.97916667,14.25,13,11.94,11.41,29.428,27.191,37.29,36.365,16.16,990.97,78.25,0.399,391.3,-0.8,399.9,0,0,2025-05-12 23:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.758,2025-05-13 00:00:00,12,14.22,13.03,11.94,11.41,29.412,27.191,37.242,36.342,15.59,990.91,83.64,0.289,387.5,-0.2,397.8,0,0,2025-05-13 00:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.604,2025-05-13 00:30:00,12.02083333,14.19,13.03,11.97,11.41,29.412,27.191,37.266,36.388,15.89,990.69,85.49,0.261,386.8,0.1,400.6,-0.1,0,2025-05-13 00:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.44,2025-05-13 01:00:00,12.04166667,14.13,13.03,11.97,11.41,29.395,27.148,37.29,36.388,16.62,990.53,85.54,0.273,386.8,-0.1,401.2,0,0,2025-05-13 01:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.351,2025-05-13 01:30:00,12.0625,14.09,13.06,11.97,11.41,29.378,27.177,37.266,36.342,16.9,990.69,85.56,0.278,390.4,-0.2,402.5,-0.1,0,2025-05-13 01:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.379,2025-05-13 02:00:00,12.08333333,14.06,13.06,12,11.41,29.378,27.162,37.242,36.342,17.58,990.63,85.72,0.286,386.2,-0.1,405.2,0,0,2025-05-13 02:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.482,2025-05-13 02:30:00,12.10416667,14.06,13.06,12,11.44,29.311,27.177,37.266,36.365,17.43,990.75,86.7,0.264,390.1,-0.1,404.6,0,0,2025-05-13 02:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.618,2025-05-13 03:00:00,12.125,14.03,13.06,12,11.44,29.378,27.162,37.29,36.365,17.43,990.41,87.95,0.239,396.3,0,405.1,0,0,2025-05-13 03:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.781,2025-05-13 03:30:00,12.14583333,14,13.06,12.03,11.44,29.344,27.162,37.266,36.295,18.54,990.34,85.99,0.299,399.9,-0.1,411.1,-0.1,0,2025-05-13 03:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.08,2025-05-13 04:00:00,12.16666667,13.97,13.06,12.03,11.44,29.344,27.177,37.242,36.365,18.74,990.34,85.51,0.313,400.7,-0.1,411.8,-0.1,0,2025-05-13 04:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.478,2025-05-13 04:30:00,12.1875,13.97,13.06,12.03,11.44,29.311,27.148,37.242,36.365,18.29,990.13,86.82,0.277,392.3,-0.2,406.5,-0.1,0,2025-05-13 04:30:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,4.655,2025-05-13 05:00:00,12.20833333,13.94,13.06,12.06,11.44,29.294,27.133,37.242,36.388,17.06,990.25,90.15,0.191,386.3,-0.2,402,-0.1,0,2025-05-13 05:00:00,FALSE,0
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.859,2025-05-13 05:30:00,12.22916667,14.69,13.94,13.16,12.66,25.892,33.296,38.749,37.678,15.68,991.42,90.41,0.17,370.9,1.8,392,0.4,0,2025-05-13 05:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.417,2025-05-13 06:00:00,12.25,14.69,13.94,13.16,12.66,25.892,33.276,38.724,37.703,14.98,991.24,90.77,0.157,367.8,13.4,391.2,3.3,0.008,2025-05-13 06:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,2.878,2025-05-13 06:30:00,12.27083333,14.69,13.94,13.19,12.66,25.906,33.317,38.699,37.703,15.47,991.75,90.11,0.173,371.7,75.7,395.5,10.9,0.008,2025-05-13 06:30:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.478,2025-05-13 07:00:00,12.29166667,13.91,13.06,12.09,11.47,29.294,27.118,37.242,36.365,15.82,990.75,90.64,0.168,379.1,29.1,400.8,6.5,0.008,2025-05-13 07:00:00,TRUE,0.5
"NEIU, campus_site",W08D,MNLA4O107,Turf,NEIU,3.143,2025-05-13 07:30:00,12.3125,13.88,13.06,12.09,11.47,29.277,27.133,37.242,36.388,17.07,991.79,90.67,0.181,395.5,80.6,408.4,17.4,0.008,2025-05-13 07:30:00,TRUE,0.5
