NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,,
t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),cum. Flux (cm)
10.3817,0,,,14.4625,0,,,16.8668,0,,,15.0521,0,,,20.5625,0,,,8.6875,0,18.402
10.385,0,,,14.4681,0,,,16.8688,0,,,15.0542,0,,,20.5833,0,,,8.691,0,18.402
10.3904,0,,,14.4736,0,,,16.8719,0,,,15.0563,0,,,20.6042,0,,,8.6953,0,18.402
10.3958,0,,,14.4792,0,,,16.875,0,,,15.0583,0,,,20.615,0,,,8.7018,0,18.402
10.4028,0,,,14.4896,0,,,16.8783,0,,,15.0604,0,,,20.625,0,,,8.7083,0,18.402
10.4074,0,,,14.5,0,,,16.8803,0,,,15.0625,0,,,20.6458,0,,,8.7083,0,18.402
10.4121,0,,,14.5104,0,,,16.8828,0,,,15.0651,0,,,20.6667,0,,,8.7107,0,18.402
10.4167,0,,,14.5208,0,,,16.8858,0,,,15.0687,0,,,20.6875,0,,,8.7137,0,18.402
10.4236,0,,,14.5417,0,,,16.8878,0,,,15.0724,0,,,20.6979,0,,,8.7176,0,18.402
10.4283,0,,,14.5486,0,,,16.8902,0,,,15.0778,0,,,20.7083,0,,,8.7234,0,18.402
10.4329,0,,,14.5556,0,,,16.8922,0,,,15.0833,0,,,20.7188,0,,,8.7292,0,18.402
10.4375,0,,,14.5625,0,,,16.895,0,,,15.0875,0,,,20.7292,0,,,8.7361,0,18.402
10.4444,0,,,14.57,0,,,16.8958,0,,,15.0931,0,,,20.7396,0,,,8.7431,0,18.402
10.4491,0,,,14.5833,0,,,16.8993,0,,,15.0986,0,,,20.75,0,,,8.7454,0,18.402
10.4537,0,,,14.5868,0,,,16.9013,0,,,15.1042,0,,,20.76,0,,,8.7477,0,18.402
10.4583,0,,,14.5903,0,,,16.9039,0,,,15.1111,0,,,20.77,0,,,8.75,0,18.402
10.4653,0,,,14.5937,0,,,16.9071,0,,,15.125,0,,,20.7708,0,,,8.75,0,18.402
10.4699,0,,,14.599,0,,,16.9091,0,,,15.1354,0,,,20.7917,0,,,8.752,0,18.402
10.4746,0,,,14.601,0,,,16.9116,0,,,15.1458,0,,,20.8125,0,,,8.7547,0,18.402
10.4792,0,,,14.6026,0,,,16.9142,0,,,15.1563,0,,,20.8333,0,,,8.7579,0,18.402
10.4852,0,,,14.6042,0,,,16.9167,0,,,15.1667,0,,,20.8542,0,,,8.7622,0,18.402
10.4926,0,,,14.6068,0,,,16.9187,0,,,15.1875,0,,,20.875,0,,,8.7665,0,18.402
10.5,0,,,14.6104,0,,,16.9214,0,,,15.19,0,,,20.8958,0,,,8.7708,0,18.402
10.5035,0,,,14.6153,0,,,16.9246,0,,,15.2083,0,,,20.9167,0,,,8.7708,0,18.402
10.5078,0,,,14.6201,0,,,16.9266,0,,,15.2292,0,,,20.925,0,,,8.7732,0,18.402
10.5143,0,,,14.625,0,,,16.9293,0,,,15.25,0,,,20.9375,0,,,8.7762,0,18.402
10.5208,0,,,14.6319,0,,,16.9313,0,,,15.2708,0,,,20.9479,0,,,8.7793,0,18.402
10.5272,0,,,14.6458,0,,,16.9344,0,,,15.2917,0,,,20.9583,0,,,8.7834,0,18.402
10.5315,0,,,14.6562,0,,,16.9375,0,,,15.3125,0,,,20.9687,0,,,8.7876,0,18.402
10.5357,0,,,14.6597,0,,,16.941,0,,,15.3333,0,,,20.9792,0,,,8.7917,0,18.402
10.54,0,,,14.6632,0,,,16.943,0,,,15.345,0,,,21,0,,,8.7986,0,18.402
10.5417,0,,,14.6667,0,,,16.9455,0,,,15.3542,0,,,21.0208,0,,,8.8056,0,18.402
10.5486,0,,,14.6709,0,,,16.9487,0,,,15.375,0,,,21.0417,0,,,8.8125,0,18.402
10.5533,0,,,14.6764,0,,,16.9507,0,,,15.3958,0,,,21.0625,0,,,8.8229,0,18.402
10.5579,0,,,14.6875,0,,,16.9532,0,,,15.4167,0,,,21.08,0,,,8.8333,0,18.402
10.5625,0,,,14.6979,0,,,16.9552,0,,,15.4375,0,,,21.0833,0,,,8.835,0,18.402
10.5694,0,,,14.7014,0,,,16.9583,0,,,15.4583,0,,,21.1042,0,,,8.837,0,18.402
10.5741,0,,,14.7048,0,,,16.9618,0,,,15.4792,0,,,21.125,0,,,8.8389,0,18.402
10.5787,0,,,14.7083,0,,,16.9638,0,,,15.5,0,,,21.1458,0,,,8.8408,0,18.402
10.5833,0,,,14.7139,0,,,16.9664,0,,,15.5208,0,,,21.1667,0,,,8.8427,0,18.402
10.5903,0,,,14.725,0,,,16.9696,0,,,15.5417,0,,,21.1875,0,,,8.8446,0,18.402
10.5949,0,,,14.7292,0,,,16.9716,0,,,15.5625,0,,,21.2083,0,,,8.8465,0,18.402
10.5996,0,,,14.7396,0,,,16.9741,0,,,15.5833,0,,,21.2187,0,,,8.8484,0,18.402
10.6042,0,,,14.75,0,,,16.9767,0,,,15.6042,0,,,21.2292,0,,,8.8504,0,18.402
10.6111,0,,,14.7604,0,,,16.9792,0,,,15.625,0,,,21.235,0,,,8.8542,0,18.402
10.6158,0,,,14.7708,0,,,16.9834,0,,,15.6458,0,,,21.25,0,,,8.8568,0,18.402
10.6204,0,,,14.7778,0,,,16.9854,0,,,15.655,0,,,21.2708,0,,,8.8594,0,18.402
10.625,0,,,14.7847,0,,,16.9878,0,,,15.6667,0,,,21.2917,0,,,8.8625,0,18.402
10.6319,0,,,14.7917,0,,,16.9909,0,,,15.6875,0,,,21.3125,0,,,8.8667,0,18.402
10.6366,0,,,14.7952,0,,,16.9929,0,,,15.7083,0,,,21.3333,0,,,8.875,0,18.402
10.6412,0,,,14.7986,0,,,16.9952,0,,,15.7188,0,,,21.3542,0,,,8.8802,0,18.402
10.6458,0,,,14.8021,0,,,16.9972,0,,,15.7292,0,,,21.375,0,,,8.888,0,18.402
10.6528,0,,,14.8073,0,,,17,0,,,15.75,0,,,21.39,0,,,8.8958,0,18.402
10.6574,0,,,14.8093,0,,,17.0035,0,,,15.7708,0,,,21.3958,0,,,8.9063,0,18.402
10.6621,0,,,14.8109,0,,,17.0078,0,,,15.7917,0,,,21.4167,0,,,8.9167,0,18.402
10.6667,0,,,14.8125,0,,,17.01,0,,,15.81,0,,,21.4271,0,,,8.9271,0,18.402
10.6736,0,,,14.8145,0,,,17.0127,0,,,15.8125,0,,,21.4375,0,,,8.9375,0,18.402
10.6783,0,,,14.8166,0,,,17.0167,0,,,15.8333,0,,,21.4583,0,,,8.9479,0,18.402
10.6829,0,,,14.8187,0,,,17.0208,0,,,15.8542,0,,,21.4792,0,,,8.9583,0,18.402
10.6875,0,,,14.8211,0,,,17.026,0,,,15.875,0,,,21.5,0,,,8.9688,0,18.402
10.695,0,,,14.8242,0,,,17.028,0,,,15.8958,0,,,21.5208,0,,,8.9792,0,18.402
10.7016,0,,,14.8287,0,,,17.0308,0,,,15.9167,0,,,21.5417,0,,,8.99,0,18.402
10.7083,0,,,14.8333,0,,,17.0344,0,,,15.9375,0,,,21.545,0,,,9,0,18.402
10.7118,0,,,14.8385,0,,,17.0381,0,,,15.9583,0,,,21.5625,0,,,9.0208,0,18.402
10.7161,0,,,14.8464,0,,,17.0417,0,,,15.965,0,,,21.5833,0,,,9.0417,0,18.402
10.7227,0,,,14.8542,0,,,17.0445,0,,,15.9792,0,,,21.6042,0,,,9.0625,0,18.402
10.7292,0,,,14.8646,0,,,17.0472,0,,,15.9896,0,,,21.625,0,,,9.0833,0,18.402
10.7361,0,,,14.875,0,,,17.05,0,,,16,0,,,21.6458,0,,,9.1042,0,18.402
10.7408,0,,,14.88,0,,,17.0542,0,,,16.0104,0,,,21.6667,0,,,9.125,0,18.402
10.7454,0,,,14.8853,0,,,17.0569,0,,,16.0208,0,,,21.6875,0,,,9.145,0,18.402
10.75,0,,,14.8905,0,,,17.0597,0,,,16.0313,0,,,21.7,0,,,9.1458,0,18.402
10.7569,0,,,14.8958,0,,,17.0625,0,,,16.0417,0,,,21.7083,0,,,9.1667,0,18.402
10.7616,0,,,14.9028,0,,,17.0645,0,,,16.0625,0,,,21.7292,0,,,9.1875,0,18.402
10.7662,0,,,14.9097,0,,,17.0672,0,,,16.0694,0,,,21.75,0,,,9.2083,0,18.402
10.7708,0,,,14.9167,0,,,17.0704,0,,,16.0764,0,,,21.7708,0,,,9.2292,0,18.402
10.7778,0,,,14.9271,0,,,17.0747,0,,,16.0833,0,,,21.7813,0,,,9.25,0,18.402
10.7824,0,,,14.9375,0,,,17.079,0,,,16.0868,0,,,21.7917,0,,,9.2708,0,18.402
10.7871,0,,,14.9444,0,,,17.0833,0,,,16.0911,0,,,21.8125,0,,,9.2917,0,18.402
10.7917,0,,,14.9467,0,,,17.0856,0,,,16.0977,0,,,21.8333,0,,,9.3,0,18.402
10.7986,0,,,14.9487,0,,,17.0887,0,,,16.1042,0,,,21.8542,0,,,9.3125,0,18.402
10.8033,0,,,14.9507,0,,,17.0926,0,,,16.1121,0,,,21.855,0,,,9.3333,0,18.402
10.8079,0,,,14.9526,0,,,17.0946,0,,,16.12,0,,,21.875,0,,,9.3542,0,18.402
10.8125,0,,,14.9545,0,,,17.097,0,,,16.125,0,,,21.8958,0,,,9.375,0,18.402
10.8194,0,,,14.9583,0,,,17.1006,0,,,16.1285,0,,,21.9167,0,,,9.3958,0,18.402
10.8241,0,,,14.9618,0,,,17.1042,0,,,16.1328,0,,,21.9375,0,,,9.4167,0,18.402
10.8287,0,,,14.9661,0,,,17.1084,0,,,16.1393,0,,,21.9583,0,,,9.4375,0,18.402
10.8333,0,,,14.9727,0,,,17.1104,0,,,16.1458,0,,,21.9792,0,,,9.455,0,18.402
10.8416,0,,,14.9792,0,,,17.1128,0,,,16.1528,0,,,22,0,,,9.4583,0,18.402
10.85,0,,,14.9815,0,,,17.1159,0,,,16.1574,0,,,22.01,0,,,9.4583,0,18.402
10.8542,0,,,14.9835,0,,,17.1204,0,,,16.1621,0,,,22.0208,0,,,9.4792,0,18.402
10.8577,0,,,14.9863,0,,,17.125,0,,,16.1667,0,,,22.0417,0,,,9.5,0,18.402
10.862,0,,,14.9897,0,,,17.127,0,,,16.1736,0,,,22.0625,0,,,9.5208,0,18.402
10.8685,0,,,14.9948,0,,,17.1297,0,,,16.1783,0,,,22.0833,0,,,9.5417,0,18.402
10.875,0,,,15,0,,,17.1329,0,,,16.1829,0,,,22.1042,0,,,9.5625,0,18.402
10.8819,0,,,15.0052,0,,,17.1372,0,,,16.1875,0,,,22.125,0,,,9.5833,0,18.402
10.8866,0,,,15.013,0,,,17.1415,0,,,16.1944,0,,,22.1458,0,,,9.5903,0,18.402
10.8912,0,,,15.0208,0,,,17.1458,0,,,16.1991,0,,,22.165,0,,,9.5972,0,18.402
10.8958,0,,,15.0228,0,,,17.1481,0,,,16.2037,0,,,22.1667,0,,,9.6042,0,18.402
10.9028,0,,,15.0248,0,,,17.1512,0,,,16.2083,0,,,22.1875,0,,,9.61,0,18.402
10.9074,0,,,15.0268,0,,,17.1551,0,,,16.2153,0,,,22.2083,0,,,9.625,0,18.402
10.9121,0,,,15.0289,0,,,17.1571,0,,,16.2199,0,,,22.2292,0,,,9.6458,0,18.402
10.9167,0,,,15.0309,0,,,17.1595,0,,,16.2246,0,,,22.25,0,,,9.6528,0,18.402
10.9236,0,,,15.033,0,,,17.1631,0,,,16.2292,0,,,22.2708,0,,,9.6597,0,18.402
10.9283,0,,,15.035,0,,,17.1667,0,,,16.2361,0,,,22.2917,0,,,9.6667,0,18.402
10.9329,0,,,15.0372,0,,,17.1709,0,,,16.2408,0,,,22.3125,0,,,9.6771,0,18.402
10.9375,0,,,15.0392,0,,,17.1729,0,,,16.2454,0,,,22.32,0,,,9.6875,0,18.402
10.9444,0,,,15.0417,0,,,17.1753,0,,,16.25,0,,,22.3333,0,,,9.7083,0,18.402
10.9491,0,,,15.0437,0,,,17.1784,0,,,16.2569,0,,,22.3542,0,,,9.7292,0,18.402
10.9537,0,,,15.0458,0,,,17.1829,0,,,16.2616,0,,,22.375,0,,,9.7361,0,18.402
10.9583,0,,,15.0479,0,,,17.1875,0,,,16.2662,0,,,22.3958,0,,,9.7431,0,18.402
10.9653,0,,,15.05,0,,,17.1895,0,,,16.2708,0,,,22.4167,0,,,9.75,0,18.402
10.9699,0,,,15.0521,0,,,17.1921,0,,,16.275,0,,,22.4375,0,,,9.765,0,18.402
10.9746,0,,,15.0541,0,,,17.1953,0,,,16.2778,0,,,22.4583,0,,,9.7708,0,18.402
10.9792,0,,,15.0562,0,,,17.2002,0,,,16.2813,0,,,22.475,0,,,9.7917,0,18.402
10.9861,0,,,15.0583,0,,,17.205,0,,,16.2865,0,,,22.4792,0,,,9.7986,0,18.402
10.9908,0,,,15.0604,0,,,17.2083,0,,,16.2917,0,,,22.5,0,,,9.8056,0,18.402
10.9954,0,,,15.0625,0,,,17.2135,0,,,16.2986,0,,,22.5208,0,,,9.8125,0,18.402
11,0,,,15.0651,0,,,17.2161,0,,,16.3056,0,,,22.5417,0,,,9.8229,0,18.402
11.005,0,,,15.0677,0,,,17.2194,0,,,16.3125,0,,,22.5625,0,,,9.8333,0,18.402
11.0129,0,,,15.0703,0,,,17.2243,0,,,16.316,0,,,22.5833,0,,,9.8403,0,18.402
11.0208,0,,,15.0729,0,,,17.2292,0,,,16.3203,0,,,22.6042,0,,,9.8472,0,18.402
11.0243,0,,,15.0764,0,,,17.2344,0,,,16.3268,0,,,22.625,0,,,9.8542,0,18.402
11.0286,0,,,15.0798,0,,,17.237,0,,,16.3333,0,,,22.63,0,,,9.8646,0,18.402
11.0352,0,,,15.0833,0,,,17.2403,0,,,16.3403,0,,,22.6458,0,,,9.875,0,18.402
11.0417,0,,,15.0868,0,,,17.2451,0,,,16.3449,0,,,22.6667,0,,,9.8958,0,18.402
11.0486,0,,,15.0911,0,,,17.25,0,,,16.3496,0,,,22.6875,0,,,9.9028,0,18.402
11.0533,0,,,15.0944,0,,,17.2552,0,,,16.3542,0,,,22.7083,0,,,9.9097,0,18.402
11.0579,0,,,15.0977,0,,,17.2578,0,,,16.3611,0,,,22.7292,0,,,9.9167,0,18.402
11.0625,0,,,15.1009,0,,,17.2611,0,,,16.3658,0,,,22.75,0,,,9.92,0,18.402
11.0694,0,,,15.1042,0,,,17.2659,0,,,16.3704,0,,,22.7708,0,,,9.9375,0,18.402
11.0741,0,,,15.1094,0,,,17.2708,0,,,16.375,0,,,22.785,0,,,9.9583,0,18.402
11.0787,0,,,15.1146,0,,,17.276,0,,,16.3819,0,,,22.7917,0,,,9.9792,0,18.402
11.0833,0,,,15.1198,0,,,17.2786,0,,,16.3866,0,,,22.8125,0,,,9.9861,0,18.402
11.0903,0,,,15.125,0,,,17.2819,0,,,16.3912,0,,,22.8333,0,,,9.9931,0,18.402
11.0949,0,,,15.1302,0,,,17.2868,0,,,16.3958,0,,,22.8542,0,,,10,0,18.402
11.0996,0,,,15.138,0,,,17.2917,0,,,16.4028,0,,,22.875,0,,,10.0104,0,18.402
11.1042,0,,,15.1458,0,,,17.2937,0,,,16.4074,0,,,22.8958,0,,,10.0208,0,18.402
11.1111,0,,,15.1528,0,,,17.2964,0,,,16.4121,0,,,22.9167,0,,,10.0278,0,18.402
11.1158,0,,,15.1597,0,,,17.2996,0,,,16.4167,0,,,22.9375,0,,,10.0347,0,18.402
11.1204,0,,,15.1667,0,,,17.3039,0,,,16.4234,0,,,22.94,0,,,10.0417,0,18.402
11.125,0,,,15.1771,0,,,17.3082,0,,,16.43,0,,,22.9583,0,,,10.0521,0,18.402
11.1319,0,,,15.1875,0,,,17.3125,0,,,16.4375,0,,,22.9792,0,,,10.0625,0,18.402
11.1366,0,,,15.19,0,,,17.3148,0,,,16.441,0,,,23,0,,,10.075,0,18.402
11.1412,0,,,15.1992,0,,,17.3179,0,,,16.4453,0,,,23.0208,0,,,10.0833,0,18.402
11.1458,0,,,15.2083,0,,,17.3217,0,,,16.4518,0,,,23.0417,0,,,10.1042,0,18.402
11.1529,0,,,15.2187,0,,,17.3237,0,,,16.4583,0,,,23.0625,0,,,10.1111,0,18.402
11.16,0,,,15.2292,0,,,17.3261,0,,,16.4653,0,,,23.0833,0,,,10.1181,0,18.402
11.1667,0,,,15.25,0,,,17.3297,0,,,16.4699,0,,,23.095,0,,,10.125,0,18.402
11.1702,0,,,15.2708,0,,,17.3333,0,,,16.4746,0,,,23.1042,0,,,10.1354,0,18.402
11.1745,0,,,15.2917,0,,,17.3375,0,,,16.4792,0,,,23.125,0,,,10.1458,0,18.402
11.181,0,,,15.3125,0,,,17.3395,0,,,16.4861,0,,,23.1458,0,,,10.1667,0,18.402
11.1875,0,,,15.3333,0,,,17.3419,0,,,16.4908,0,,,23.1667,0,,,10.1875,0,18.402
11.1944,0,,,15.345,0,,,17.345,0,,,16.4954,0,,,23.1875,0,,,10.2083,0,18.402
11.1991,0,,,15.3542,0,,,17.3496,0,,,16.5,0,,,23.2083,0,,,10.2292,0,18.402
11.2037,0,,,15.375,0,,,17.3542,0,,,16.5069,0,,,23.2292,0,,,10.23,0,18.402
11.2083,0,,,15.3958,0,,,17.3562,0,,,16.5116,0,,,23.25,0,,,10.25,0,18.402
11.2153,0,,,15.4167,0,,,17.36,0,,,16.5162,0,,,23.2708,0,,,10.2569,0,18.402
11.2199,0,,,15.4375,0,,,17.3637,0,,,16.5208,0,,,23.2917,0,,,10.2639,0,18.402
11.2246,0,,,15.4583,0,,,17.3675,0,,,16.5231,0,,,23.3125,0,,,10.2708,0,18.402
11.2292,0,,,15.4792,0,,,17.37,0,,,16.5262,0,,,23.3333,0,,,10.2743,0,18.402
11.2361,0,,,15.5,0,,,17.3725,0,,,16.5301,0,,,23.3542,0,,,10.2786,0,18.402
11.2408,0,,,15.5208,0,,,17.375,0,,,16.5359,0,,,23.375,0,,,10.2852,0,18.402
11.2454,0,,,15.5417,0,,,17.3792,0,,,16.5417,0,,,23.3958,0,,,10.2917,0,18.402
11.25,0,,,15.5625,0,,,17.3812,0,,,16.544,0,,,23.405,0,,,10.2986,0,18.402
11.2569,0,,,15.5833,0,,,17.3836,0,,,16.5471,0,,,23.4167,0,,,10.3125,0,18.402
11.2616,0,,,15.5903,0,,,17.3866,0,,,16.5509,0,,,23.4375,0,,,10.3229,0,18.402
11.2662,0,,,15.5972,0,,,17.3912,0,,,16.5567,0,,,23.4583,0,,,10.3333,0,18.402
11.2708,0,,,15.6042,0,,,17.3958,0,,,16.5625,0,,,23.4792,0,,,10.3542,0,18.402
11.2778,0,,,15.6146,0,,,17.401,0,,,16.5648,0,,,23.5,0,,,10.3611,0,18.402
11.2824,0,,,15.625,0,,,17.4036,0,,,16.5679,0,,,23.5208,0,,,10.3681,0,18.402
11.2871,0,,,15.6319,0,,,17.4069,0,,,16.5717,0,,,23.5417,0,,,10.375,0,18.402
11.2917,0,,,15.6389,0,,,17.4118,0,,,16.5775,0,,,23.56,0,,,10.385,0,18.402
11.2986,0,,,15.6458,0,,,17.4167,0,,,16.5833,0,,,23.5625,0,,,10.3958,0,18.402
11.3033,0,,,15.655,0,,,17.4187,0,,,16.585,0,,,23.5833,0,,,10.4062,0,18.402
11.3079,0,,,15.6667,0,,,17.4214,0,,,16.5914,0,,,23.6042,0,,,10.4167,0,18.402
11.3125,0,,,15.6771,0,,,17.4246,0,,,16.5957,0,,,23.625,0,,,10.4375,0,18.402
11.315,0,,,15.6875,0,,,17.4289,0,,,16.5999,0,,,23.6458,0,,,10.4583,0,18.402
11.3242,0,,,15.6944,0,,,17.4332,0,,,16.6042,0,,,23.6667,0,,,10.4792,0,18.402
11.3333,0,,,15.7014,0,,,17.4375,0,,,16.6065,0,,,23.6875,0,,,10.5,0,18.402
11.3368,0,,,15.7083,0,,,17.4398,0,,,16.6096,0,,,23.7083,0,,,10.5208,0,18.402
11.3411,0,,,15.7188,0,,,17.4429,0,,,16.6134,0,,,23.715,0,,,10.54,0,18.402
11.3477,0,,,15.7292,0,,,17.4467,0,,,16.6192,0,,,23.7292,0,,,10.5417,0,18.402
11.3542,0,,,15.7361,0,,,17.4487,0,,,16.625,0,,,23.75,0,,,10.5625,0,18.402
11.3611,0,,,15.7431,0,,,17.4511,0,,,16.6273,0,,,23.7708,0,,,10.5694,0,18.402
11.3658,0,,,15.75,0,,,17.4547,0,,,16.6304,0,,,23.7917,0,,,10.5764,0,18.402
11.3704,0,,,15.7604,0,,,17.4583,0,,,16.6342,0,,,23.8125,0,,,10.5833,0,18.402
11.375,0,,,15.7708,0,,,17.4625,0,,,16.64,0,,,23.8333,0,,,10.5938,0,18.402
11.3819,0,,,15.7778,0,,,17.4645,0,,,16.6458,0,,,23.8542,0,,,10.6042,0,18.402
11.3866,0,,,15.7847,0,,,17.4669,0,,,16.6481,0,,,23.87,0,,,10.625,0,18.402
11.3912,0,,,15.7917,0,,,17.47,0,,,16.6512,0,,,23.875,0,,,10.6319,0,18.402
11.3958,0,,,15.8009,0,,,17.4746,0,,,16.6551,0,,,23.8958,0,,,10.6389,0,18.402
11.4028,0,,,15.81,0,,,17.4792,0,,,16.6609,0,,,23.9167,0,,,10.6458,0,18.402
11.4074,0,,,15.8125,0,,,17.4812,0,,,16.6667,0,,,23.9375,0,,,10.6563,0,18.402
11.4121,0,,,15.8194,0,,,17.4839,0,,,16.669,0,,,23.9583,0,,,10.6667,0,18.402
11.4167,0,,,15.8264,0,,,17.4871,0,,,16.6721,0,,,23.9792,0,,,10.6875,0,18.402
11.4236,0,,,15.8333,0,,,17.4914,0,,,16.6759,0,,,24,0,,,10.695,0,18.402
11.4283,0,,,15.8438,0,,,17.4957,0,,,16.6817,0,,,24.0208,0,,,10.7083,0,18.402
11.4329,0,,,15.8542,0,,,17.5,0,,,16.6875,0,,,24.025,0,,,10.7292,0,18.402
11.4375,0,,,15.8611,0,,,17.5025,0,,,16.6898,0,,,24.0417,0,,,10.75,0,18.402
11.4444,0,,,15.8681,0,,,17.5056,0,,,16.6929,0,,,24.0625,0,,,10.7708,0,18.402
11.4491,0,,,15.875,0,,,17.5103,0,,,16.6967,0,,,24.0833,0,,,10.7917,0,18.402
11.4537,0,,,15.8854,0,,,17.515,0,,,16.7025,0,,,24.1042,0,,,10.8125,0,18.402
11.4583,0,,,15.8958,0,,,17.517,0,,,16.7083,0,,,24.125,0,,,10.8333,0,18.402
11.4622,0,,,15.9028,0,,,17.5208,0,,,16.7106,0,,,24.1458,0,,,10.85,0,18.402
11.4661,0,,,15.9097,0,,,17.5243,0,,,16.7137,0,,,24.1667,0,,,10.8542,0,18.402
11.47,0,,,15.9167,0,,,17.5286,0,,,16.7176,0,,,24.18,0,,,10.875,0,18.402
11.4731,0,,,15.9271,0,,,17.5308,0,,,16.7234,0,,,24.1875,0,,,10.8958,0,18.402
11.4761,0,,,15.9375,0,,,17.5335,0,,,16.7292,0,,,24.2083,0,,,10.9167,0,18.402
11.4792,0,,,15.9583,0,,,17.5376,0,,,16.7346,0,,,24.2292,0,,,10.9375,0,18.402
11.4844,0,,,15.965,0,,,17.5417,0,,,16.74,0,,,24.25,0,,,10.9583,0,18.402
11.4922,0,,,15.9792,0,,,17.5469,0,,,16.7433,0,,,24.2708,0,,,10.9792,0,18.402
11.5,0,,,15.9896,0,,,17.5521,0,,,16.7467,0,,,24.2917,0,,,11,0,18.402
11.5035,0,,,16,0,,,17.5556,0,,,16.75,0,,,24.3125,0,,,11.005,0,18.402
11.5078,0,,,16.0104,0,,,17.559,0,,,16.7552,0,,,24.3333,0,,,11.0208,0,18.402
11.5143,0,,,16.0208,0,,,17.5625,0,,,16.7578,0,,,24.335,0,,,11.0417,0,18.402
11.5208,0,,,16.0417,0,,,17.5645,0,,,16.7611,0,,,24.3542,0,,,11.0625,0,18.402
11.5278,0,,,16.0625,0,,,17.5672,0,,,16.7659,0,,,24.375,0,,,11.0833,0,18.402
11.5324,0,,,16.0833,0,,,17.5704,0,,,16.7708,0,,,24.3958,0,,,11.1042,0,18.402
11.5371,0,,,16.1042,0,,,17.5747,0,,,16.776,0,,,24.4167,0,,,11.125,0,18.402
11.5417,0,,,16.12,0,,,17.579,0,,,16.7786,0,,,24.4375,0,,,11.1458,0,18.402
11.5486,0,,,16.125,0,,,17.5833,0,,,16.7819,0,,,24.4583,0,,,11.16,0,18.402
11.5533,0,,,16.1458,0,,,17.5856,0,,,16.7868,0,,,24.4792,0,,,11.1667,0,18.402
11.5579,0,,,16.1667,0,,,17.5887,0,,,16.7917,0,,,24.49,0,,,11.1875,0,18.402
11.5625,0,,,16.1875,0,,,17.5926,0,,,16.7969,0,,,24.5,0,,,11.2083,0,18.402
11.5694,0,,,16.2083,0,,,17.5946,0,,,16.7995,0,,,24.5208,0,,,11.2292,0,18.402
11.5741,0,,,16.2292,0,,,17.597,0,,,16.8028,0,,,24.5417,0,,,11.25,0,18.402
11.5787,0,,,16.25,0,,,17.6006,0,,,16.8076,0,,,24.5625,0,,,11.2708,0,18.402
11.5833,0,,,16.2708,0,,,17.6042,0,,,16.8125,0,,,24.5833,0,,,11.2917,0,18.402
11.5903,0,,,16.275,0,,,17.6084,0,,,16.8177,0,,,24.6042,0,,,11.3125,0,18.402
11.5949,0,,,16.2917,0,,,17.6104,0,,,16.8203,0,,,24.625,0,,,11.315,0,18.402
11.5996,0,,,16.3125,0,,,17.6128,0,,,16.8235,0,,,24.645,0,,,11.3333,0,18.402
11.6042,0,,,16.3194,0,,,17.6159,0,,,16.8284,0,,,24.6458,0,,,11.3542,0,18.402
11.6111,0,,,16.3264,0,,,17.6204,0,,,16.8333,0,,,24.6667,0,,,11.3611,0,18.402
11.6158,0,,,16.3333,0,,,17.625,0,,,16.8385,0,,,24.6875,0,,,11.3681,0,18.402
11.6204,0,,,16.3438,0,,,17.627,0,,,16.8411,0,,,24.7083,0,,,11.375,0,18.402
11.625,0,,,16.3542,0,,,17.6297,0,,,16.8444,0,,,24.7292,0,,,11.3854,0,18.402
11.6319,0,,,16.3646,0,,,17.6329,0,,,16.8493,0,,,24.75,0,,,11.3958,0,18.402
11.6366,0,,,16.3681,0,,,17.6372,0,,,16.8542,0,,,24.7708,0,,,11.4167,0,18.402
11.6412,0,,,16.3715,0,,,17.6415,0,,,16.8594,0,,,24.7917,0,,,11.4375,0,18.402
11.6458,0,,,16.375,0,,,17.6458,0,,,16.862,0,,,24.8,0,,,11.4583,0,18.402
11.6528,0,,,16.3792,0,,,17.6481,0,,,16.8653,0,,,24.8125,0,,,11.47,0,18.402
11.6574,0,,,16.3847,0,,,17.6512,0,,,16.8701,0,,,24.8333,0,,,11.4792,0,18.402
11.6621,0,,,16.3958,0,,,17.6551,0,,,16.875,0,,,24.8542,0,,,11.5,0,18.402
11.6667,0,,,16.4063,0,,,17.6571,0,,,16.88,0,,,24.875,0,,,11.5208,0,18.402
11.6736,0,,,16.4167,0,,,17.6595,0,,,16.8825,0,,,24.8958,0,,,11.5278,0,18.402
11.6783,0,,,16.43,0,,,17.6631,0,,,16.8856,0,,,24.9167,0,,,11.5347,0,18.402
11.6829,0,,,16.4325,0,,,17.6667,0,,,16.8903,0,,,24.9375,0,,,11.5417,0,18.402
11.6875,0,,,16.435,0,,,17.67,0,,,16.895,0,,,24.955,0,,,11.5521,0,18.402
11.6944,0,,,16.4375,0,,,17.6744,0,,,16.8958,0,,,24.9583,0,,,11.5625,0,18.402
11.6991,0,,,16.441,0,,,17.6766,0,,,16.901,0,,,24.9792,0,,,11.5833,0,18.402
11.7037,0,,,16.4453,0,,,17.6793,0,,,16.9036,0,,,25,0,,,11.6042,0,18.402
