Day of Year,Timestamp,NU ET (mm),NU ET fl. (mm/d),NEIU ET (mm),NEIU ET fl. (mm/d),CSU ET (mm),CSU ET fl. (mm/d)
120.0000033,0,0.040171338,NaN,NaN,NaN,NaN,NaN
120.0208333,0.02083,0.038706328,1.858201056,NaN,#VALUE!,NaN,#VALUE!
120.0416633,0.04166,0.034924342,1.676636678,NaN,#VALUE!,NaN,#VALUE!
120.0625033,0.0625,0.032392567,1.554345825,NaN,#VALUE!,NaN,#VALUE!
120.0833333,0.08333,0.029126211,1.398281853,NaN,#VALUE!,NaN,#VALUE!
120.1041633,0.10416,0.024962044,1.198369851,NaN,#VALUE!,NaN,#VALUE!
120.1250033,0.125,0.020889688,1.002384261,NaN,#VALUE!,NaN,#VALUE!
120.1458333,0.14583,0.017200052,0.825734614,NaN,#VALUE!,NaN,#VALUE!
120.1666633,0.16666,0.016481726,0.791249448,NaN,#VALUE!,NaN,#VALUE!
120.1875033,0.1875,0.013833201,0.663781238,NaN,#VALUE!,NaN,#VALUE!
120.2083333,0.20833,0.012706841,0.610025972,NaN,#VALUE!,NaN,#VALUE!
120.2291633,0.22916,0.01256948,0.603431589,NaN,#VALUE!,NaN,#VALUE!
120.2500033,0.25,0.011653526,0.559190307,NaN,#VALUE!,NaN,#VALUE!
120.2708333,0.27083,0.010975829,0.5269241,NaN,#VALUE!,NaN,#VALUE!
120.2916633,0.29166,0.010377939,0.498220787,NaN,#VALUE!,0.019448112,0.933658761
120.3125033,0.3125,0.011057221,0.530576823,NaN,#VALUE!,0.041477968,1.990305566
120.3333333,0.33333,0.011947771,0.573584782,NaN,#VALUE!,0.030655505,1.471699712
120.3541633,0.35416,0.012835645,0.616209554,NaN,#VALUE!,0.009341934,0.44848459
120.3750033,0.375,0.014582397,0.699731142,NaN,#VALUE!,0.022577836,1.083389443
120.3958333,0.39583,0.016643131,0.798998128,NaN,#VALUE!,0.025978161,1.247151272
120.4166633,0.41666,0.01918871,0.921205473,NaN,#VALUE!,0.033429926,1.604893231
120.4375033,0.4375,0.021390436,1.026412476,NaN,#VALUE!,0.017683686,0.848545393
120.4583333,0.45833,0.023652259,1.13549011,NaN,#VALUE!,0.012633707,0.606514978
120.4791633,0.47916,0.026365663,1.265754345,NaN,#VALUE!,0.0128156,0.61524724
120.5000033,0.5,0.029034268,1.39319904,NaN,#VALUE!,0.021928368,1.052224952
120.5208333,0.52083,0.031326591,1.503916995,NaN,#VALUE!,0.030421472,1.46046433
120.5416633,0.54166,0.033443686,1.605553817,NaN,#VALUE!,0.018564424,0.89123495
120.5625033,0.5625,0.035794664,1.717594242,NaN,#VALUE!,0.014457624,0.693743954
120.5833333,0.58333,0.037111435,1.781633941,NaN,#VALUE!,NaN,#VALUE!
120.6041633,0.60416,0.037499593,1.800268507,NaN,#VALUE!,NaN,#VALUE!
120.6250033,0.625,0.037315978,1.790593954,0.018242939,0.87538095,NaN,#VALUE!
120.6458333,0.64583,0.037604236,1.805292175,0.012838897,0.616365675,NaN,#VALUE!
120.6666633,0.66666,0.036817665,1.767530725,0.016585866,0.796248968,NaN,#VALUE!
120.6875033,0.6875,0.03487059,1.673252879,0.018530733,0.889190643,NaN,#VALUE!
120.7083333,0.70833,0.032923717,1.580591311,0.010232771,0.491251608,NaN,#VALUE!
120.7291633,0.72916,0.030858799,1.481459386,0.010316946,0.495292655,NaN,#VALUE!
120.7500033,0.75,0.029127676,1.39768119,0.005690389,0.273051296,NaN,#VALUE!
120.7708333,0.77083,0.026759804,1.28467614,0.006434133,0.308887806,NaN,#VALUE!
120.7916633,0.79166,0.024907282,1.195740855,0.006630675,0.318323332,0.019658524,0.943760154
120.8125033,0.8125,0.023670417,1.135816555,0.009877056,0.473947025,NaN,#VALUE!
120.8333333,0.83333,0.023496747,1.12802434,0.012876385,0.618165386,NaN,#VALUE!
120.8541633,0.85416,0.023171409,1.112405617,0.008541239,0.410045079,0.061761115,2.965007921
120.8750033,0.875,0.022241617,1.067256094,0.012574669,0.603391027,NaN,#VALUE!
120.8958333,0.89583,0.021729792,1.043196928,0.014335025,0.688191311,NaN,#VALUE!
120.9166633,0.91666,0.020887659,1.002768075,0.013445257,0.645475612,NaN,#VALUE!
120.9375033,0.9375,0.019190243,0.920836996,0.008574546,0.411446545,NaN,#VALUE!
120.9583333,0.95833,0.016282727,0.781695967,0.00340865,0.163641383,NaN,#VALUE!
120.9791633,0.97916,0.013585551,0.652210802,NaN,#VALUE!,NaN,#VALUE!
121.0000033,1,0.010990136,0.527357774,NaN,#VALUE!,NaN,#VALUE!
121.0208333,1.02083,0.00947541,0.454892463,NaN,#VALUE!,NaN,#VALUE!
121.0416633,1.04166,0.007598627,0.364792463,NaN,#VALUE!,NaN,#VALUE!
121.0625033,1.0625,0.005882965,0.282291987,NaN,#VALUE!,NaN,#VALUE!
121.0833333,1.08333,0.003946159,0.189445943,NaN,#VALUE!,NaN,#VALUE!
121.1041633,1.10416,0.002347606,0.11270312,NaN,#VALUE!,NaN,#VALUE!
121.1250033,1.125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.1458333,1.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.1666633,1.16666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.1875033,1.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.2083333,1.20833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.2291633,1.22916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.2500033,1.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.2708333,1.27083,NaN,#VALUE!,NaN,#VALUE!,0.17586413,8.442829093
121.2916633,1.29166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.3125033,1.3125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
121.3333333,1.33333,NaN,#VALUE!,NaN,#VALUE!,0.19718996,9.466632741
121.3541633,1.35416,NaN,#VALUE!,NaN,#VALUE!,0.052514656,2.521106865
121.3750033,1.375,NaN,#VALUE!,NaN,#VALUE!,0.053880796,2.585450864
121.3958333,1.39583,NaN,#VALUE!,NaN,#VALUE!,0.066295164,3.1826771
121.4166633,1.41666,NaN,#VALUE!,NaN,#VALUE!,0.10404805,4.995105617
121.4375033,1.4375,NaN,#VALUE!,NaN,#VALUE!,0.12106378,5.809202495
121.4583333,1.45833,NaN,#VALUE!,NaN,#VALUE!,0.11987369,5.754857897
121.4791633,1.47916,NaN,#VALUE!,NaN,#VALUE!,0.12533663,6.017120979
121.5000033,1.5,NaN,#VALUE!,NaN,#VALUE!,0.10878295,5.219911228
121.5208333,1.52083,NaN,#VALUE!,NaN,#VALUE!,0.084368197,4.050321507
121.5416633,1.54166,NaN,#VALUE!,NaN,#VALUE!,0.091456059,4.390593327
121.5625033,1.5625,NaN,#VALUE!,NaN,#VALUE!,0.093141132,4.469344146
121.5833333,1.58333,NaN,#VALUE!,NaN,#VALUE!,0.099331646,4.768681997
121.6041633,1.60416,NaN,#VALUE!,NaN,#VALUE!,0.092261949,4.429282237
121.6250033,1.625,NaN,#VALUE!,NaN,#VALUE!,0.092850359,4.455391507
121.6458333,1.64583,NaN,#VALUE!,NaN,#VALUE!,0.10440572,5.012276524
121.6666633,1.66666,NaN,#VALUE!,NaN,#VALUE!,0.1027878,4.934603937
121.6875033,1.6875,NaN,#VALUE!,NaN,#VALUE!,0.08079176,3.876763916
121.7083333,1.70833,NaN,#VALUE!,NaN,#VALUE!,0.082522758,3.96172626
121.7291633,1.72916,NaN,#VALUE!,NaN,#VALUE!,0.064547345,3.098768363
121.7500033,1.75,NaN,#VALUE!,NaN,#VALUE!,0.069898089,3.354034981
121.7708333,1.77083,NaN,#VALUE!,NaN,#VALUE!,0.057470205,2.759011282
121.7916633,1.79166,NaN,#VALUE!,NaN,#VALUE!,0.04546485,2.182662026
121.8125033,1.8125,NaN,#VALUE!,NaN,#VALUE!,0.045527907,2.184640451
121.8333333,1.83333,NaN,#VALUE!,NaN,#VALUE!,0.05109434,2.452920787
121.8541633,1.85416,NaN,#VALUE!,NaN,#VALUE!,0.053802616,2.582938838
121.8750033,1.875,NaN,#VALUE!,NaN,#VALUE!,0.049773013,2.388340355
121.8958333,1.89583,NaN,#VALUE!,NaN,#VALUE!,0.030587309,1.46842578
121.9166633,1.91666,NaN,#VALUE!,NaN,#VALUE!,0.049083192,2.356370235
121.9375033,1.9375,NaN,#VALUE!,NaN,#VALUE!,0.031298168,1.501831478
121.9583333,1.95833,NaN,#VALUE!,NaN,#VALUE!,0.007241091,0.347627988
121.9791633,1.97916,NaN,#VALUE!,NaN,#VALUE!,0.004458197,0.2140277
122.0000033,2,NaN,#VALUE!,NaN,#VALUE!,0.015523194,0.744874952
122.0208333,2.02083,NaN,#VALUE!,NaN,#VALUE!,0.01502506,0.721318291
122.0416633,2.04166,NaN,#VALUE!,NaN,#VALUE!,0.012302224,0.590601248
122.0625033,2.0625,NaN,#VALUE!,NaN,#VALUE!,0.021273808,1.020816123
122.0833333,2.08333,NaN,#VALUE!,NaN,#VALUE!,0.028249465,1.356191311
122.1041633,2.10416,NaN,#VALUE!,NaN,#VALUE!,0.023780205,1.141632501
122.1250033,2.125,0.025089105,1.203891795,NaN,#VALUE!,0.044165505,2.119266075
122.1458333,2.14583,0.025089105,1.204469755,NaN,#VALUE!,0.044927748,2.156877004
122.1666633,2.16666,0.025089105,1.204469755,NaN,#VALUE!,0.028730222,1.379271339
122.1875033,2.1875,0.025089105,1.203891795,NaN,#VALUE!,0.003874747,0.185928359
122.2083333,2.20833,0.025089105,1.204469755,NaN,#VALUE!,0.023758325,1.140582093
122.2291633,2.22916,0.025089105,1.204469755,NaN,#VALUE!,0.017540167,0.842062746
122.2500033,2.25,NaN,#VALUE!,NaN,#VALUE!,0.031445346,1.508893762
122.2708333,2.27083,NaN,#VALUE!,NaN,#VALUE!,0.023522071,1.129240086
122.2916633,2.29166,NaN,#VALUE!,NaN,#VALUE!,0.027106438,1.301317235
122.3125033,2.3125,NaN,#VALUE!,NaN,#VALUE!,0.036471811,1.7500869
122.3333333,2.33333,NaN,#VALUE!,NaN,#VALUE!,0.046203413,2.218118723
122.3541633,2.35416,NaN,#VALUE!,NaN,#VALUE!,0.033060196,1.587143351
122.3750033,2.375,NaN,#VALUE!,NaN,#VALUE!,0.012401029,0.595058973
122.3958333,2.39583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
122.4166633,2.41666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
122.4375033,2.4375,NaN,#VALUE!,NaN,#VALUE!,0.020933937,1.004507534
122.4583333,2.45833,0.007416619,0.356054681,NaN,#VALUE!,0.005801041,0.278494527
122.4791633,2.47916,0.008489574,0.407564762,NaN,#VALUE!,0.023283429,1.117783437
122.5000033,2.5,0.0102506,0.491871401,NaN,#VALUE!,0.01968796,0.94471977
122.5208333,2.52083,0.013540764,0.650060682,NaN,#VALUE!,0.011187291,0.5370759
122.5416633,2.54166,0.016941226,0.813308977,NaN,#VALUE!,0.030287907,1.454052184
122.5625033,2.5625,0.019972778,0.95838666,NaN,#VALUE!,0.045385326,2.177798752
122.5833333,2.58333,0.026052717,1.250730533,NaN,#VALUE!,0.056194101,2.697748488
122.6041633,2.60416,0.032876283,1.578314114,NaN,#VALUE!,0.053939282,2.589499856
122.6250033,2.625,0.035434902,1.70033119,NaN,#VALUE!,0.066843951,3.207483253
122.6458333,2.64583,0.037839631,1.816592943,NaN,#VALUE!,0.048977768,2.351309073
122.6666633,2.66666,0.03966377,1.904165627,NaN,#VALUE!,0.027488329,1.319650936
122.6875033,2.6875,0.036086135,1.731580374,NaN,#VALUE!,0.034450499,1.653094962
122.7083333,2.70833,0.030781268,1.477737302,NaN,#VALUE!,0.0450988,2.165088814
122.7291633,2.72916,0.024002011,1.152280893,NaN,#VALUE!,0.05217483,2.504792607
122.7500033,2.75,0.022726538,1.090524856,NaN,#VALUE!,0.053985449,2.590472601
122.7708333,2.77083,0.023549226,1.130543735,NaN,#VALUE!,0.043338392,2.080575708
122.7916633,2.79166,0.023112709,1.109587566,NaN,#VALUE!,0.038933617,1.869112674
122.8125033,2.8125,0.02213393,1.062088772,NaN,#VALUE!,0.029570982,1.418953071
122.8333333,2.83333,0.020797369,0.998433461,NaN,#VALUE!,0.025044581,1.202332261
122.8541633,2.85416,0.018390889,0.882903937,NaN,#VALUE!,0.008776616,0.421344983
122.8750033,2.875,0.015008775,0.720190739,NaN,#VALUE!,NaN,#VALUE!
122.8958333,2.89583,0.012323508,0.591623044,NaN,#VALUE!,NaN,#VALUE!
122.9166633,2.91666,0.010191813,0.48928531,NaN,#VALUE!,NaN,#VALUE!
122.9375033,2.9375,0.008665456,0.415808829,NaN,#VALUE!,NaN,#VALUE!
122.9583333,2.95833,0.007169994,0.344214786,NaN,#VALUE!,NaN,#VALUE!
122.9791633,2.97916,0.006429522,0.308666443,NaN,#VALUE!,NaN,#VALUE!
123.0000033,3,0.009595228,0.460423608,NaN,#VALUE!,NaN,#VALUE!
123.0208333,3.02083,0.011818492,0.567378397,NaN,#VALUE!,NaN,#VALUE!
123.0416633,3.04166,0.011709018,0.562122804,NaN,#VALUE!,0.007848337,0.376780461
123.0625033,3.0625,0.012892986,0.618665355,NaN,#VALUE!,0.010921526,0.524065547
123.0833333,3.08333,0.01469507,0.705476236,NaN,#VALUE!,0.019116961,0.91776097
123.1041633,3.10416,0.018091699,0.868540518,NaN,#VALUE!,0.004784961,0.229714882
123.1250033,3.125,0.015775539,0.756983637,NaN,#VALUE!,0.007210664,0.346001152
123.1458333,3.14583,0.007483113,0.359246904,NaN,#VALUE!,0.000836026,0.04013567
123.1666633,3.16666,NaN,#VALUE!,NaN,#VALUE!,0.000665752,0.03196121
123.1875033,3.1875,NaN,#VALUE!,NaN,#VALUE!,0.014241814,0.683388388
123.2083333,3.20833,NaN,#VALUE!,NaN,#VALUE!,0.011569259,0.555413298
123.2291633,3.22916,NaN,#VALUE!,NaN,#VALUE!,0.016195052,0.777486894
123.2500033,3.25,NaN,#VALUE!,NaN,#VALUE!,0.019375046,0.929704702
123.2708333,3.27083,NaN,#VALUE!,NaN,#VALUE!,0.007192059,0.345274076
123.2916633,3.29166,0.00757409,0.363614498,NaN,#VALUE!,0.003105963,0.149110082
123.3125033,3.3125,0.011433753,0.548644578,NaN,#VALUE!,0.012268188,0.588684645
123.3333333,3.33333,0.017360812,0.833452328,NaN,#VALUE!,0.011865783,0.569648728
123.3541633,3.35416,0.021705806,1.042045415,NaN,#VALUE!,0.000568216,0.027278733
123.3750033,3.375,0.02636684,1.265203455,NaN,#VALUE!,0.018480516,0.886780998
123.3958333,3.39583,0.031298448,1.502565915,NaN,#VALUE!,0.032836787,1.576418003
123.4166633,3.41666,0.039869689,1.91405132,NaN,#VALUE!,0.000615982,0.029571867
123.4375033,3.4375,0.048677464,2.335770825,NaN,#VALUE!,0.010959485,0.525886996
123.4583333,3.45833,0.055659779,2.672096928,NaN,#VALUE!,0.037441705,1.797489438
123.4791633,3.47916,0.062357574,2.993642535,NaN,#VALUE!,0.047457161,2.278308257
123.5000033,3.5,0.068262209,3.27553786,NaN,#VALUE!,0.046712057,2.241461468
123.5208333,3.52083,0.067127643,3.222642487,NaN,#VALUE!,0.058416432,2.804437446
123.5416633,3.54166,0.061869207,2.970197168,NaN,#VALUE!,0.070113211,3.365972684
123.5625033,3.5625,0.0531592,2.550825336,NaN,#VALUE!,0.071426321,3.427366651
123.5833333,3.58333,0.047246148,2.268178012,NaN,#VALUE!,0.061232649,2.939637494
123.6041633,3.60416,0.035825386,1.719893711,NaN,#VALUE!,0.066389364,3.187199424
123.6250033,3.625,0.024944941,1.196974136,NaN,#VALUE!,0.072296242,3.469109501
123.6458333,3.64583,0.021250391,1.020181997,NaN,#VALUE!,0.064346529,3.089127652
123.6666633,3.66666,0.021933122,1.052958329,NaN,#VALUE!,0.06401176,3.073056169
123.6875033,3.6875,0.023769261,1.140559549,NaN,#VALUE!,0.055200088,2.648756622
123.7083333,3.70833,0.021656386,1.039672876,NaN,#VALUE!,0.056539052,2.714308785
123.7291633,3.72916,0.024772806,1.189284974,NaN,#VALUE!,0.05615915,2.696070571
123.7500033,3.75,0.02675212,1.283690979,NaN,#VALUE!,0.035365108,1.69698215
123.7708333,3.77083,0.025771701,1.237239606,NaN,#VALUE!,0.023711937,1.138355113
123.7916633,3.79166,0.024258895,1.164613298,NaN,#VALUE!,0.018488464,0.887588286
123.8125033,3.8125,0.023431394,1.124347121,NaN,#VALUE!,0.012900211,0.619012044
123.8333333,3.83333,0.022991838,1.10378483,NaN,#VALUE!,0.009941589,0.477272636
123.8541633,3.85416,0.021386607,1.026721411,NaN,#VALUE!,NaN,#VALUE!
123.8750033,3.875,0.019175875,0.920147553,NaN,#VALUE!,NaN,#VALUE!
123.8958333,3.89583,0.017700645,0.849766923,NaN,#VALUE!,NaN,#VALUE!
123.9166633,3.91666,0.016391956,0.786939798,NaN,#VALUE!,NaN,#VALUE!
123.9375033,3.9375,0.014936784,0.716736276,NaN,#VALUE!,NaN,#VALUE!
123.9583333,3.95833,0.012193723,0.585392367,NaN,#VALUE!,NaN,#VALUE!
123.9791633,3.97916,0.010091406,0.484465002,NaN,#VALUE!,NaN,#VALUE!
124.0000033,4,0.008922299,0.428133349,NaN,#VALUE!,NaN,#VALUE!
124.0208333,4.02083,0.007286378,0.349802112,NaN,#VALUE!,NaN,#VALUE!
124.0416633,4.04166,0.006041504,0.290038598,NaN,#VALUE!,NaN,#VALUE!
124.0625033,4.0625,0.004846942,0.232578791,NaN,#VALUE!,NaN,#VALUE!
124.0833333,4.08333,0.005160456,0.247741527,NaN,#VALUE!,NaN,#VALUE!
124.1041633,4.10416,0.004842912,0.232496976,NaN,#VALUE!,NaN,#VALUE!
124.1250033,4.125,0.003872825,0.185836132,NaN,#VALUE!,NaN,#VALUE!
124.1458333,4.14583,0.004342647,0.208480413,NaN,#VALUE!,NaN,#VALUE!
124.1666633,4.16666,0.004024428,0.193203457,NaN,#VALUE!,NaN,#VALUE!
124.1875033,4.1875,0.003054161,0.146552831,NaN,#VALUE!,NaN,#VALUE!
124.2083333,4.20833,0.002349829,0.112809842,NaN,#VALUE!,NaN,#VALUE!
124.2291633,4.22916,0.002737222,0.131407681,NaN,#VALUE!,NaN,#VALUE!
124.2500033,4.25,0.003383935,0.162376919,NaN,#VALUE!,NaN,#VALUE!
124.2708333,4.27083,0.003920151,0.18819736,NaN,#VALUE!,NaN,#VALUE!
124.2916633,4.29166,0.004896491,0.235069179,NaN,#VALUE!,NaN,#VALUE!
124.3125033,4.3125,0.006091103,0.292279415,NaN,#VALUE!,NaN,#VALUE!
124.3333333,4.33333,0.007586194,0.364195583,NaN,#VALUE!,0.022677093,1.088674652
124.3541633,4.35416,0.009084991,0.436149352,NaN,#VALUE!,0.046170251,2.216526692
124.3750033,4.375,0.010969492,0.526367179,NaN,#VALUE!,0.049362045,2.368620202
124.3958333,4.39583,0.012624455,0.606070811,NaN,#VALUE!,0.044400201,2.131550696
124.4166633,4.41666,0.014174052,0.68046337,NaN,#VALUE!,0.043306371,2.079038454
124.4375033,4.4375,0.016130666,0.77402428,NaN,#VALUE!,0.026197904,1.257097121
124.4583333,4.45833,0.017653737,0.847514978,NaN,#VALUE!,0.004552784,0.218568603
124.4791633,4.47916,0.019670223,0.944321795,NaN,#VALUE!,NaN,#VALUE!
124.5000033,4.5,0.020961528,1.005831478,NaN,#VALUE!,NaN,#VALUE!
124.5208333,4.52083,0.021193135,1.017433269,NaN,#VALUE!,NaN,#VALUE!
124.5416633,4.54166,0.020904317,1.003567787,NaN,#VALUE!,NaN,#VALUE!
124.5625033,4.5625,0.019946613,0.957131142,NaN,#VALUE!,NaN,#VALUE!
124.5833333,4.58333,0.017924949,0.860535238,NaN,#VALUE!,NaN,#VALUE!
124.6041633,4.60416,0.013941631,0.669305377,NaN,#VALUE!,NaN,#VALUE!
124.6250033,4.625,0.011956443,0.573725672,NaN,#VALUE!,NaN,#VALUE!
124.6458333,4.64583,0.009998551,0.480007249,NaN,#VALUE!,NaN,#VALUE!
124.6666633,4.66666,0.007110569,0.34136193,NaN,#VALUE!,NaN,#VALUE!
124.6875033,4.6875,0.003979368,0.19094856,NaN,#VALUE!,NaN,#VALUE!
124.7083333,4.70833,0.000467102,0.022424484,NaN,#VALUE!,NaN,#VALUE!
124.7291633,4.72916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
124.7500033,4.75,NaN,#VALUE!,0.000495914,0.023796257,NaN,#VALUE!
124.7708333,4.77083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
124.7916633,4.79166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
124.8125033,4.8125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
124.8333333,4.83333,NaN,#VALUE!,NaN,#VALUE!,0.038426273,1.844756265
124.8541633,4.85416,NaN,#VALUE!,NaN,#VALUE!,0.043165797,2.072289822
124.8750033,4.875,NaN,#VALUE!,NaN,#VALUE!,0.028583898,1.371588196
124.8958333,4.89583,NaN,#VALUE!,NaN,#VALUE!,0.03135423,1.505243879
124.9166633,4.91666,NaN,#VALUE!,NaN,#VALUE!,0.026518113,1.273073116
124.9375033,4.9375,NaN,#VALUE!,NaN,#VALUE!,0.025382792,1.217984261
124.9583333,4.95833,NaN,#VALUE!,NaN,#VALUE!,0.026251168,1.260257705
124.9791633,4.97916,NaN,#VALUE!,NaN,#VALUE!,0.039857528,1.913467499
125.0000033,5,NaN,#VALUE!,NaN,#VALUE!,0.040986295,1.966712812
125.0208333,5.02083,NaN,#VALUE!,NaN,#VALUE!,0.026899367,1.291376236
125.0416633,5.04166,NaN,#VALUE!,NaN,#VALUE!,0.006300272,0.30246145
125.0625033,5.0625,NaN,#VALUE!,NaN,#VALUE!,0.015343353,0.736245345
125.0833333,5.08333,NaN,#VALUE!,NaN,#VALUE!,0.009772972,0.469177724
125.1041633,5.10416,NaN,#VALUE!,NaN,#VALUE!,0.001747943,0.08391469
125.1250033,5.125,NaN,#VALUE!,NaN,#VALUE!,0.015507533,0.744123464
125.1458333,5.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.1666633,5.16666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.1875033,5.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.2083333,5.20833,NaN,#VALUE!,NaN,#VALUE!,0.002232138,0.10715977
125.2291633,5.22916,NaN,#VALUE!,NaN,#VALUE!,0.010812389,0.519077724
125.2500033,5.25,NaN,#VALUE!,NaN,#VALUE!,0.009645076,0.462815547
125.2708333,5.27083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.2916633,5.29166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.3125033,5.3125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
125.3333333,5.33333,NaN,#VALUE!,NaN,#VALUE!,0.007122655,0.341942151
125.3541633,5.35416,NaN,#VALUE!,NaN,#VALUE!,0.015470146,0.742685838
125.3750033,5.375,NaN,#VALUE!,NaN,#VALUE!,0.040883141,1.961763004
125.3958333,5.39583,NaN,#VALUE!,NaN,#VALUE!,0.047590768,2.28472242
125.4166633,5.41666,NaN,#VALUE!,NaN,#VALUE!,0.041557484,1.995078445
125.4375033,5.4375,0.003531634,0.169464203,NaN,#VALUE!,0.059698852,2.864628215
125.4583333,5.45833,0.003019407,0.144954729,NaN,#VALUE!,0.046932597,2.253125156
125.4791633,5.47916,0.005874332,0.282013058,NaN,#VALUE!,0.060283647,2.894078108
125.5000033,5.5,0.007441319,0.35706905,NaN,#VALUE!,0.05942703,2.851584933
125.5208333,5.52083,0.008443675,0.405361258,NaN,#VALUE!,0.062212702,2.986687566
125.5416633,5.54166,0.008920086,0.428232645,NaN,#VALUE!,0.06467969,3.10512194
125.5625033,5.5625,0.011595951,0.556427591,NaN,#VALUE!,0.078663922,3.774660365
125.5833333,5.58333,0.014629151,0.702311618,NaN,#VALUE!,0.062106666,2.981597024
125.6041633,5.60416,0.016589147,0.796406481,NaN,#VALUE!,0.06451355,3.097145943
125.6250033,5.625,0.018133714,0.870139827,NaN,#VALUE!,0.05274085,2.53075096
125.6458333,5.64583,0.020525722,0.985392319,NaN,#VALUE!,0.031757606,1.524609025
125.6666633,5.66666,0.022791587,1.094171243,NaN,#VALUE!,0.042512566,2.040929717
125.6875033,5.6875,0.023825274,1.143247313,NaN,#VALUE!,0.072060714,3.457807774
125.7083333,5.70833,0.025181933,1.208926212,NaN,#VALUE!,0.048422181,2.32463663
125.7291633,5.72916,0.025639251,1.230880989,NaN,#VALUE!,0.051445408,2.469774748
125.7500033,5.75,0.026287997,1.261420202,NaN,#VALUE!,0.037266803,1.788234309
125.7708333,5.77083,0.026380105,1.266447672,NaN,#VALUE!,0.034783479,1.669874172
125.7916633,5.79166,0.026205503,1.258065434,NaN,#VALUE!,0.025490248,1.2237277
125.8125033,5.8125,0.026007932,1.247981382,NaN,#VALUE!,0.016811956,0.806715739
125.8333333,5.83333,0.024811693,1.191151848,NaN,#VALUE!,0.022439495,1.077268123
125.8541633,5.85416,0.023806434,1.142891695,NaN,#VALUE!,0.047764002,2.293038982
125.8750033,5.875,0.02218371,1.064477447,NaN,#VALUE!,0.039554576,1.898012284
125.8958333,5.89583,0.019792014,0.950168699,NaN,#VALUE!,0.027715125,1.330538886
125.9166633,5.91666,0.017340992,0.832500816,NaN,#VALUE!,0.022516171,1.08094916
125.9375033,5.9375,0.01533071,0.735638676,NaN,#VALUE!,0.013419404,0.643925336
125.9583333,5.95833,0.013246857,0.635950888,NaN,#VALUE!,NaN,#VALUE!
125.9791633,5.97916,0.011680776,0.560766971,NaN,#VALUE!,NaN,#VALUE!
126.0000033,6,0.01015954,0.487501919,NaN,#VALUE!,0.014593553,0.700266459
126.0208333,6.02083,0.009156002,0.439558425,NaN,#VALUE!,0.021901368,1.051433893
126.0416633,6.04166,0.008272989,0.397167019,NaN,#VALUE!,0.021180449,1.016824244
126.0625033,6.0625,0.007813431,0.374924712,NaN,#VALUE!,0.011010953,0.52835667
126.0833333,6.08333,0.007223386,0.346778012,NaN,#VALUE!,NaN,#VALUE!
126.1041633,6.10416,0.005740228,0.275575036,NaN,#VALUE!,NaN,#VALUE!
126.1250033,6.125,0.004996187,0.239740259,NaN,#VALUE!,NaN,#VALUE!
126.1458333,6.14583,0.004598148,0.220746423,NaN,#VALUE!,NaN,#VALUE!
126.1666633,6.16666,0.004786306,0.229779453,NaN,#VALUE!,NaN,#VALUE!
126.1875033,6.1875,0.003120251,0.149724136,NaN,#VALUE!,0.008255556,0.396139923
126.2083333,6.20833,0.001867619,0.089660058,NaN,#VALUE!,NaN,#VALUE!
126.2291633,6.22916,0.001974155,0.094774604,NaN,#VALUE!,NaN,#VALUE!
126.2500033,6.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
126.2708333,6.27083,0.004779475,0.229451512,NaN,#VALUE!,NaN,#VALUE!
126.2916633,6.29166,0.0066136,0.317503601,NaN,#VALUE!,NaN,#VALUE!
126.3125033,6.3125,0.009877549,0.473970681,NaN,#VALUE!,NaN,#VALUE!
126.3333333,6.33333,0.010902864,0.523421219,NaN,#VALUE!,0.021242615,1.019808689
126.3541633,6.35416,0.009320583,0.447459578,NaN,#VALUE!,0.031015781,1.488995727
126.3750033,6.375,0.00803342,0.385480806,NaN,#VALUE!,0.045100689,2.164140547
126.3958333,6.39583,0.008390563,0.402811474,NaN,#VALUE!,0.058406631,2.803966923
