Day of Year,Timestamp,NU ET (mm),NU ET fl. (mm/d),NEIU ET (mm),NEIU ET fl. (mm/d),CSU ET (mm),CSU ET fl. (mm/d)
151.2291633,31.22916,NaN,#VALUE!,NaN,#VALUE!,0.011805226,0.566741527
151.2500033,31.25,NaN,#VALUE!,NaN,#VALUE!,0.01151608,0.55259501
151.2708333,31.27083,NaN,#VALUE!,NaN,#VALUE!,0.018128768,0.870320115
151.2916633,31.29166,NaN,#VALUE!,NaN,#VALUE!,0.021746669,1.044007153
151.3125033,31.3125,NaN,#VALUE!,NaN,#VALUE!,0.014958551,0.717780758
151.3333333,31.33333,0.023999432,1.152157081,NaN,#VALUE!,0.014187117,0.68109059
151.3541633,31.35416,0.029227564,1.403147576,NaN,#VALUE!,0.024068111,1.155454201
151.3750033,31.375,0.030645349,1.47050619,NaN,#VALUE!,0.02615223,1.25490547
151.3958333,31.39583,0.034121938,1.638115122,NaN,#VALUE!,0.025287871,1.21401205
151.4166633,31.41666,0.040366874,1.937920019,NaN,#VALUE!,0.045136601,2.166903553
151.4375033,31.4375,0.049321758,2.366687044,NaN,#VALUE!,0.062448559,2.996571929
151.4583333,31.45833,0.064031585,3.074007921,NaN,#VALUE!,0.06593106,3.165197312
151.4791633,31.47916,0.079208599,3.802621171,NaN,#VALUE!,0.064474214,3.095257513
151.5000033,31.5,0.093280697,4.476041123,NaN,#VALUE!,0.068376587,3.281026248
151.5208333,31.52083,0.10332718,4.96049832,NaN,#VALUE!,0.076377433,3.666703457
151.5416633,31.54166,0.10897593,5.231681709,NaN,#VALUE!,0.072963216,3.502794815
151.5625033,31.5625,0.10853299,5.207916987,NaN,#VALUE!,0.068470991,3.28555619
151.5833333,31.58333,0.10386497,4.986316371,NaN,#VALUE!,0.069659481,3.344190158
151.6041633,31.60416,0.096061754,4.611702064,NaN,#VALUE!,0.075369993,3.618338598
151.6250033,31.625,0.086835589,4.166774904,0.037030427,1.776891891,0.077256454,3.707123512
151.6458333,31.64583,0.07741839,3.716677388,0.033918377,1.628342631,0.075117017,3.606193807
151.6666633,31.66666,0.067598965,3.245269563,0.033265802,1.597014018,0.079551639,3.819089726
151.6875033,31.6875,0.062151232,2.982304798,0.02836531,1.361099328,0.070805815,3.397591891
151.7083333,31.70833,0.058128539,2.790616371,0.027481827,1.31933879,0.073158581,3.512173836
151.7291633,31.72916,0.053478247,2.567366635,0.023721673,1.138822516,0.081425695,3.909058809
151.7500033,31.75,0.050832424,2.439175816,0.020959635,1.005740643,0.07125809,3.419294146
151.7708333,31.77083,0.049950784,2.398021315,0.018528167,0.889494335,0.056125327,2.694446807
151.7916633,31.79166,0.052035429,2.498100288,0.017947002,0.861593951,0.049893384,2.395265675
151.8125033,31.8125,0.051553587,2.473780566,0.0189003,0.906924184,0.047077836,2.259013244
151.8333333,31.83333,0.048864331,2.345863226,0.017030458,0.817592799,0.04140115,1.987573212
151.8541633,31.85416,0.045416026,2.180318099,0.012639288,0.606782909,0.035697463,1.713752424
151.8750033,31.875,0.041094635,1.971911468,0.009932944,0.476628791,0.01758444,0.843783109
151.8958333,31.89583,0.038287337,1.83808627,0.008153049,0.391408977,0.011982633,0.575258425
151.9166633,31.91666,0.033446437,1.605685886,0.004222501,0.202712482,0.005484567,0.263301344
151.9375033,31.9375,0.028105014,1.348609117,0.002013976,0.096639923,NaN,#VALUE!
151.9583333,31.95833,0.02397973,1.151211234,0.003394965,0.162984398,NaN,#VALUE!
151.9791633,31.97916,0.021127615,1.014287806,0.005010939,0.240563562,NaN,#VALUE!
